all_changes_on_zero,all_changes_to_existing_colors,changed_bbox,changed_components,changed_coords_norm,changed_count,changed_from_to,idx,input_colors,input_nonzero_bbox,input_nonzero_count,input_shape,output_colors,output_equals_input_plus_sparse,output_nonzero_bbox,output_nonzero_count,output_shape,same_shape,split
False,True,"(1, 5, 15, 26)",7,1:14:0->7 1:15:7->0 9:19:9->0 9:20:0->9 11:11:6->0 14:5:0->5 14:10:5->0 15:19:1->0 15:26:0->1,9,0->7:1 7->0:1 9->0:1 0->9:1 6->0:1 0->5:1 5->0:1 1->0:1 0->1:1,187,0:427 1:19 5:19 6:1 7:19 9:19,"(0, 4, 17, 27)",77,"(18, 28)",0:428 1:19 5:19 7:19 9:19,True,"(0, 4, 17, 27)",76,"(18, 28)",True,arc-gen
False,True,"(1, 0, 21, 12)",8,1:10:8->0 1:12:0->8 6:8:9->0 16:1:8->0 16:12:0->8 17:0:8->0 17:12:0->8 21:3:3->0 21:5:0->3,9,8->0:3 0->8:3 9->0:1 3->0:1 0->3:1,188,0:527 3:29 8:31 9:1,"(0, 0, 27, 13)",61,"(28, 21)",0:528 3:29 8:31,True,"(0, 5, 27, 13)",60,"(28, 21)",True,arc-gen
False,True,"(5, 1, 23, 18)",11,5:8:1->0 6:4:0->4 6:5:6->0 6:7:4->0 6:18:0->6 13:1:6->0 13:18:0->6 15:5:6->0 15:18:0->6 18:8:7->0 18:11:0->7 23:1:1->0,12,6->0:3 0->6:3 1->0:2 0->4:1 4->0:1 7->0:1 0->7:1,189,0:435 1:2 4:27 6:29 7:27,"(0, 1, 25, 19)",85,"(26, 20)",0:437 4:27 6:29 7:27,True,"(0, 3, 25, 19)",83,"(26, 20)",True,arc-gen
False,True,"(1, 0, 28, 18)",11,1:5:0->8 1:17:8->0 4:0:3->0 10:10:2->0 10:12:0->2 15:11:2->0 15:12:0->2 16:0:3->0 22:0:2->0 22:12:0->2 22:16:3->0 28:18:3->0,12,3->0:4 2->0:3 0->2:3 0->8:1 8->0:1,190,0:485 2:32 3:4 8:30,"(0, 0, 28, 18)",66,"(29, 19)",0:489 2:32 8:30,True,"(0, 4, 28, 13)",62,"(29, 19)",True,arc-gen
False,True,"(5, 1, 19, 26)",11,5:10:6->0 5:12:0->6 12:14:0->6 12:25:6->0 14:5:0->9 14:18:9->0 16:8:5->0 18:9:2->0 18:26:0->2 19:1:3->0 19:19:0->3,11,6->0:2 0->6:2 0->9:1 9->0:1 5->0:1 2->0:1 0->2:1 3->0:1 0->3:1,191,0:566 2:23 3:23 5:1 6:24 9:23,"(0, 1, 21, 27)",94,"(22, 30)",0:567 2:23 3:23 6:24 9:23,True,"(0, 4, 21, 27)",93,"(22, 30)",True,arc-gen
False,True,"(1, 0, 18, 15)",7,1:0:2->0 1:15:0->2 14:13:7->0 17:5:2->0 17:15:0->2 18:0:6->0 18:2:0->6,7,2->0:2 0->2:2 7->0:1 6->0:1 0->6:1,192,0:276 2:22 6:21 7:1 9:20,"(0, 0, 19, 16)",64,"(20, 17)",0:277 2:22 6:21 9:20,True,"(0, 2, 19, 16)",63,"(20, 17)",True,arc-gen
False,True,"(3, 0, 18, 12)",8,3:10:5->0 5:11:3->0 5:12:0->3 8:0:3->0 8:12:0->3 16:11:5->0 17:1:9->0 17:4:0->9 18:7:5->0,9,5->0:3 3->0:2 0->3:2 9->0:1 0->9:1,193,0:234 3:22 5:3 9:21,"(0, 0, 19, 13)",46,"(20, 14)",0:237 3:22 9:21,True,"(0, 4, 19, 13)",43,"(20, 14)",True,arc-gen
False,True,"(9, 5, 12, 7)",3,9:5:0->1 9:7:1->0 12:7:4->0,3,0->1:1 1->0:1 4->0:1,194,0:226 1:20 4:1 9:19,"(0, 4, 18, 12)",40,"(19, 14)",0:227 1:20 9:19,True,"(0, 4, 18, 12)",39,"(19, 14)",True,arc-gen
False,True,"(0, 0, 26, 23)",17,0:12:5->0 0:20:8->0 5:0:0->2 5:1:0->2 5:6:0->2 8:2:5->0 9:0:2->0 9:6:2->0 11:2:0->5 11:12:0->5 13:0:0->5 13:14:0->5 15:1:2->0 15:23:8->0 22:0:5->0 22:6:9->0 22:14:5->0 26:6:0->9,18,5->0:4 0->5:4 0->2:3 2->0:3 8->0:2 9->0:1 0->9:1,195,0:692 1:27 2:30 5:31 8:2 9:28,"(0, 0, 27, 26)",118,"(30, 27)",0:694 1:27 2:30 5:31 9:28,True,"(4, 0, 27, 26)",116,"(30, 27)",True,arc-gen
False,True,"(3, 0, 26, 25)",13,3:8:2->0 3:10:0->2 12:15:1->0 12:18:0->1 14:6:4->0 15:0:2->0 15:10:0->2 18:20:0->1 18:25:1->0 21:7:4->0 24:4:0->6 24:9:6->0 26:9:4->0,13,4->0:3 2->0:2 0->2:2 1->0:2 0->1:2 0->6:1 6->0:1,196,0:694 1:29 2:29 4:3 6:28 9:27,"(0, 0, 26, 27)",116,"(27, 30)",0:697 1:29 2:29 6:28 9:27,True,"(0, 3, 26, 27)",113,"(27, 30)",True,arc-gen
False,True,"(0, 2, 12, 17)",6,0:2:9->0 4:17:0->1 7:10:4->0 8:13:9->0 9:10:0->4 12:17:1->0,6,9->0:2 0->1:1 4->0:1 0->4:1 1->0:1,197,0:316 1:21 4:21 9:2,"(0, 0, 12, 19)",44,"(18, 20)",0:318 1:21 4:21,True,"(3, 0, 10, 19)",42,"(18, 20)",True,arc-gen
False,True,"(1, 3, 10, 12)",8,1:8:3->0 6:3:7->0 6:5:0->7 8:7:0->7 8:10:7->0 9:4:2->0 9:12:0->2 10:9:2->0 10:12:0->2,9,7->0:2 0->7:2 2->0:2 0->2:2 3->0:1,198,0:211 2:14 3:1 7:14,"(0, 3, 11, 13)",29,"(12, 20)",0:212 2:14 7:14,True,"(0, 5, 11, 13)",28,"(12, 20)",True,arc-gen
False,True,"(3, 2, 15, 11)",5,3:4:8->0 9:2:1->0 11:2:0->1 13:11:0->1 15:11:1->0,5,1->0:2 0->1:2 8->0:1,199,0:192 1:15 8:1 9:13,"(3, 0, 15, 12)",29,"(17, 13)",0:193 1:15 9:13,True,"(6, 0, 13, 12)",28,"(17, 13)",True,arc-gen
False,True,"(0, 0, 16, 16)",10,0:0:9->0 1:6:1->0 1:10:3->0 2:10:0->3 4:0:0->3 6:0:3->0 7:16:9->0 8:3:9->0 10:6:0->1 12:13:0->1 16:13:1->0,11,9->0:3 1->0:2 3->0:2 0->3:2 0->1:2,200,0:323 1:24 3:24 9:3,"(0, 0, 16, 21)",51,"(17, 22)",0:326 1:24 3:24,True,"(2, 0, 12, 21)",48,"(17, 22)",True,arc-gen
False,True,"(0, 1, 13, 27)",10,0:20:2->0 1:12:5->0 4:1:0->6 4:2:0->6 4:20:0->6 6:27:2->0 9:1:6->0 10:12:0->5 12:26:0->5 13:2:6->0 13:20:6->0 13:26:5->0,12,0->6:3 6->0:3 2->0:2 5->0:2 0->5:2,201,0:329 2:2 5:30 6:31,"(0, 0, 13, 27)",63,"(14, 28)",0:331 5:30 6:31,True,"(3, 0, 12, 27)",61,"(14, 28)",True,arc-gen
False,True,"(0, 1, 22, 18)",7,0:8:3->0 7:2:6->0 7:18:0->6 13:13:3->0 18:6:0->5 18:7:5->0 22:1:6->0 22:18:0->6,8,3->0:2 6->0:2 0->6:2 0->5:1 5->0:1,202,0:386 2:23 3:2 5:24 6:25,"(0, 1, 22, 19)",74,"(23, 20)",0:388 2:23 5:24 6:25,True,"(0, 5, 22, 19)",72,"(23, 20)",True,arc-gen
False,True,"(1, 3, 18, 19)",10,1:3:3->0 4:7:4->0 4:10:0->4 5:7:2->0 5:19:0->2 8:13:2->0 8:19:0->2 9:7:3->0 9:9:2->0 9:19:0->2 17:8:3->0 18:18:3->0,12,3->0:4 2->0:3 0->2:3 4->0:1 0->4:1,203,0:352 2:23 3:4 4:21 9:20,"(0, 3, 19, 20)",68,"(20, 21)",0:356 2:23 4:21 9:20,True,"(0, 5, 19, 20)",64,"(20, 21)",True,arc-gen
False,True,"(0, 2, 25, 26)",14,0:10:9->0 0:16:5->0 2:14:6->0 3:14:0->6 5:20:0->6 5:21:0->6 5:24:0->6 7:2:5->0 11:18:0->1 13:21:6->0 14:20:6->0 16:26:9->0 18:10:0->9 18:26:0->9 22:24:6->0 25:18:1->0,16,6->0:4 0->6:4 9->0:2 5->0:2 0->9:2 0->1:1 1->0:1,204,0:635 1:29 5:2 6:32 9:30,"(0, 0, 25, 27)",93,"(26, 28)",0:637 1:29 6:32 9:30,True,"(3, 0, 19, 27)",91,"(26, 28)",True,arc-gen
False,True,"(0, 5, 12, 6)",3,0:6:6->0 5:5:0->3 6:5:3->0 12:6:0->6,4,6->0:1 0->3:1 3->0:1 0->6:1,205,0:343 3:24 6:24,"(0, 0, 13, 22)",48,"(17, 23)",0:343 3:24 6:24,True,"(4, 0, 13, 22)",48,"(17, 23)",True,arc-gen
False,True,"(5, 0, 6, 9)",4,5:0:7->0 5:3:0->7 6:7:9->0 6:9:0->9,4,7->0:1 0->7:1 9->0:1 0->9:1,206,0:188 7:20 9:20,"(0, 0, 18, 10)",40,"(19, 12)",0:188 7:20 9:20,True,"(0, 3, 18, 10)",40,"(19, 12)",True,arc-gen
False,True,"(1, 0, 22, 11)",6,1:11:7->0 3:8:7->0 19:0:8->0 19:4:0->8 22:2:8->0 22:4:0->8,6,7->0:2 8->0:2 0->8:2,207,0:272 7:2 8:25,"(0, 0, 22, 11)",27,"(23, 13)",0:274 8:25,True,"(0, 4, 22, 5)",25,"(23, 13)",True,arc-gen
False,True,"(3, 4, 11, 25)",6,3:11:0->3 3:15:3->0 4:4:0->7 4:21:7->0 11:23:2->0 11:25:0->2,6,0->3:1 3->0:1 0->7:1 7->0:1 2->0:1 0->2:1,208,0:333 2:15 3:15 7:15 8:14,"(0, 3, 13, 26)",59,"(14, 28)",0:333 2:15 3:15 7:15 8:14,True,"(0, 3, 13, 26)",59,"(14, 28)",True,arc-gen
False,True,"(0, 9, 11, 13)",6,0:13:8->0 1:9:8->0 2:12:8->0 7:11:0->7 8:9:4->0 8:11:7->0 11:9:0->4,7,8->0:3 0->7:1 4->0:1 7->0:1 0->4:1,209,0:175 4:16 7:16 8:3,"(0, 0, 12, 14)",35,"(14, 15)",0:178 4:16 7:16,True,"(6, 0, 12, 14)",32,"(14, 15)",True,arc-gen
False,True,"(0, 2, 18, 20)",10,0:2:3->0 2:3:3->0 3:2:0->3 3:3:0->3 5:14:0->3 7:20:6->0 8:19:1->0 10:19:0->1 12:9:0->1 17:3:9->0 17:9:1->0 17:14:3->0 17:15:6->0 18:3:0->9,14,3->0:3 0->3:3 6->0:2 1->0:2 0->1:2 9->0:1 0->9:1,210,0:349 1:23 3:24 6:2 9:22,"(0, 0, 19, 20)",71,"(20, 21)",0:351 1:23 3:24 9:22,True,"(3, 0, 19, 20)",69,"(20, 21)",True,arc-gen
False,True,"(1, 2, 24, 15)",7,1:2:7->0 2:7:2->0 6:2:9->0 13:15:0->4 18:7:0->2 21:15:4->0 24:2:0->9,7,7->0:1 2->0:1 9->0:1 0->4:1 0->2:1 4->0:1 0->9:1,211,0:421 1:17 2:18 4:18 7:1 9:18,"(1, 0, 25, 16)",72,"(29, 17)",0:422 1:17 2:18 4:18 9:18,True,"(4, 0, 25, 16)",71,"(29, 17)",True,arc-gen
False,True,"(3, 1, 4, 10)",3,3:1:4->0 3:10:0->4 4:7:4->0 4:10:0->4,4,4->0:2 0->4:2,212,0:152 4:16 9:14,"(0, 1, 13, 11)",30,"(14, 13)",0:152 4:16 9:14,True,"(0, 5, 13, 11)",30,"(14, 13)",True,arc-gen
False,True,"(10, 5, 13, 13)",3,10:9:9->0 13:5:0->6 13:13:6->0,3,9->0:1 0->6:1 6->0:1,213,0:238 5:15 6:16 9:1,"(0, 4, 14, 13)",32,"(15, 18)",0:239 5:15 6:16,True,"(0, 4, 14, 11)",31,"(15, 18)",True,arc-gen
False,True,"(1, 2, 11, 17)",7,1:12:5->0 2:5:0->7 2:14:7->0 7:2:7->0 7:3:0->7 8:5:0->7 8:12:7->0 11:16:9->0 11:17:0->9,9,0->7:3 7->0:3 5->0:1 9->0:1 0->9:1,214,0:250 5:1 7:18 8:15 9:16,"(0, 2, 14, 18)",50,"(15, 20)",0:251 7:18 8:15 9:16,True,"(0, 3, 14, 18)",49,"(15, 20)",True,arc-gen
False,True,"(9, 1, 19, 16)",5,9:1:9->0 12:16:9->0 13:1:0->9 13:16:0->9 15:5:0->9 19:5:9->0,6,9->0:3 0->9:3,215,0:434 2:23 9:26,"(5, 0, 19, 22)",49,"(21, 23)",0:434 2:23 9:26,True,"(5, 0, 15, 22)",49,"(21, 23)",True,arc-gen
False,True,"(0, 1, 26, 25)",25,0:16:5->0 1:14:1->0 3:22:5->0 4:17:3->0 7:20:0->2 7:22:0->2 7:25:0->2 9:23:3->0 11:20:2->0 12:3:1->0 12:22:1->0 13:16:0->5 13:22:0->5 15:6:0->5 15:21:0->5 16:4:1->0 16:25:2->0 17:1:3->0 17:21:5->0 20:1:0->3 20:17:0->3 20:23:0->3 22:10:0->3 24:6:5->0 25:22:2->0 26:10:3->0,26,5->0:4 1->0:4 3->0:4 0->5:4 0->3:4 0->2:3 2->0:3,216,0:657 1:4 2:31 3:32 5:32,"(0, 0, 26, 27)",99,"(27, 28)",0:661 2:31 3:32 5:32,False,"(6, 0, 22, 27)",95,"(27, 28)",True,arc-gen
False,True,"(3, 1, 27, 20)",9,3:6:7->0 13:6:0->7 15:1:0->7 18:1:7->0 18:20:3->0 21:20:0->3 23:1:0->3 25:5:6->0 27:1:3->0,9,7->0:2 0->7:2 3->0:2 0->3:2 6->0:1,217,0:745 3:32 5:30 6:1 7:32,"(3, 0, 27, 29)",95,"(28, 30)",0:746 3:32 5:30 7:32,True,"(5, 0, 23, 29)",94,"(28, 30)",True,arc-gen
False,True,"(1, 1, 12, 17)",5,1:16:0->8 1:17:8->0 2:1:8->0 2:14:0->8 7:1:9->0 12:13:8->0 12:14:0->8,7,0->8:3 8->0:3 9->0:1,218,0:295 2:13 3:13 8:16 9:1,"(0, 1, 12, 24)",43,"(13, 26)",0:296 2:13 3:13 8:16,True,"(0, 6, 12, 24)",42,"(13, 26)",True,arc-gen
False,True,"(4, 5, 10, 26)",5,4:10:1->0 4:11:0->1 7:5:0->8 7:7:8->0 10:9:7->0 10:26:0->7,6,1->0:1 0->1:1 0->8:1 8->0:1 7->0:1 0->7:1,219,0:347 1:15 5:14 7:15 8:15,"(0, 4, 13, 27)",59,"(14, 29)",0:347 1:15 5:14 7:15 8:15,True,"(0, 4, 13, 27)",59,"(14, 29)",True,arc-gen
False,True,"(1, 5, 20, 14)",5,1:13:7->0 10:6:7->0 20:5:0->3 20:6:4->0 20:9:0->4 20:14:3->0,6,7->0:2 0->3:1 4->0:1 0->4:1 3->0:1,220,0:346 3:26 4:26 7:2,"(0, 4, 24, 14)",54,"(25, 16)",0:348 3:26 4:26,True,"(0, 4, 24, 10)",52,"(25, 16)",True,arc-gen
False,True,"(3, 0, 17, 11)",7,3:11:9->0 7:0:2->0 7:5:0->2 14:1:2->0 14:5:0->2 17:7:0->2 17:11:2->0,7,2->0:3 0->2:3 9->0:1,221,0:236 2:23 9:1,"(0, 0, 19, 11)",24,"(20, 13)",0:237 2:23,True,"(0, 5, 19, 7)",23,"(20, 13)",True,arc-gen
False,True,"(2, 0, 11, 15)",5,2:8:6->0 3:13:6->0 4:8:0->6 4:13:0->6 8:0:3->0 11:15:3->0,6,6->0:2 0->6:2 3->0:2,222,0:194 3:2 6:20,"(2, 0, 11, 17)",22,"(12, 18)",0:196 6:20,True,"(4, 0, 5, 17)",20,"(12, 18)",True,arc-gen
False,True,"(3, 0, 9, 19)",6,3:5:2->0 4:6:7->0 4:19:0->7 8:0:9->0 8:11:0->9 9:4:0->4 9:5:4->0,7,2->0:1 7->0:1 0->7:1 9->0:1 0->9:1 0->4:1 4->0:1,223,0:212 2:1 4:13 7:13 9:13,"(0, 0, 11, 20)",40,"(12, 21)",0:213 4:13 7:13 9:13,True,"(0, 3, 11, 20)",39,"(12, 21)",True,arc-gen
False,True,"(0, 2, 12, 20)",7,0:15:1->0 0:20:0->1 2:14:0->5 2:17:5->0 9:9:7->0 12:2:8->0 12:5:0->8,7,1->0:1 0->1:1 0->5:1 5->0:1 7->0:1 8->0:1 0->8:1,224,0:300 1:17 5:17 7:1 8:17,"(0, 2, 15, 21)",52,"(16, 22)",0:301 1:17 5:17 8:17,True,"(0, 5, 15, 21)",51,"(16, 22)",True,arc-gen
False,True,"(1, 0, 24, 24)",14,1:6:9->0 3:0:3->0 5:0:0->3 7:4:0->3 7:9:0->3 7:19:0->3 7:21:0->3 7:24:0->3 9:9:3->0 11:19:3->0 13:6:0->9 16:21:3->0 20:4:3->0 24:24:3->0,14,3->0:6 0->3:6 9->0:1 0->9:1,225,0:617 3:32 8:26 9:27,"(1, 0, 24, 25)",85,"(27, 26)",0:617 3:32 8:26 9:27,True,"(5, 0, 22, 25)",85,"(27, 26)",True,arc-gen
False,True,"(10, 7, 10, 7)",1,10:7:5->0,1,5->0:1,226,0:167 4:14 5:1,"(0, 5, 13, 7)",15,"(14, 13)",0:168 4:14,True,"(0, 5, 13, 5)",14,"(14, 13)",True,arc-gen
False,True,"(2, 0, 12, 15)",10,2:0:2->0 2:3:0->2 2:6:6->0 2:11:0->6 3:1:2->0 3:3:0->2 3:6:8->0 4:5:0->2 4:6:2->0 9:10:8->0 10:0:6->0 10:11:0->6 11:0:8->0 12:5:0->2 12:13:0->6 12:14:2->0 12:15:6->0,17,2->0:4 0->2:4 6->0:3 0->6:3 8->0:3,227,0:298 2:26 6:25 8:3,"(0, 0, 21, 15)",54,"(22, 16)",0:301 2:26 6:25,True,"(0, 3, 21, 13)",51,"(22, 16)",True,arc-gen
False,True,"(1, 0, 22, 20)",12,1:18:4->0 2:8:4->0 5:13:0->5 5:16:5->0 14:0:3->0 14:20:0->3 16:13:0->5 16:18:5->0 20:1:3->0 20:20:0->3 22:3:5->0 22:10:4->0 22:11:0->5,13,4->0:3 0->5:3 5->0:3 3->0:2 0->3:2,228,0:613 1:27 3:29 4:3 5:30,"(0, 0, 26, 21)",89,"(27, 26)",0:616 1:27 3:29 5:30,True,"(0, 6, 26, 21)",86,"(27, 26)",True,arc-gen
False,True,"(1, 6, 8, 27)",5,1:16:9->0 1:27:9->0 5:6:9->0 6:22:8->0 8:22:0->8,5,9->0:3 8->0:1 0->8:1,229,0:388 1:28 5:28 8:29 9:3,"(1, 0, 16, 27)",88,"(17, 28)",0:391 1:28 5:28 8:29,True,"(3, 0, 16, 27)",85,"(17, 28)",True,arc-gen
False,True,"(0, 1, 11, 4)",4,0:2:7->0 4:3:7->0 8:1:7->0 11:4:7->0,4,7->0:4,230,0:172 2:16 7:4,"(0, 1, 15, 6)",20,"(16, 12)",0:176 2:16,True,"(0, 6, 15, 6)",16,"(16, 12)",True,arc-gen
False,True,"(6, 0, 11, 23)",8,6:4:0->3 8:4:3->0 9:5:6->0 9:18:6->0 10:0:6->0 10:23:6->0 11:0:0->6 11:5:0->6 11:18:0->6 11:23:0->6,10,6->0:4 0->6:4 0->3:1 3->0:1,231,0:385 3:31 6:34,"(5, 0, 12, 29)",65,"(15, 30)",0:385 3:31 6:34,True,"(5, 0, 12, 29)",65,"(15, 30)",True,arc-gen
False,True,"(5, 0, 14, 10)",3,5:0:1->0 5:2:4->0 5:3:0->1 14:9:5->0 14:10:0->5,5,1->0:1 4->0:1 0->1:1 5->0:1 0->5:1,232,0:162 1:16 4:1 5:16,"(0, 0, 14, 11)",33,"(15, 13)",0:163 1:16 5:16,True,"(0, 3, 14, 11)",32,"(15, 13)",True,arc-gen
False,True,"(4, 2, 20, 12)",6,4:2:2->0 4:4:0->2 6:12:8->0 15:12:8->0 20:6:0->2 20:7:8->0 20:12:2->0,7,8->0:3 2->0:2 0->2:2,233,0:320 2:27 8:3,"(0, 2, 24, 12)",30,"(25, 14)",0:323 2:27,True,"(0, 4, 24, 6)",27,"(25, 14)",True,arc-gen
False,True,"(3, 1, 3, 3)",2,3:1:9->0 3:3:0->9,2,9->0:1 0->9:1,234,0:259 6:20 9:21,"(0, 1, 19, 13)",41,"(20, 15)",0:259 6:20 9:21,True,"(0, 3, 19, 13)",41,"(20, 15)",True,arc-gen
False,True,"(4, 0, 12, 17)",4,4:0:1->0 4:17:0->1 8:0:4->0 12:5:4->0,4,4->0:2 1->0:1 0->1:1,235,0:235 1:15 4:2 5:14 7:14,"(0, 0, 13, 18)",45,"(14, 20)",0:237 1:15 5:14 7:14,True,"(0, 3, 13, 18)",43,"(14, 20)",True,arc-gen
False,True,"(5, 1, 24, 17)",6,5:11:0->2 5:16:2->0 21:5:0->3 21:17:3->0 24:1:2->0 24:9:0->2,6,0->2:2 2->0:2 0->3:1 3->0:1,236,0:519 2:31 3:30 5:29,"(0, 1, 28, 19)",90,"(29, 21)",0:519 2:31 3:30 5:29,True,"(0, 4, 28, 19)",90,"(29, 21)",True,arc-gen
False,True,"(3, 0, 17, 13)",6,3:0:4->0 5:0:0->4 8:7:5->0 11:13:8->0 13:7:0->5 17:12:8->0,6,8->0:2 4->0:1 0->4:1 5->0:1 0->5:1,237,0:316 4:21 5:21 8:2,"(3, 0, 17, 19)",44,"(18, 20)",0:318 4:21 5:21,True,"(5, 0, 14, 19)",42,"(18, 20)",True,arc-gen
False,True,"(5, 0, 17, 10)",6,5:1:3->0 5:7:8->0 5:10:0->3 8:3:1->0 8:4:0->1 10:9:3->0 10:10:0->3 17:0:8->0,8,3->0:2 8->0:2 0->3:2 1->0:1 0->1:1,238,0:281 1:27 3:28 8:2,"(0, 0, 25, 11)",57,"(26, 13)",0:283 1:27 3:28,True,"(0, 4, 25, 11)",55,"(26, 13)",True,arc-gen
False,True,"(0, 0, 29, 12)",16,0:0:9->0 1:0:2->0 4:0:0->1 4:1:0->1 4:11:0->1 5:12:8->0 6:8:6->0 7:2:9->0 8:8:0->6 10:4:0->6 15:11:1->0 16:0:0->2 20:9:8->0 23:9:0->8 23:12:0->8 27:1:1->0 29:0:1->0 29:4:6->0,18,0->1:3 1->0:3 9->0:2 8->0:2 6->0:2 0->6:2 0->8:2 2->0:1 0->2:1,239,0:328 1:16 2:14 6:15 8:15 9:2,"(0, 0, 29, 12)",62,"(30, 13)",0:330 1:16 2:14 6:15 8:15,True,"(3, 0, 24, 12)",60,"(30, 13)",True,arc-gen
False,True,"(4, 1, 21, 10)",8,4:2:5->0 13:6:0->9 13:10:9->0 14:1:5->0 17:6:0->9 17:7:9->0 19:6:0->9 19:7:9->0 19:9:5->0 21:1:5->0,10,5->0:4 0->9:3 9->0:3,240,0:293 5:4 9:28,"(0, 1, 24, 10)",32,"(25, 13)",0:297 9:28,True,"(0, 5, 24, 6)",28,"(25, 13)",True,arc-gen
False,True,"(0, 1, 18, 12)",7,0:1:2->0 1:6:7->0 1:9:0->7 9:5:0->9 9:12:9->0 14:12:2->0 18:8:7->0 18:9:0->7,8,2->0:2 7->0:2 0->7:2 0->9:1 9->0:1,241,0:215 2:2 7:22 9:21,"(0, 1, 19, 12)",45,"(20, 13)",0:217 7:22 9:21,True,"(0, 4, 19, 10)",43,"(20, 13)",True,arc-gen
False,True,"(6, 0, 16, 23)",11,6:2:3->0 6:10:0->3 8:12:0->3 8:21:3->0 11:14:8->0 13:1:2->0 13:23:0->2 14:0:9->0 14:3:2->0 14:4:0->9 14:23:0->2 16:7:2->0 16:23:0->2,13,2->0:3 0->2:3 3->0:2 0->3:2 8->0:1 9->0:1 0->9:1,242,0:443 2:21 3:20 7:18 8:1 9:19,"(0, 0, 17, 24)",79,"(18, 29)",0:444 2:21 3:20 7:18 9:19,True,"(0, 4, 17, 24)",78,"(18, 29)",True,arc-gen
False,True,"(1, 2, 16, 12)",7,1:9:7->0 5:9:0->7 7:2:0->7 8:2:7->0 9:9:8->0 13:9:0->8 16:6:6->0 16:12:6->0,8,7->0:2 0->7:2 6->0:2 8->0:1 0->8:1,243,0:295 6:2 7:22 8:21,"(1, 0, 16, 19)",45,"(17, 20)",0:297 7:22 8:21,True,"(5, 0, 14, 19)",43,"(17, 20)",True,arc-gen
False,True,"(1, 8, 29, 28)",16,1:21:6->0 2:18:3->0 4:18:0->3 6:11:0->3 10:8:7->0 10:9:6->0 12:11:3->0 13:9:0->6 13:21:0->6 15:23:0->6 21:10:0->4 22:13:2->0 24:28:7->0 26:8:0->7 26:28:0->7 29:10:4->0 29:23:6->0,17,6->0:3 0->6:3 3->0:2 0->3:2 7->0:2 0->7:2 0->4:1 2->0:1 4->0:1,244,0:771 2:1 3:32 4:31 6:33 7:32,"(1, 0, 29, 29)",129,"(30, 30)",0:772 3:32 4:31 6:33 7:32,True,"(4, 0, 27, 29)",128,"(30, 30)",True,arc-gen
False,True,"(0, 1, 19, 19)",12,0:19:7->0 5:7:0->5 8:12:7->0 9:16:7->0 10:14:2->0 12:12:0->7 12:16:0->7 12:19:0->7 14:11:0->7 16:7:5->0 18:1:2->0 19:11:7->0,12,7->0:4 0->7:4 2->0:2 0->5:1 5->0:1,245,0:407 2:2 5:24 7:27,"(0, 0, 19, 22)",53,"(20, 23)",0:409 5:24 7:27,True,"(4, 0, 14, 22)",51,"(20, 23)",True,arc-gen
False,True,"(1, 2, 21, 23)",17,1:6:0->8 1:13:8->0 6:3:1->0 7:2:9->0 7:10:0->9 7:23:1->0 8:13:5->0 8:19:0->5 10:2:9->0 10:10:0->9 12:8:5->0 12:19:0->5 15:16:1->0 19:12:0->9 19:16:9->0 21:21:0->5 21:23:5->0,17,1->0:3 9->0:3 0->9:3 5->0:3 0->5:3 0->8:1 8->0:1,246,0:496 1:3 5:26 8:24 9:26,"(0, 2, 22, 23)",79,"(23, 25)",0:499 5:26 8:24 9:26,True,"(0, 5, 22, 21)",76,"(23, 25)",True,arc-gen
False,True,"(4, 0, 15, 16)",8,4:13:3->0 6:7:3->0 7:7:3->0 10:2:2->0 10:10:0->2 12:12:0->2 12:14:2->0 15:0:4->0 15:16:0->4,9,3->0:3 2->0:2 0->2:2 4->0:1 0->4:1,247,0:283 2:19 3:3 4:18 8:17,"(0, 0, 16, 17)",57,"(17, 20)",0:286 2:19 4:18 8:17,True,"(0, 5, 16, 17)",54,"(17, 20)",True,arc-gen
False,True,"(1, 4, 12, 9)",4,1:4:1->0 1:9:2->0 5:4:0->1 12:9:0->2,4,1->0:1 2->0:1 0->1:1 0->2:1,248,0:180 1:15 2:15,"(1, 0, 13, 13)",30,"(15, 14)",0:180 1:15 2:15,True,"(5, 0, 13, 13)",30,"(15, 14)",True,arc-gen
False,True,"(0, 1, 24, 27)",15,0:19:7->0 1:22:3->0 2:22:0->3 4:23:0->3 6:27:6->0 7:23:3->0 11:27:0->6 13:1:0->6 13:9:0->6 14:25:1->0 15:5:7->0 20:1:6->0 20:9:6->0 21:26:1->0 24:5:0->7 24:19:0->7,16,6->0:3 0->6:3 7->0:2 3->0:2 0->3:2 1->0:2 0->7:2,249,0:741 1:2 3:32 4:30 6:33 7:32,"(0, 0, 25, 29)",129,"(29, 30)",0:743 3:32 4:30 6:33 7:32,True,"(2, 0, 25, 29)",127,"(29, 30)",True,arc-gen
False,True,"(0, 4, 28, 20)",11,0:5:8->0 0:6:8->0 4:5:3->0 5:5:0->3 7:4:0->3 7:15:0->3 9:9:8->0 11:15:3->0 16:20:0->7 20:6:6->0 20:20:7->0 21:6:0->6 27:20:8->0 28:4:3->0,14,8->0:4 3->0:3 0->3:3 0->7:1 6->0:1 7->0:1 0->6:1,250,0:612 3:26 6:24 7:24 8:4,"(0, 0, 28, 22)",78,"(30, 23)",0:616 3:26 6:24 7:24,True,"(5, 0, 22, 22)",74,"(30, 23)",True,arc-gen
