template_id,count,patch_shape,patch_cells,marker_color_count,marker_signature,estimated_kernel_params,lowering_role
T523,1,2x2,4,2,"{""markers"": [[4, [[0, 0]]], [7, [[0, 0], [1, 0], [1, 1]]]], ""nz"": [[0, 0, 7], [0, 1, 4], [1, 0, 7], [1, 1, 7]], ""shape"": [2, 2]}",4,common_used_template
T524,1,4x4,16,2,"{""markers"": [[6, [[0, 0], [1, 0], [2, 0]]], [7, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [0, 2, 7], [0, 3, 7], [1, 0, 7], [1, 1, 7], [1, 2, 7], ",16,common_used_template
T525,1,3x6,18,2,"{""markers"": [[6, [[0, 0], [1, 4]]], [7, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 5]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [0, 2, 7], [0, 3, 7], [0, 4, 7], [0, 5,",18,common_used_template
T526,1,5x6,30,2,"{""markers"": [[1, [[0, 3], [3, 0], [3, 3]]], [9, [[0, 0], [0, 1], [0, 2], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 1], [3, 2], [3, 4], [3, 5], [4, 0], [4, 1], [4, 2],",30,distractor_or_rare
T527,1,2x3,6,2,"{""markers"": [[6, [[0, 0]]], [9, [[0, 0], [0, 2], [1, 0], [1, 1], [1, 2]]]], ""nz"": [[0, 0, 9], [0, 1, 6], [0, 2, 9], [1, 0, 9], [1, 1, 9], [1, 2, 9]], ""shape"": [2, 3]}",6,common_used_template
T528,1,3x7,21,2,"{""markers"": [[5, [[0, 0], [2, 0]]], [9, [[0, 0], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]]], ""nz"": [[0, 0, 9], [0, 1, 5], [0, 2, 9], [0, ",21,distractor_or_rare
T529,1,3x7,21,2,"{""markers"": [[8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, ",21,common_used_template
T530,1,2x2,4,2,"{""markers"": [[5, [[0, 1], [1, 0], [1, 1]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 5], [1, 0, 5], [1, 1, 5]], ""shape"": [2, 2]}",4,distractor_or_rare
T531,1,2x6,12,2,"{""markers"": [[6, [[0, 0], [1, 0]]], [8, [[0, 0], [0, 1], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 3], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 6], [0, 3, 8], [0, 4, 8], [0, 5, 8], [1, 0, 8], [1, 1, 8], [1, 2, 6], [1, 3, 8],",12,common_used_template
T532,1,4x6,24,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 3], [3, 4], [3, 5]]], [9, [[0, 2], [2, 0]]]], ""nz"": [[0, 0, 3], [0",24,distractor_or_rare
T533,1,2x3,6,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [1, 0, 3], [1, 1, 3], [1, 2, 6]], ""shape"": [2, 3]}",6,common_used_template
T534,1,7x2,14,2,"{""markers"": [[5, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1]]], [7, [[0, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [1, 0, 5], [1, 1, 5], [2, 0, 5], [2, 1, 5], [3, 0, 5], [3, 1, 7], [4, 0",14,common_used_template
T535,1,2x4,8,2,"{""markers"": [[2, [[0, 1], [1, 0]]], [3, [[0, 0], [0, 2], [0, 3], [1, 1], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 3], [0, 1, 2], [0, 2, 3], [0, 3, 3], [1, 0, 2], [1, 1, 3], [1, 2, 3], [1, 3, 3]], ""shape"": [2, 4]}",8,common_used_template
T536,1,3x2,6,2,"{""markers"": [[1, [[0, 0]]], [3, [[0, 0], [0, 1], [1, 0], [2, 0], [2, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 1], [2, 0, 3], [2, 1, 3]], ""shape"": [3, 2]}",6,common_used_template
T537,1,2x5,10,2,"{""markers"": [[1, [[0, 0], [0, 2], [0, 4]]], [3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 1], [1, 3]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [0, 4, 3], [1, 0, 1], [1, 1, 3], [1, 2, 1], [1, 3, 3], [1, 4, 1]], ""shape"": [2, 5",10,common_used_template
T538,1,3x5,15,2,"{""markers"": [[6, [[0, 0], [0, 1], [0, 2], [0, 4], [1, 1], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4]]], [9, [[0, 3], [1, 0], [1, 2]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [0, 2, 6], [0, 3, 9], [0, 4, 6], [1, 0, 9], [1, 1, 6], [1, 2, 9",15,distractor_or_rare
T539,1,2x2,4,2,"{""markers"": [[6, [[0, 0], [1, 0]]], [7, [[0, 0], [1, 0]]]], ""nz"": [[0, 0, 7], [0, 1, 6], [1, 0, 7], [1, 1, 6]], ""shape"": [2, 2]}",4,distractor_or_rare
T540,1,4x7,28,2,"{""markers"": [[5, [[0, 0]]], [6, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 0], [3, 2], [3, 3], [3, 4], [3, 5],",28,common_used_template
T541,1,2x5,10,2,"{""markers"": [[4, [[0, 0], [0, 3], [0, 4]]], [5, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 1], [1, 2]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [0, 2, 5], [0, 3, 5], [0, 4, 5], [1, 0, 4], [1, 1, 5], [1, 2, 5], [1, 3, 4], [1, 4, 4]], ""shape"": [2, 5",10,common_used_template
T542,1,7x2,14,2,"{""markers"": [[5, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 1], [6, 0], [6, 1]]], [7, [[0, 0], [3, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [1, 0, 5], [1, 1, 5], [2, 0, 7], [2, 1, 5], [3, 0, 5], [3, 1, 5], [4, 0",14,common_used_template
T543,1,3x4,12,2,"{""markers"": [[5, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]], [7, [[0, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [0, 2, 5], [0, 3, 5], [1, 0, 5], [1, 1, 7], [1, 2, 5], [1, 3, 5], [2, 0, 5], [2, 1, 5],",12,common_used_template
T544,1,3x2,6,2,"{""markers"": [[4, [[0, 0], [0, 1]]], [7, [[0, 0], [0, 1], [1, 0], [1, 1]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [1, 0, 7], [1, 1, 7], [2, 0, 4], [2, 1, 4]], ""shape"": [3, 2]}",6,common_used_template
T545,1,2x2,4,2,"{""markers"": [[6, [[0, 0], [1, 0], [1, 1]]], [7, [[0, 0]]]], ""nz"": [[0, 0, 6], [0, 1, 7], [1, 0, 6], [1, 1, 6]], ""shape"": [2, 2]}",4,distractor_or_rare
T546,1,6x5,30,2,"{""markers"": [[5, [[0, 0]]], [7, [[0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [5, 0], [5, 1],",30,common_used_template
T547,1,6x2,12,2,"{""markers"": [[4, [[0, 0], [0, 1], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [1, 0, 6], [1, 1, 4], [2, 0, 4], [2, 1, 4], [3, 0, 4], [3, 1, 4], [4, 0, 4], [4, 1, 4],",12,common_used_template
T548,1,2x2,4,2,"{""markers"": [[4, [[0, 0], [0, 1]]], [6, [[0, 0], [0, 1]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [1, 0, 6], [1, 1, 6]], ""shape"": [2, 2]}",4,common_used_template
T549,1,4x6,24,2,"{""markers"": [[5, [[0, 0], [1, 2], [1, 5]]], [9, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5]]]], ""nz"": [[0, 0, 9], [0",24,common_used_template
T550,1,6x2,12,2,"{""markers"": [[5, [[0, 0], [1, 0]]], [9, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [4, 0], [5, 0], [5, 1]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [1, 0, 9], [1, 1, 9], [2, 0, 9], [2, 1, 9], [3, 0, 9], [3, 1, 5], [4, 0, 9], [4, 1, 5],",12,common_used_template
T551,1,4x4,16,2,"{""markers"": [[6, [[0, 0]]], [9, [[0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]]], ""nz"": [[0, 0, 6], [0, 1, 9], [0, 2, 9], [0, 3, 9], [1, 0, 9], [1, 1, 9], [1, 2, 9], ",16,common_used_template
T552,1,2x3,6,2,"{""markers"": [[5, [[0, 0]]], [7, [[0, 1], [0, 2], [1, 0], [1, 1], [1, 2]]]], ""nz"": [[0, 0, 5], [0, 1, 7], [0, 2, 7], [1, 0, 7], [1, 1, 7], [1, 2, 7]], ""shape"": [2, 3]}",6,common_used_template
T553,1,7x2,14,2,"{""markers"": [[2, [[0, 1], [3, 0], [5, 1]]], [7, [[0, 0], [0, 1], [1, 0], [2, 0], [2, 1], [3, 0], [3, 1], [4, 1], [5, 0], [5, 1], [6, 0]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [1, 0, 7], [1, 1, 2], [2, 0, 7], [2, 1, 7], [3, 0, 7], [3, 1, 7], [4, 0",14,distractor_or_rare
T554,1,5x6,30,2,"{""markers"": [[1, [[0, 0], [4, 1]]], [7, [[0, 0], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 0], [4, 1],",30,distractor_or_rare
T555,1,6x2,12,2,"{""markers"": [[2, [[0, 0]]], [8, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [1, 0, 8], [1, 1, 8], [2, 0, 8], [2, 1, 8], [3, 0, 8], [3, 1, 8], [4, 0, 8], [4, 1, 8],",12,common_used_template
T556,1,2x4,8,2,"{""markers"": [[6, [[0, 0], [0, 3]]], [8, [[0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 6], [0, 1, 8], [0, 2, 8], [0, 3, 6], [1, 0, 8], [1, 1, 8], [1, 2, 8], [1, 3, 8]], ""shape"": [2, 4]}",8,common_used_template
T557,1,2x4,8,2,"{""markers"": [[3, [[0, 3], [1, 0], [1, 2]]], [8, [[0, 0], [0, 1], [0, 2], [1, 1], [1, 3]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 3], [1, 0, 3], [1, 1, 8], [1, 2, 3], [1, 3, 8]], ""shape"": [2, 4]}",8,distractor_or_rare
T558,1,2x7,14,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]], [4, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 4], [0, 3, 3], [0, 4, 3], [0, 5, 3], [0, 6, 3], [1, 0, 3], [1, 1",14,common_used_template
T559,1,5x2,10,2,"{""markers"": [[1, [[0, 0], [3, 0]]], [3, [[0, 0], [0, 1], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 1], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 3], [3, 1, 3], [4, 0, 1], [4, 1, 3]], ""shape"": [5, 2",10,common_used_template
T560,1,2x3,6,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2]]], [3, [[0, 0], [0, 1], [0, 2]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [1, 0, 1], [1, 1, 1], [1, 2, 1]], ""shape"": [2, 3]}",6,common_used_template
T561,1,7x2,14,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1]]], [8, [[0, 1], [1, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 3], [3, 1, 8], [4, 0",14,common_used_template
T562,1,3x5,15,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2]]], [9, [[0, 0], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [0, 4, 3], [1, 0, 3], [1, 1, 9], [1, 2, 3",15,common_used_template
T563,1,3x4,12,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 8], [1, 0, 3], [1, 1, 3], [1, 2, 3], [1, 3, 3], [2, 0, 3], [2, 1, 3],",12,common_used_template
T564,1,2x2,4,2,"{""markers"": [[4, [[0, 0], [0, 1], [1, 1]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [1, 0, 8], [1, 1, 4]], ""shape"": [2, 2]}",4,common_used_template
T565,1,5x4,20,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3]]], [5, [[0, 1], [3, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 5], [",20,common_used_template
T566,1,3x2,6,2,"{""markers"": [[8, [[0, 0], [0, 1], [2, 1]]], [9, [[0, 0], [0, 1], [1, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [1, 0, 9], [1, 1, 9], [2, 0, 9], [2, 1, 8]], ""shape"": [3, 2]}",6,distractor_or_rare
T567,1,3x3,9,2,"{""markers"": [[1, [[0, 0]]], [8, [[0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]]], ""nz"": [[0, 0, 1], [0, 1, 8], [0, 2, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], [2, 0, 8], [2, 1, 8], [2, 2, 8]], ""shape"": [3, 3]}",9,common_used_template
T568,1,2x4,8,2,"{""markers"": [[6, [[0, 1], [1, 0]]], [8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 3]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 6], [1, 0, 8], [1, 1, 8], [1, 2, 6], [1, 3, 8]], ""shape"": [2, 4]}",8,common_used_template
T569,1,7x3,21,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [5, 0], [5, 1], [5, 2], [6, 0], [6, 1]]], [8, [[0, 0], [2, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [1, ",21,common_used_template
T570,1,2x3,6,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [1, 1], [1, 2]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [1, 0, 8], [1, 1, 1], [1, 2, 1]], ""shape"": [2, 3]}",6,common_used_template
T571,1,2x3,6,2,"{""markers"": [[2, [[0, 0], [0, 2], [1, 2]]], [5, [[0, 1], [1, 0], [1, 1]]]], ""nz"": [[0, 0, 2], [0, 1, 5], [0, 2, 2], [1, 0, 5], [1, 1, 5], [1, 2, 2]], ""shape"": [2, 3]}",6,distractor_or_rare
T572,1,6x3,18,2,"{""markers"": [[5, [[0, 0], [0, 1], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 2], [5, 0], [5, 1], [5, 2]]], [8, [[0, 1], [4, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [0, 2, 8], [1, 0, 5], [1, 1, 5], [1, 2,",18,common_used_template
T573,1,2x3,6,2,"{""markers"": [[5, [[0, 0], [0, 2], [1, 0], [1, 1], [1, 2]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 6], [0, 2, 5], [1, 0, 5], [1, 1, 5], [1, 2, 5]], ""shape"": [2, 3]}",6,common_used_template
T574,1,2x2,4,2,"{""markers"": [[4, [[0, 0], [1, 0]]], [7, [[0, 0], [1, 0]]]], ""nz"": [[0, 0, 7], [0, 1, 4], [1, 0, 7], [1, 1, 4]], ""shape"": [2, 2]}",4,distractor_or_rare
T575,1,4x2,8,2,"{""markers"": [[4, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [1, 0, 4], [1, 1, 4], [2, 0, 4], [2, 1, 4], [3, 0, 4], [3, 1, 9]], ""shape"": [4, 2]}",8,common_used_template
T576,1,7x3,21,2,"{""markers"": [[2, [[0, 0], [1, 1], [4, 1]]], [4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 2], [2, 0], [2, 1], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [6, 0], [6, 1], [6, 2]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [1, ",21,distractor_or_rare
T577,1,3x7,21,2,"{""markers"": [[3, [[0, 0]]], [4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 4], [2, 5], [2, 6]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, ",21,common_used_template
T578,1,2x2,4,2,"{""markers"": [[4, [[0, 0]]], [9, [[0, 0], [0, 1], [1, 1]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [1, 0, 4], [1, 1, 9]], ""shape"": [2, 2]}",4,distractor_or_rare
T579,1,3x5,15,2,"{""markers"": [[4, [[0, 0], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3]]], [6, [[0, 0], [2, 3]]]], ""nz"": [[0, 0, 4], [0, 1, 6], [0, 2, 4], [0, 3, 4], [0, 4, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4",15,distractor_or_rare
T580,1,2x4,8,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 9], [0, 3, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4], [1, 3, 4]], ""shape"": [2, 4]}",8,common_used_template
T581,1,3x5,15,2,"{""markers"": [[3, [[0, 0], [0, 2], [0, 4]]], [4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 1], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 4], [0, 4, 4], [1, 0, 3], [1, 1, 4], [1, 2, 3",15,common_used_template
T582,1,2x3,6,2,"{""markers"": [[4, [[0, 0], [0, 2], [1, 0], [1, 1]]], [9, [[0, 0], [1, 1]]]], ""nz"": [[0, 0, 4], [0, 1, 9], [0, 2, 4], [1, 0, 4], [1, 1, 4], [1, 2, 9]], ""shape"": [2, 3]}",6,common_used_template
T583,1,4x4,16,2,"{""markers"": [[5, [[0, 1], [2, 0], [3, 1]]], [8, [[0, 0], [0, 1], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 2], [2, 3], [3, 0], [3, 1], [3, 3]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 5], [0, 3, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], ",16,common_used_template
T584,1,2x3,6,2,"{""markers"": [[8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 2]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [1, 0, 8], [1, 1, 9], [1, 2, 8]], ""shape"": [2, 3]}",6,common_used_template
T585,1,2x2,4,2,"{""markers"": [[2, [[0, 0], [1, 0]]], [8, [[0, 0], [1, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 2], [1, 0, 8], [1, 1, 2]], ""shape"": [2, 2]}",4,distractor_or_rare
T586,1,2x3,6,2,"{""markers"": [[2, [[0, 0], [1, 0]]], [8, [[0, 0], [0, 2], [1, 0], [1, 2]]]], ""nz"": [[0, 0, 8], [0, 1, 2], [0, 2, 8], [1, 0, 8], [1, 1, 2], [1, 2, 8]], ""shape"": [2, 3]}",6,common_used_template
T587,1,7x3,21,2,"{""markers"": [[1, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 2], [5, 0], [5, 1], [5, 2], [6, 0], [6, 1], [6, 2]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [1, ",21,common_used_template
T588,1,7x3,21,2,"{""markers"": [[2, [[0, 2], [4, 0]]], [8, [[0, 0], [0, 1], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [6, 0], [6, 1], [6, 2]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 2], [1, ",21,common_used_template
T589,1,7x3,21,2,"{""markers"": [[2, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [6, 0], [6, 1], [6, 2]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [1, ",21,common_used_template
T590,1,2x7,14,2,"{""markers"": [[1, [[0, 0], [0, 3]]], [8, [[0, 1], [0, 2], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]]], ""nz"": [[0, 0, 1], [0, 1, 8], [0, 2, 8], [0, 3, 1], [0, 4, 8], [0, 5, 8], [0, 6, 8], [1, 0, 8], [1, 1",14,distractor_or_rare
T591,1,4x4,16,2,"{""markers"": [[6, [[0, 3], [1, 0], [3, 3]]], [8, [[0, 0], [0, 1], [0, 2], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 6], [1, 0, 6], [1, 1, 8], [1, 2, 8], ",16,common_used_template
T592,1,4x7,28,2,"{""markers"": [[6, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5],",28,common_used_template
T593,1,5x5,25,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4]]], [7, [[0, 0]]]], ""nz"": [[0, 0",25,common_used_template
T594,1,3x2,6,2,"{""markers"": [[1, [[0, 0], [2, 1]]], [3, [[0, 1], [1, 0], [1, 1], [2, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 1]], ""shape"": [3, 2]}",6,distractor_or_rare
T595,1,2x4,8,2,"{""markers"": [[4, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 8], [1, 0, 8], [1, 1, 4], [1, 2, 8], [1, 3, 8]], ""shape"": [2, 4]}",8,common_used_template
T596,1,4x4,16,2,"{""markers"": [[3, [[0, 0], [1, 0], [1, 2]]], [8, [[0, 0], [0, 2], [0, 3], [1, 0], [1, 2], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]]], ""nz"": [[0, 0, 8], [0, 1, 3], [0, 2, 8], [0, 3, 8], [1, 0, 8], [1, 1, 3], [1, 2, 8], ",16,common_used_template
