task_id,route,source,status,cost,local_points,file_bytes,node_count,initializer_count,initializer_params,op_counts,first_ops,compiler_lesson
163,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,24085,14.910655480935679,10179,68,22,1655,"{""Add"": 4, ""And"": 6, ""Cast"": 7, ""Div"": 2, ""Equal"": 2, ""Greater"": 4, ""Less"": 4, ""MatMul"": 2, ""Mul"": 7, ""Pad"": 1, ""ReduceSum"": 2, ""Reshape"": 14, ""Slice"": 2, ""Sub"": 9, ""Sum"": 1, ""Where"": 1}",Slice Cast Slice Cast Mul ReduceSum Mul ReduceSum,not low-cost exemplar
189,crop_or_resize,massimilianoghiotto_6254,baseline,24649,14.887508389303385,11016,110,55,269,"{""Cast"": 24, ""Greater"": 4, ""Mul"": 36, ""Pad"": 1, ""ReduceSum"": 4, ""Slice"": 24, ""Sub"": 4, ""Sum"": 9, ""Where"": 4}",Slice Cast Slice Cast ReduceSum ReduceSum Sum Greater,not low-cost exemplar
390,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,24692,14.885765416486214,5629,43,11,968,"{""Add"": 6, ""And"": 2, ""ArgMax"": 4, ""Cast"": 2, ""Concat"": 1, ""Gather"": 4, ""Greater"": 3, ""Less"": 2, ""Mul"": 2, ""ReduceMax"": 2, ""Reshape"": 3, ""Slice"": 2, ""Sub"": 5, ""Where"": 5}",Slice Cast Slice Cast ReduceMax ReduceMax Reshape Reshape,not low-cost exemplar
293,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,24771,14.882571106914462,9968,52,20,496,"{""And"": 11, ""Cast"": 13, ""Concat"": 1, ""Conv"": 1, ""Equal"": 11, ""Gather"": 2, ""Greater"": 1, ""Less"": 2, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 3, ""Slice"": 1, ""Sub"": 1, ""Sum"": 1, ""Where"": 1}",Slice ReduceSum Greater Cast ReduceMax ReduceMax ReduceSum ReduceSum,not low-cost exemplar
166,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,24789,14.881844714630706,1433,11,8,37,"{""Cast"": 1, ""Conv"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 3, ""Slice"": 1, ""Split"": 1, ""Sum"": 1}",Slice Cast Split ReduceMax ReduceMax ReduceMax Mul Mul,not low-cost exemplar
183,crop_or_resize,massimilianoghiotto_6254,baseline,24878,14.87826084223009,6411,55,9,38,"{""Add"": 2, ""Cast"": 12, ""Gather"": 12, ""Less"": 2, ""Mul"": 12, ""Pad"": 1, ""ReduceSum"": 6, ""Sub"": 3, ""Sum"": 1, ""Unsqueeze"": 2, ""Where"": 2}",Cast Gather Gather Gather Gather Gather Cast ReduceSum,not low-cost exemplar
333,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,24893,14.877658081568091,7039,55,19,53,"{""Cast"": 8, ""Concat"": 1, ""Conv"": 1, ""CumSum"": 8, ""Equal"": 8, ""Gather"": 9, ""Less"": 4, ""Mul"": 3, ""Pad"": 1, ""ReduceMax"": 2, ""Slice"": 1, ""Sub"": 3, ""Sum"": 2, ""Where"": 4}",Slice Conv Gather ReduceMax ReduceMax CumSum CumSum Gather,not low-cost exemplar
289,crop_or_resize,afr1ste_5689_artifact,baseline,24972,14.874489523818365,2484,24,17,80,"{""Cast"": 5, ""Div"": 2, ""Equal"": 2, ""Floor"": 2, ""Greater"": 1, ""Less"": 2, ""MatMul"": 2, ""Mul"": 1, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 2, ""Where"": 2}",Slice Cast ReduceSum Greater Where ReduceSum Div Floor,not low-cost exemplar
228,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,25086,14.86993479941538,5206,61,15,78,"{""Abs"": 1, ""Cast"": 3, ""Clip"": 1, ""Concat"": 1, ""Conv"": 9, ""Equal"": 1, ""Gather"": 12, ""Max"": 2, ""Mul"": 19, ""Pad"": 1, ""ReduceSum"": 3, ""Slice"": 2, ""Sub"": 4, ""Sum"": 2}",Slice Cast Slice Cast Conv ReduceSum Sub Abs,not low-cost exemplar
310,crop_or_resize,massimilianoghiotto_6254,baseline,25739,14.844237369643414,4301,42,17,166,"{""Add"": 7, ""And"": 1, ""ArgMax"": 5, ""Cast"": 5, ""Gather"": 2, ""Less"": 2, ""LessOrEqual"": 1, ""Mul"": 1, ""Neg"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 1, ""Reshape"": 7, ""Slice"": 1, ""Sub"": 2, ""Where"": 3}",Cast ReduceSum Slice Reshape LessOrEqual Where Add Neg,not low-cost exemplar
86,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,25857,14.83966336368449,4566,42,19,225,"{""And"": 2, ""Cast"": 7, ""Conv"": 6, ""ConvTranspose"": 6, ""Div"": 1, ""Greater"": 3, ""Less"": 3, ""Mul"": 1, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Squeeze"": 1, ""Sum"": 4, ""Where"": 4}",Slice Cast Conv ReduceSum Greater Cast Conv Greater,not low-cost exemplar
279,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,26330,14.821535747509644,10894,52,10,1186,"{""Cast"": 12, ""Concat"": 1, ""Greater"": 1, ""Less"": 1, ""MaxPool"": 15, ""Or"": 2, ""Pad"": 2, ""Slice"": 2, ""Where"": 16}",Slice Slice Cast Greater Less Cast Where MaxPool,not low-cost exemplar
55,same_shape_global_transform,afr1ste_5689_artifact,baseline,26370,14.820017720652668,15660,166,37,994,"{""Cast"": 6, ""Concat"": 3, ""Conv"": 2, ""Equal"": 10, ""Gather"": 62, ""Mul"": 11, ""Not"": 4, ""Sub"": 3, ""Sum"": 59, ""Where"": 6}",Gather Cast Gather Cast Conv Conv Equal Equal,not low-cost exemplar
156,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,26552,14.81313964660019,47528,375,73,1899,"{""And"": 32, ""Cast"": 27, ""Concat"": 1, ""Conv"": 25, ""ConvTranspose"": 25, ""GlobalMaxPool"": 24, ""Greater"": 65, ""Max"": 101, ""Not"": 17, ""Or"": 40, ""Pad"": 2, ""Slice"": 1, ""Tile"": 15}",Slice Cast Cast Pad Conv Greater Cast ConvTranspose,not low-cost exemplar
96,crop_or_resize,kojimar_5800_minimal_blend,baseline,26948,14.79833563791945,20402,23,12,16643,"{""ArgMax"": 1, ""Cast"": 4, ""Concat"": 1, ""Div"": 1, ""Equal"": 1, ""Floor"": 1, ""Gather"": 2, ""MatMul"": 1, ""Mul"": 1, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 1, ""Reshape"": 3, ""Sub"": 1, ""Unsqueeze"": 3}",ReduceSum MatMul Cast Unsqueeze Equal Reshape Cast ArgMax,not low-cost exemplar
270,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,27301,14.785321389461183,14311,96,23,1185,"{""Cast"": 6, ""Concat"": 1, ""MatMul"": 16, ""Mul"": 28, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceSum"": 12, ""Reshape"": 20, ""Slice"": 4, ""Sub"": 1, ""Sum"": 3}",Slice Slice Slice Slice Cast Cast ReduceMax ReduceMax,not low-cost exemplar
240,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,27847,14.765519480374964,66199,11,11,13735,"{""Cast"": 2, ""Conv"": 1, ""Equal"": 1, ""Mul"": 2, ""ReduceMax"": 2, ""Reshape"": 1, ""ScatterND"": 1, ""Slice"": 1}",Slice Conv Cast Mul ReduceMax Mul ReduceMax Equal,not low-cost exemplar
75,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,28487,14.742796878157792,6113,57,30,57,"{""Cast"": 11, ""Concat"": 2, ""Mul"": 9, ""Pad"": 9, ""ReduceSum"": 1, ""Relu"": 1, ""Slice"": 21, ""Sub"": 1, ""Sum"": 2}",Slice Cast Slice Cast Slice Cast Pad Slice,not low-cost exemplar
343,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,28656,14.736881875699506,7957,92,15,368,"{""And"": 6, ""Cast"": 16, ""Conv"": 2, ""Gather"": 15, ""Greater"": 8, ""Less"": 6, ""Mul"": 12, ""Not"": 2, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 6, ""Squeeze"": 1, ""Sub"": 6, ""Sum"": 1, ""Where"": 9}",Conv Greater Gather Gather Cast Conv Greater Gather,not low-cost exemplar
271,crop_or_resize,massimilianoghiotto_6254,baseline,28991,14.725259284025897,2976,22,10,63,"{""ArgMax"": 1, ""Conv"": 4, ""Div"": 1, ""Gather"": 6, ""Greater"": 1, ""Mul"": 1, ""Pad"": 1, ""Reshape"": 1, ""Squeeze"": 2, ""Sub"": 1, ""Sum"": 1, ""Where"": 2}",Conv Conv Conv Conv Greater Where Where Sum,not low-cost exemplar
245,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,29012,14.724535183516696,3414,37,15,96,"{""Add"": 4, ""ArgMax"": 1, ""Cast"": 5, ""Equal"": 3, ""Greater"": 1, ""Not"": 1, ""Pad"": 2, ""ReduceMin"": 4, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 2, ""Sub"": 4, ""Where"": 7}",ArgMax Cast ReduceSum Greater Equal Where Equal Not,not low-cost exemplar
178,crop_or_resize,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,29279,14.715374185513443,11058,126,30,517,"{""Cast"": 5, ""Conv"": 2, ""Gather"": 8, ""Greater"": 4, ""Less"": 12, ""MatMul"": 2, ""Mul"": 36, ""Pad"": 1, ""ReduceSum"": 12, ""Reshape"": 12, ""Slice"": 1, ""Sub"": 12, ""Sum"": 5, ""Where"": 14}",Slice Cast Conv Conv Gather Sub Mul Mul,not low-cost exemplar
57,crop_or_resize,massimilianoghiotto_6254,baseline,29304,14.71452069554135,1988,16,6,20,"{""Add"": 2, ""ArgMax"": 2, ""Cast"": 1, ""Gather"": 3, ""Pad"": 1, ""ReduceMax"": 3, ""Slice"": 1, ""Transpose"": 3}",Cast Slice ReduceMax ReduceMax ReduceMax ArgMax ArgMax Add,not low-cost exemplar
62,same_shape_global_transform,exp_b025_submit_safe_delta_union,union_delta,29409,14.710943971070165,19064,211,26,929,"{""Cast"": 23, ""Concat"": 2, ""MatMul"": 18, ""Mul"": 52, ""Pad"": 1, ""ReduceMax"": 38, ""Relu"": 2, ""Slice"": 46, ""Sub"": 1, ""Sum"": 20, ""Transpose"": 8}",Slice Slice Cast Slice Cast Slice Cast Concat,not low-cost exemplar
132,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,29458,14.709279200950512,3465,38,16,64,"{""And"": 1, ""Cast"": 3, ""Concat"": 1, ""Greater"": 1, ""Less"": 2, ""Mul"": 7, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceMin"": 2, ""ReduceSum"": 3, ""Slice"": 2, ""Sub"": 7, ""Sum"": 3, ""Where"": 1}",Slice Cast Slice Cast ReduceMax ReduceMax Mul ReduceMax,not low-cost exemplar
232,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,29497,14.707956157758622,2772,29,14,69,"{""Cast"": 2, ""Concat"": 1, ""Greater"": 1, ""Mul"": 9, ""Pad"": 1, ""ReduceSum"": 5, ""Slice"": 4, ""Sub"": 4, ""Sum"": 1, ""Where"": 1}",Slice Cast ReduceSum Slice Cast Sub ReduceSum Mul,not low-cost exemplar
49,crop_or_resize,massimilianoghiotto_6254,baseline,30489,14.674878758194124,4016,29,12,150,"{""Add"": 2, ""ArgMax"": 1, ""Cast"": 5, ""Gather"": 2, ""Greater"": 2, ""Less"": 2, ""Neg"": 1, ""ReduceMax"": 2, ""ReduceSum"": 3, ""Reshape"": 5, ""Slice"": 1, ""Where"": 3}",Cast ReduceSum Slice Greater Where Add Neg ArgMax,not low-cost exemplar
63,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,30732,14.666940264012474,4431,34,13,32,"{""Clip"": 3, ""Concat"": 1, ""Max"": 1, ""Mul"": 3, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceSum"": 3, ""Relu"": 4, ""Slice"": 5, ""Sub"": 5, ""Sum"": 4}",Slice ReduceSum ReduceMax ReduceMax Clip Clip Mul Slice,not low-cost exemplar
392,same_shape_global_transform,massimilianoghiotto_6254,baseline,30870,14.662459882503795,10294,51,35,2098,"{""ArgMax"": 1, ""Cast"": 4, ""Concat"": 5, ""Div"": 3, ""Flatten"": 1, ""Floor"": 2, ""Gather"": 1, ""Less"": 1, ""MatMul"": 1, ""Mod"": 1, ""Mul"": 10, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 11, ""Sub"": 4, ""Unsqueeze"": 2}",Slice Cast Slice Cast Sub Flatten MatMul Unsqueeze,not low-cost exemplar
44,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,31706,14.635738783596826,25565,14,11,10804,"{""ArgMax"": 1, ""Cast"": 2, ""Concat"": 1, ""Equal"": 1, ""Flatten"": 1, ""Gather"": 1, ""MatMul"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""Reshape"": 1, ""ScatterElements"": 1, ""Slice"": 1, ""Sub"": 1}",Slice Flatten MatMul Equal Cast ArgMax Gather Cast,not low-cost exemplar
244,crop_or_resize,massimilianoghiotto_6254,baseline,31782,14.633344629227418,8484,66,31,85,"{""And"": 2, ""Cast"": 15, ""Equal"": 9, ""Gather"": 23, ""Pad"": 2, ""ReduceMax"": 2, ""ReduceSum"": 3, ""Sum"": 2, ""Where"": 8}",Cast Gather Cast ReduceSum Cast Equal Equal Equal,not low-cost exemplar
288,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,31807,14.632558329669694,5923,54,15,41,"{""Cast"": 3, ""Concat"": 1, ""Conv"": 16, ""CumSum"": 1, ""Equal"": 2, ""Greater"": 2, ""Mul"": 5, ""Pad"": 3, ""ReduceMax"": 7, ""ReduceSum"": 1, ""Slice"": 4, ""Sub"": 4, ""Sum"": 2, ""Where"": 3}",Slice Cast Slice Cast ReduceMax ReduceMax Slice Pad,not low-cost exemplar
196,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,32242,14.618974770564057,3150,31,14,67,"{""Cast"": 1, ""Conv"": 8, ""Greater"": 7, ""Less"": 1, ""Mul"": 2, ""Or"": 1, ""Pad"": 1, ""Slice"": 1, ""Sub"": 1, ""Sum"": 1, ""Where"": 7}",Slice Cast Conv Conv Greater Less Or Where,not low-cost exemplar
368,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,32339,14.615970788806473,14571,186,32,75,"{""Abs"": 18, ""ArgMax"": 2, ""Cast"": 15, ""Concat"": 1, ""Less"": 18, ""Mul"": 36, ""Pad"": 3, ""ReduceMax"": 2, ""ReduceSum"": 21, ""Slice"": 11, ""Sub"": 28, ""Sum"": 11, ""Where"": 20}",Slice Cast Slice Cast Slice Cast Mul ReduceSum,not low-cost exemplar
46,crop_or_resize,massimilianoghiotto_6254,baseline,33426,14.58291068075113,8068,73,26,866,"{""Abs"": 6, ""Cast"": 3, ""Concat"": 1, ""Conv"": 1, ""Gather"": 2, ""Less"": 6, ""MatMul"": 4, ""MaxPool"": 1, ""Mul"": 9, ""Pad"": 7, ""ReduceMax"": 2, ""ReduceMin"": 1, ""ReduceSum"": 1, ""Slice"": 9, ""Sub"": 9, ""Sum"": 3, ""Transpose"": 2, ""Where"": 6}",Slice Cast Gather Cast Conv Gather Cast MaxPool,not low-cost exemplar
278,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,34383,14.55468246483519,2628,16,13,363,"{""Cast"": 2, ""Concat"": 1, ""Conv"": 1, ""Greater"": 1, ""MaxPool"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 1, ""Slice"": 2, ""Sub"": 3, ""Where"": 1}",Slice Cast Slice Cast Conv Greater Where MaxPool,not low-cost exemplar
22,crop_or_resize,massimilianoghiotto_6254,baseline,34821,14.542024067963268,6565,67,25,193,"{""Add"": 8, ""Cast"": 2, ""Concat"": 4, ""Conv"": 1, ""Mul"": 17, ""Pad"": 1, ""ReduceMax"": 16, ""Slice"": 10, ""Sub"": 8}",Slice Cast Mul Slice Conv Slice Mul ReduceMax,not low-cost exemplar
17,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,34889,14.540073127737525,10120,71,28,184,"{""And"": 5, ""ArgMax"": 1, ""Cast"": 6, ""Concat"": 1, ""Constant"": 5, ""Equal"": 11, ""Gather"": 10, ""Greater"": 1, ""Pad"": 1, ""ReduceMax"": 6, ""ReduceSum"": 5, ""Reshape"": 5, ""Slice"": 5, ""Sum"": 4, ""Where"": 5}",ArgMax Cast Slice Greater Slice Reshape ReduceMax Gather,not low-cost exemplar
65,crop_or_resize,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,35095,14.534186050835478,3206,37,12,63,"{""Add"": 3, ""And"": 1, ""Cast"": 5, ""Div"": 1, ""Gather"": 2, ""Greater"": 4, ""Less"": 2, ""Mul"": 4, ""Pad"": 2, ""ReduceMax"": 1, ""ReduceSum"": 6, ""Slice"": 1, ""Squeeze"": 1, ""Sub"": 1, ""Where"": 3}",Slice Cast ReduceSum ReduceMax Squeeze Greater Cast ReduceSum,not low-cost exemplar
400,crop_or_resize,massimilianoghiotto_6254,baseline,35153,14.532534757896764,3276,25,6,39,"{""Add"": 2, ""ArgMax"": 2, ""Cast"": 5, ""Gather"": 6, ""Greater"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 2, ""Where"": 1}",Cast Slice Cast ReduceMax Reshape ArgMax ReduceMax Reshape,not low-cost exemplar
351,crop_or_resize,massimilianoghiotto_6254,baseline,35154,14.532506311227156,3316,25,7,40,"{""Add"": 2, ""ArgMax"": 2, ""Cast"": 5, ""Gather"": 6, ""Greater"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 2, ""Where"": 1}",Cast Slice Cast ReduceMax Reshape ArgMax ReduceMax Reshape,not low-cost exemplar
76,sparse_edit_or_object_completion,needless090_4250_output,baseline,36184,14.503627688842322,22903,22,16,5030,"{""ArgMax"": 1, ""Cast"": 2, ""Concat"": 1, ""Flatten"": 2, ""Gather"": 1, ""Less"": 1, ""MatMul"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Reshape"": 1, ""ScatterElements"": 1, ""Slice"": 3, ""Sub"": 2, ""Unsqueeze"": 1}",Slice Flatten Slice Flatten MatMul Unsqueeze Sub Mul,not low-cost exemplar
27,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,36791,14.486991470971319,16875,25,13,7218,"{""Cast"": 3, ""Concat"": 1, ""Greater"": 1, ""Mul"": 4, ""Pad"": 2, ""ReduceSum"": 2, ""Slice"": 6, ""Sub"": 4, ""Sum"": 1, ""Where"": 1}",Slice Cast Slice Slice Cast Pad Slice Slice,not low-cost exemplar
252,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,38062,14.453028311923028,4108,38,19,262,"{""Cast"": 11, ""Concat"": 1, ""Mul"": 10, ""Pad"": 1, ""ReduceSum"": 1, ""Slice"": 11, ""Sub"": 2, ""Sum"": 1}",Slice Cast ReduceSum Slice Cast Slice Cast Slice,not low-cost exemplar
215,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,38094,14.452187931601495,1952,21,7,112,"{""Cast"": 4, ""Conv"": 1, ""Equal"": 1, ""Greater"": 1, ""Mul"": 7, ""ReduceMax"": 5, ""Sum"": 1, ""Where"": 1}",ReduceMax Cast Conv Cast Greater Cast ReduceMax Mul,not low-cost exemplar
231,crop_or_resize,afr1ste_5689_artifact,baseline,38342,14.445698819920006,3983,50,12,101,"{""Abs"": 4, ""Add"": 1, ""And"": 2, ""Cast"": 10, ""Conv"": 1, ""Gather"": 9, ""Less"": 5, ""Mul"": 2, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceSum"": 1, ""Sub"": 5, ""Sum"": 1, ""Where"": 3}",Gather Cast Conv Cast ReduceSum Add Less Gather,not low-cost exemplar
184,crop_or_resize,massimilianoghiotto_6254,baseline,38855,14.432407952356657,44106,71,20,9975,"{""And"": 11, ""ArgMax"": 1, ""Cast"": 6, ""Concat"": 5, ""Equal"": 6, ""Greater"": 6, ""MatMul"": 2, ""Not"": 2, ""Pad"": 2, ""ReduceMax"": 11, ""Reshape"": 4, ""ScatterND"": 1, ""Slice"": 2, ""Sub"": 2, ""Unsqueeze"": 1, ""Where"": 9}",ArgMax Cast Greater Cast ReduceMax ReduceMax Slice Pad,not low-cost exemplar
378,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,39008,14.428477967719003,7568,96,16,76,"{""And"": 22, ""Cast"": 3, ""Equal"": 5, ""Greater"": 7, ""GreaterOrEqual"": 2, ""LessOrEqual"": 2, ""Mul"": 5, ""Not"": 1, ""Or"": 3, ""Pad"": 1, ""ReduceMax"": 9, ""ReduceMin"": 6, ""ReduceSum"": 1, ""Slice"": 1, ""Sub"": 7, ""Sum"": 7, ""Where"": 14}",Slice Cast ReduceMax Greater Mul Greater ReduceSum Greater,not low-cost exemplar
14,crop_or_resize,massimilianoghiotto_6254,baseline,39049,14.427427453254685,6239,42,17,650,"{""Add"": 7, ""And"": 1, ""ArgMax"": 5, ""Cast"": 5, ""Gather"": 2, ""Less"": 2, ""LessOrEqual"": 1, ""Mul"": 1, ""Neg"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 1, ""Reshape"": 7, ""Slice"": 1, ""Sub"": 2, ""Where"": 3}",Cast ReduceSum Slice Reshape LessOrEqual Where Add Neg,not low-cost exemplar
265,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,39162,14.424537832136728,3046,32,11,129,"{""And"": 1, ""Cast"": 6, ""Concat"": 2, ""Conv"": 3, ""ConvTranspose"": 1, ""Gather"": 4, ""Greater"": 1, ""Less"": 3, ""Mul"": 4, ""Not"": 1, ""Or"": 1, ""Pad"": 1, ""Sub"": 4}",Cast Gather Gather Gather Gather Cast Conv Sub,not low-cost exemplar
80,same_shape_global_transform,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,42055,14.353266435603462,11714,123,35,217,"{""And"": 24, ""Cast"": 5, ""Conv"": 7, ""ConvTranspose"": 3, ""Equal"": 10, ""Greater"": 12, ""Max"": 1, ""MaxPool"": 3, ""Pad"": 12, ""ReduceMax"": 12, ""ReduceMin"": 3, ""Slice"": 16, ""Where"": 15}",Conv Cast Slice Greater Where Where ReduceMin ReduceMax,not low-cost exemplar
359,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,42313,14.347150353576192,1351,15,4,13,"{""ArgMax"": 2, ""Cast"": 3, ""Equal"": 2, ""Greater"": 1, ""Mul"": 1, ""ReduceMax"": 2, ""ReduceSum"": 3, ""Where"": 1}",Cast ReduceSum ReduceSum ReduceSum ArgMax ArgMax ReduceMax ReduceMax,not low-cost exemplar
325,crop_or_resize,massimilianoghiotto_6254,baseline,43022,14.330533108254256,5624,39,22,1902,"{""Add"": 2, ""And"": 6, ""Cast"": 5, ""Concat"": 1, ""Conv"": 2, ""Div"": 1, ""Equal"": 7, ""Less"": 2, ""Mul"": 1, ""Not"": 1, ""Or"": 1, ""ReduceSum"": 4, ""Slice"": 5, ""Sub"": 1}",Slice Cast Conv Slice Slice Slice Equal Cast,not low-cost exemplar
131,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,44550,14.295632567101045,10020,103,17,951,"{""ArgMax"": 6, ""Cast"": 13, ""Concat"": 1, ""Gather"": 4, ""Greater"": 5, ""Less"": 6, ""Min"": 1, ""Mul"": 2, ""Not"": 4, ""Or"": 4, ""ReduceMax"": 4, ""ReduceSum"": 2, ""Relu"": 1, ""Reshape"": 4, ""Slice"": 5, ""Sub"": 16, ""Sum"": 5, ""Where"": 20}",Slice Cast Slice Cast ReduceSum ReduceSum ReduceMax ReduceMax,not low-cost exemplar
338,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,45016,14.285226738886886,9604,37,9,1816,"{""And"": 1, ""Cast"": 2, ""Concat"": 1, ""Greater"": 2, ""MaxPool"": 12, ""Not"": 1, ""Or"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Sub"": 1, ""Where"": 14}",ReduceSum Slice Greater Greater Where Where MaxPool Where,not low-cost exemplar
224,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,45458,14.275455898281896,5184,55,17,182,"{""Cast"": 8, ""Conv"": 9, ""Greater"": 10, ""Mul"": 5, ""Not"": 4, ""Pad"": 1, ""ReduceMax"": 3, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 1, ""Sum"": 4, ""Where"": 7}",Slice Cast Conv ReduceMax ReduceMax Conv Greater Conv,not low-cost exemplar
154,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,45574,14.27290734254795,9074,44,14,990,"{""Add"": 2, ""Cast"": 2, ""Concat"": 1, ""Conv"": 1, ""Greater"": 2, ""Less"": 2, ""MatMul"": 2, ""Mul"": 8, ""OneHot"": 2, ""ReduceMax"": 4, ""ReduceMin"": 2, ""Slice"": 2, ""Squeeze"": 2, ""Sub"": 8, ""Where"": 4}",Slice Slice ReduceMax ReduceMax Squeeze Squeeze Cast Cast,not low-cost exemplar
335,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,46249,14.258204878914801,4572,36,11,93,"{""And"": 4, ""Cast"": 5, ""Concat"": 1, ""Equal"": 2, ""GreaterOrEqual"": 2, ""LessOrEqual"": 2, ""Max"": 2, ""Min"": 2, ""Mul"": 5, ""Or"": 1, ""ReduceSum"": 4, ""ScatterND"": 1, ""Slice"": 3, ""Squeeze"": 1, ""Sub"": 1}",Slice Slice Slice Cast Cast Cast Mul ReduceSum,not low-cost exemplar
92,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,46289,14.25734036914603,2507,30,11,29,"{""And"": 2, ""Cast"": 4, ""CumSum"": 2, ""Einsum"": 1, ""Equal"": 9, ""Not"": 2, ""ReduceMax"": 2, ""ReduceSum"": 3, ""Where"": 5}",Einsum ReduceSum Equal Where ReduceMax Equal Not Equal,not low-cost exemplar
182,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,47619,14.22901287975965,15440,168,40,1039,"{""And"": 45, ""Cast"": 14, ""Clip"": 1, ""Concat"": 2, ""Conv"": 2, ""ConvTranspose"": 2, ""Equal"": 60, ""Greater"": 6, ""Not"": 1, ""Or"": 12, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceSum"": 6, ""Slice"": 11, ""Where"": 1}",Greater Slice Slice Slice Slice Slice Slice Slice,not low-cost exemplar
219,sparse_edit_or_object_completion,kojimar_5800_minimal_blend,baseline,47688,14.227564927100238,60615,19,17,28282,"{""Cast"": 3, ""Concat"": 1, ""Gather"": 3, ""Greater"": 1, ""Less"": 1, ""MatMul"": 3, ""Mul"": 1, ""Pad"": 1, ""Reshape"": 2, ""Slice"": 1, ""Sub"": 2}",Gather Gather Slice Reshape Gather Cast MatMul Sub,not low-cost exemplar
253,crop_or_resize,massimilianoghiotto_6254,baseline,48269,14.215455188361384,4035,17,13,439,"{""Cast"": 2, ""Conv"": 1, ""Gather"": 6, ""Greater"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""Sum"": 1, ""Where"": 4}",Cast Gather Gather Cast Conv ReduceMax Greater Gather,not low-cost exemplar
