idx,target,stats,rules_hit
10,6,"[{'color': 1, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 2, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 3, 'count': 15, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 4, 'count': 46, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 26, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 6, 'count': 49, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 7, 'count': 35, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 8, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 9, 'count': 8, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}]","['count_max_low', 'count_max_high', 'largest_component_max_high', 'count_rank0', 'area_rank3']"
11,3,"[{'color': 1, 'count': 16, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 2, 'count': 22, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 3, 'count': 58, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 4, 'count': 46, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 5, 'count': 22, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 6, 'count': 35, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 12}, {'color': 7, 'count': 12, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 8, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 9, 'count': 16, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'r0': 4, 'c0': 4, 'r1': 11, 'c1': 11, 'largest_component': 2}]","['count_max_low', 'count_max_high', 'count_rank0', 'area_rank1']"
12,2,"[{'color': 1, 'count': 23, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 2}, {'color': 2, 'count': 42, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 3, 'count': 23, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}, {'color': 4, 'count': 27, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 5, 'count': 8, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'r0': 6, 'c0': 6, 'r1': 9, 'c1': 9, 'largest_component': 2}, {'color': 6, 'count': 31, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 7, 'count': 51, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 8, 'count': 19, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 9, 'count': 23, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}]","['bbox_h_max_low', 'bbox_w_max_low', 'bbox_area_max_low', 'r0_min_low', 'c0_min_low', 'r1_max_low', 'c1_max_low', 'largest_component_max_low', 'count_rank1', 'area_rank0']"
13,4,"[{'color': 1, 'count': 74, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 6}, {'color': 2, 'count': 7, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 3, 'count': 24, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 4}, {'color': 4, 'count': 37, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 30, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}, {'color': 6, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 7, 'count': 8, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 8, 'count': 32, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 19, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}]","['count_rank1', 'area_rank1']"
14,6,"[{'color': 1, 'count': 32, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 2, 'count': 38, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 15, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 2}, {'color': 4, 'count': 23, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 5, 'count': 40, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 20}, {'color': 6, 'count': 45, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 7, 'count': 15, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 8, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 9, 'count': 19, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}]","['count_max_low', 'count_max_high', 'count_rank0', 'area_rank4']"
15,2,"[{'color': 1, 'count': 40, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 2, 'count': 37, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 42, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 3}, {'color': 4, 'count': 19, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 8, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 6, 'count': 8, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'r0': 6, 'c0': 6, 'r1': 9, 'c1': 9, 'largest_component': 2}, {'color': 7, 'count': 58, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 8, 'count': 7, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 9, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}]","['count_rank3', 'area_rank1']"
16,5,"[{'color': 1, 'count': 12, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 2, 'count': 23, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 3, 'count': 39, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 4, 'count': 14, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'r0': 4, 'c0': 4, 'r1': 11, 'c1': 11, 'largest_component': 2}, {'color': 5, 'count': 46, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 6, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 7, 'count': 34, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 8, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 31, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}]","['count_max_low', 'count_max_high', 'count_rank0', 'area_rank3']"
17,1,"[{'color': 1, 'count': 26, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 2, 'count': 47, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 3, 'count': 11, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 4, 'count': 4, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 1}, {'color': 5, 'count': 12, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 6, 'count': 62, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 7, 'count': 15, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 1}, {'color': 8, 'count': 38, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 3}, {'color': 9, 'count': 32, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}]","['bbox_h_max_low', 'bbox_w_max_low', 'bbox_area_max_low', 'r0_min_low', 'c0_min_low', 'r1_max_low', 'c1_max_low', 'largest_component_min_low', 'count_rank4', 'area_rank0']"
18,4,"[{'color': 1, 'count': 38, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 2, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 16, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}, {'color': 4, 'count': 25, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 40, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 6, 'count': 19, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 3}, {'color': 7, 'count': 53, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 6}, {'color': 8, 'count': 12, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 1}, {'color': 9, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}]","['count_rank4', 'area_rank2']"
19,1,"[{'color': 1, 'count': 43, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 31}, {'color': 2, 'count': 28, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 3, 'count': 46, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 4, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 6, 'count': 34, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 7, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 8, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 9, 'count': 12, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}]","['bbox_h_min_low', 'bbox_h_min_high', 'bbox_w_min_low', 'bbox_w_min_high', 'bbox_area_min_low', 'bbox_area_min_high', 'r0_max_low', 'r0_max_high', 'c0_max_low', 'c0_max_high', 'r1_min_low', 'r1_min_high', 'c1_min_low', 'c1_min_high', 'largest_component_max_low', 'largest_component_max_high', 'count_rank1']"
20,5,"[{'color': 1, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 7, 'c0': 7, 'r1': 8, 'c1': 8, 'largest_component': 4}, {'color': 2, 'count': 15, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 3, 'count': 31, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 4, 'count': 48, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 6}, {'color': 5, 'count': 56, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 6, 'count': 28, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 4}, {'color': 7, 'count': 19, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 1}, {'color': 8, 'count': 11, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 9, 'count': 35, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 5}]","['count_max_low', 'count_max_high', 'count_rank0', 'area_rank2']"
21,9,"[{'color': 1, 'count': 23, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 2, 'count': 30, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 3, 'count': 15, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}, {'color': 4, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 50, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 6}, {'color': 6, 'count': 15, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}, {'color': 7, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 8, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 42, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}]","['bbox_h_max_high', 'bbox_w_max_high', 'bbox_area_max_high', 'r0_min_high', 'c0_min_high', 'r1_max_high', 'c1_max_high', 'count_rank1']"
22,9,"[{'color': 1, 'count': 11, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 2, 'count': 27, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 16, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 4, 'count': 11, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 5, 'count': 48, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 6, 'count': 34, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 7, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 8, 'count': 26, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 9, 'count': 50, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}]","['count_max_low', 'count_max_high', 'bbox_h_max_high', 'bbox_w_max_high', 'bbox_area_max_high', 'r0_min_high', 'c0_min_high', 'r1_max_high', 'c1_max_high', 'count_rank0']"
23,4,"[{'color': 1, 'count': 30, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 2, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 4, 'count': 22, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 39, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 6, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 7, 'count': 23, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 8, 'count': 46, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 39, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 12}]",['area_rank2']
24,8,"[{'color': 1, 'count': 12, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 2, 'count': 15, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 3, 'count': 12, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}, {'color': 4, 'count': 62, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 32, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 6, 'count': 32, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 7, 'count': 38, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 8, 'count': 18, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 9, 'count': 26, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 3}]",[]
25,1,"[{'color': 1, 'count': 41, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 2, 'count': 39, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 4, 'count': 31, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 5, 'count': 20, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 6, 'count': 23, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 7, 'count': 19, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 8, 'count': 24, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}, {'color': 9, 'count': 34, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}]","['count_max_low', 'count_max_high', 'bbox_h_max_low', 'bbox_w_max_low', 'bbox_area_max_low', 'r0_min_low', 'c0_min_low', 'r1_max_low', 'c1_max_low', 'largest_component_max_low', 'count_rank0', 'area_rank0']"
