idx,template,color,features
216,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 7, 'bbox_area': 35, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
217,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
218,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
219,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 6, 'bbox_area': 24, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
220,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 6, 'bbox_area': 48, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
221,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 5, 'bbox_area': 45, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
222,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 6, 'bbox_area': 48, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
223,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
224,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 7, 'bbox_area': 42, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
225,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 5, 'bbox_area': 35, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
226,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 8, 'bbox_area': 72, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
227,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 8, 'bbox_area': 56, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
228,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 8, 'bbox_area': 80, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
229,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 7, 'bbox_area': 49, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
230,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 7, 'bbox_area': 70, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
231,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 5, 'bbox_area': 35, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
232,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 7, 'bbox_area': 56, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
233,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
234,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 4, 'bbox_area': 32, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
235,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
236,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 6, 'bbox_area': 60, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
237,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 7, 'bbox_area': 63, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
238,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 6, 'bbox_area': 60, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
239,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 7, 'bbox_area': 35, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
240,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 7, 'bbox_area': 42, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
241,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
242,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 7, 'bbox_area': 28, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
243,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 4, 'bbox_area': 36, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
244,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 11, 'bbox_w': 6, 'bbox_area': 66, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
245,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
246,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 8, 'bbox_area': 72, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
247,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
248,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 5, 'bbox_area': 50, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
249,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 8, 'bbox_area': 56, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
250,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 6, 'bbox_area': 24, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
251,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
252,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 12, 'bbox_w': 5, 'bbox_area': 60, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
253,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
254,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
255,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
256,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 7, 'bbox_area': 63, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
257,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 5, 'bbox_area': 45, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
258,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 5, 'bbox_area': 40, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
259,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
260,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 7, 'bbox_area': 49, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
261,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 7, 'bbox_area': 70, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
262,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 8, 'bbox_area': 32, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
263,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
264,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 7, 'bbox_area': 49, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
265,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
266,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 8, 'bbox_area': 48, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
267,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
268,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
