idx,split,r,c,in_color,out_color,is_zero,dr,dc,h,w,row_from_bottom,col_from_right,row_parity,col_parity,rank,u,d,l,rr,ud_pair,lr_pair,nbr4
206,arc-gen,8,3,2,1,0,3,1,8,8,4,6,1,1,1,2,2,2,2,2:2,2:2,2:2:2:2
206,arc-gen,8,4,2,0,1,3,2,8,8,4,5,1,0,1,2,2,2,2,2:2,2:2,2:2:2:2
206,arc-gen,8,5,2,0,1,3,3,8,8,4,4,1,1,1,2,2,2,0,2:2,2:0,2:2:2:0
206,arc-gen,9,2,2,1,0,4,0,8,8,3,7,0,0,1,2,2,0,2,2:2,0:2,2:2:0:2
206,arc-gen,9,3,2,1,0,4,1,8,8,3,6,0,1,1,2,2,2,2,2:2,2:2,2:2:2:2
206,arc-gen,9,4,2,1,0,4,2,8,8,3,5,0,0,1,2,2,2,2,2:2,2:2,2:2:2:2
206,arc-gen,9,5,2,0,1,4,3,8,8,3,4,0,1,1,2,2,2,0,2:2,2:0,2:2:2:0
206,arc-gen,10,2,2,1,0,5,0,8,8,2,7,1,0,1,2,1,0,2,2:1,0:2,2:1:0:2
206,arc-gen,10,3,2,1,0,5,1,8,8,2,6,1,1,1,2,1,2,2,2:1,2:2,2:1:2:2
206,arc-gen,10,4,2,1,0,5,2,8,8,2,5,1,0,1,2,1,2,2,2:1,2:2,2:1:2:2
206,arc-gen,10,5,2,0,1,5,3,8,8,2,4,1,1,1,2,0,2,0,2:0,2:0,2:0:2:0
207,arc-gen,3,6,3,1,0,1,4,4,8,2,3,1,0,1,1,3,1,3,1:3,1:3,1:3:1:3
207,arc-gen,3,7,3,0,1,1,5,4,8,2,2,1,1,1,1,3,3,3,1:3,3:3,1:3:3:3
207,arc-gen,3,8,3,1,0,1,6,4,8,2,1,1,0,1,1,3,3,3,1:3,3:3,1:3:3:3
207,arc-gen,3,9,3,1,0,1,7,4,8,2,0,1,1,1,1,3,3,0,1:3,3:0,1:3:3:0
207,arc-gen,4,6,3,0,1,2,4,4,8,1,3,0,0,1,3,3,0,3,3:3,0:3,3:3:0:3
207,arc-gen,4,7,3,1,0,2,5,4,8,1,2,0,1,1,3,3,3,3,3:3,3:3,3:3:3:3
207,arc-gen,4,8,3,1,0,2,6,4,8,1,1,0,0,1,3,3,3,3,3:3,3:3,3:3:3:3
207,arc-gen,4,9,3,1,0,2,7,4,8,1,0,0,1,1,3,3,3,0,3:3,3:0,3:3:3:0
207,arc-gen,5,6,3,0,1,3,4,4,8,0,3,1,0,1,3,0,0,3,3:0,0:3,3:0:0:3
207,arc-gen,5,7,3,0,1,3,5,4,8,0,2,1,1,1,3,0,3,3,3:0,3:3,3:0:3:3
207,arc-gen,5,8,3,0,1,3,6,4,8,0,1,1,0,1,3,0,3,3,3:0,3:3,3:0:3:3
207,arc-gen,5,9,3,0,1,3,7,4,8,0,0,1,1,1,3,0,3,0,3:0,3:0,3:0:3:0
208,arc-gen,5,3,6,0,1,2,0,6,9,3,8,0,0,1,0,6,0,6,0:6,0:6,0:6:0:6
208,arc-gen,5,4,6,0,1,2,1,6,9,3,7,0,1,1,0,6,6,6,0:6,6:6,0:6:6:6
208,arc-gen,5,5,6,2,0,2,2,6,9,3,6,0,0,1,2,6,6,6,2:6,6:6,2:6:6:6
208,arc-gen,5,6,6,0,1,2,3,6,9,3,5,0,1,1,2,6,6,2,2:6,6:2,2:6:6:2
208,arc-gen,6,3,6,0,1,3,0,6,9,2,8,1,0,1,6,6,0,6,6:6,0:6,6:6:0:6
208,arc-gen,6,4,6,0,1,3,1,6,9,2,7,1,1,1,6,6,6,6,6:6,6:6,6:6:6:6
208,arc-gen,6,5,6,0,1,3,2,6,9,2,6,1,0,1,6,6,6,6,6:6,6:6,6:6:6:6
208,arc-gen,6,6,6,2,0,3,3,6,9,2,5,1,1,1,6,6,6,2,6:6,6:2,6:6:6:2
208,arc-gen,7,3,6,0,1,4,0,6,9,1,8,0,0,1,6,6,0,6,6:6,0:6,6:6:0:6
208,arc-gen,7,4,6,0,1,4,1,6,9,1,7,0,1,1,6,6,6,6,6:6,6:6,6:6:6:6
208,arc-gen,7,5,6,0,1,4,2,6,9,1,6,0,0,1,6,6,6,6,6:6,6:6,6:6:6:6
208,arc-gen,7,6,6,2,0,4,3,6,9,1,5,0,1,1,6,6,6,2,6:6,6:2,6:6:6:2
208,arc-gen,8,3,6,0,1,5,0,6,9,0,8,1,0,1,6,0,0,6,6:0,0:6,6:0:0:6
208,arc-gen,8,4,6,0,1,5,1,6,9,0,7,1,1,1,6,0,6,6,6:0,6:6,6:0:6:6
208,arc-gen,8,5,6,0,1,5,2,6,9,0,6,1,0,1,6,0,6,6,6:0,6:6,6:0:6:6
208,arc-gen,8,6,6,0,1,5,3,6,9,0,5,1,1,1,6,0,6,2,6:0,6:2,6:0:6:2
209,arc-gen,6,1,6,0,1,2,0,5,8,2,7,0,0,1,0,6,0,6,0:6,0:6,0:6:0:6
209,arc-gen,6,2,6,8,0,2,1,5,8,2,6,0,1,1,8,6,6,6,8:6,6:6,8:6:6:6
209,arc-gen,6,3,6,8,0,2,2,5,8,2,5,0,0,1,8,6,6,6,8:6,6:6,8:6:6:6
209,arc-gen,6,4,6,8,0,2,3,5,8,2,4,0,1,1,8,6,6,8,8:6,6:8,8:6:6:8
209,arc-gen,7,1,6,0,1,3,0,5,8,1,7,1,0,1,6,6,0,6,6:6,0:6,6:6:0:6
209,arc-gen,7,2,6,0,1,3,1,5,8,1,6,1,1,1,6,6,6,6,6:6,6:6,6:6:6:6
209,arc-gen,7,3,6,0,1,3,2,5,8,1,5,1,0,1,6,6,6,6,6:6,6:6,6:6:6:6
209,arc-gen,7,4,6,0,1,3,3,5,8,1,4,1,1,1,6,6,6,8,6:6,6:8,6:6:6:8
209,arc-gen,8,1,6,0,1,4,0,5,8,0,7,0,0,1,6,0,0,6,6:0,0:6,6:0:0:6
209,arc-gen,8,2,6,0,1,4,1,5,8,0,6,0,1,1,6,0,6,6,6:0,6:6,6:0:6:6
209,arc-gen,8,3,6,0,1,4,2,5,8,0,5,0,0,1,6,0,6,6,6:0,6:6,6:0:6:6
209,arc-gen,8,4,6,0,1,4,3,5,8,0,4,0,1,1,6,0,6,0,6:0,6:0,6:0:6:0
210,arc-gen,4,2,8,0,1,2,0,6,7,3,6,0,0,0,0,8,0,8,0:8,0:8,0:8:0:8
210,arc-gen,4,3,8,6,0,2,1,6,7,3,5,0,1,0,0,8,8,8,0:8,8:8,0:8:8:8
210,arc-gen,4,4,8,6,0,2,2,6,7,3,4,0,0,0,0,8,8,8,0:8,8:8,0:8:8:8
210,arc-gen,4,5,8,6,0,2,3,6,7,3,3,0,1,0,6,8,8,6,6:8,8:6,6:8:8:6
210,arc-gen,5,2,8,0,1,3,0,6,7,2,6,1,0,0,8,8,0,8,8:8,0:8,8:8:0:8
210,arc-gen,5,3,8,0,1,3,1,6,7,2,5,1,1,0,8,8,8,8,8:8,8:8,8:8:8:8
210,arc-gen,5,4,8,6,0,3,2,6,7,2,4,1,0,0,8,8,8,8,8:8,8:8,8:8:8:8
210,arc-gen,5,5,8,6,0,3,3,6,7,2,3,1,1,0,8,8,8,6,8:8,8:6,8:8:8:6
210,arc-gen,6,2,8,0,1,4,0,6,7,1,6,0,0,0,8,8,0,8,8:8,0:8,8:8:0:8
210,arc-gen,6,3,8,0,1,4,1,6,7,1,5,0,1,0,8,8,8,8,8:8,8:8,8:8:8:8
210,arc-gen,6,4,8,0,1,4,2,6,7,1,4,0,0,0,8,8,8,8,8:8,8:8,8:8:8:8
210,arc-gen,6,5,8,0,1,4,3,6,7,1,3,0,1,0,8,8,8,0,8:8,8:0,8:8:8:0
210,arc-gen,7,2,8,0,1,5,0,6,7,0,6,1,0,0,8,0,0,8,8:0,0:8,8:0:0:8
210,arc-gen,7,3,8,0,1,5,1,6,7,0,5,1,1,0,8,0,8,8,8:0,8:8,8:0:8:8
210,arc-gen,7,4,8,0,1,5,2,6,7,0,4,1,0,0,8,0,8,8,8:0,8:8,8:0:8:8
210,arc-gen,7,5,8,0,1,5,3,6,7,0,3,1,1,0,8,0,8,0,8:0,8:0,8:0:8:0
211,arc-gen,7,9,9,6,0,2,5,5,9,2,3,0,1,1,6,9,6,9,6:9,6:9,6:9:6:9
211,arc-gen,7,10,9,0,1,2,6,5,9,2,2,0,0,1,6,9,9,9,6:9,9:9,6:9:9:9
211,arc-gen,7,11,9,0,1,2,7,5,9,2,1,0,1,1,0,9,9,9,0:9,9:9,0:9:9:9
211,arc-gen,7,12,9,0,1,2,8,5,9,2,0,0,0,1,0,9,9,0,0:9,9:0,0:9:9:0
211,arc-gen,8,9,9,6,0,3,5,5,9,1,3,1,1,1,9,9,6,9,9:9,6:9,9:9:6:9
211,arc-gen,8,10,9,0,1,3,6,5,9,1,2,1,0,1,9,9,9,9,9:9,9:9,9:9:9:9
211,arc-gen,8,11,9,0,1,3,7,5,9,1,1,1,1,1,9,9,9,9,9:9,9:9,9:9:9:9
211,arc-gen,8,12,9,0,1,3,8,5,9,1,0,1,0,1,9,9,9,0,9:9,9:0,9:9:9:0
211,arc-gen,9,9,9,6,0,4,5,5,9,0,3,0,1,1,9,0,0,9,9:0,0:9,9:0:0:9
211,arc-gen,9,10,9,0,1,4,6,5,9,0,2,0,0,1,9,0,9,9,9:0,9:9,9:0:9:9
211,arc-gen,9,11,9,0,1,4,7,5,9,0,1,0,1,1,9,0,9,9,9:0,9:9,9:0:9:9
211,arc-gen,9,12,9,0,1,4,8,5,9,0,0,0,0,1,9,0,9,0,9:0,9:0,9:0:9:0
212,arc-gen,6,8,2,9,0,1,4,7,8,5,3,1,0,1,9,2,9,2,9:2,9:2,9:2:9:2
212,arc-gen,6,9,2,9,0,1,5,7,8,5,2,1,1,1,0,2,2,2,0:2,2:2,0:2:2:2
212,arc-gen,6,10,2,9,0,1,6,7,8,5,1,1,0,1,0,2,2,2,0:2,2:2,0:2:2:2
212,arc-gen,6,11,2,0,1,1,7,7,8,5,0,1,1,1,0,2,2,0,0:2,2:0,0:2:2:0
212,arc-gen,7,8,2,9,0,2,4,7,8,4,3,0,0,1,2,2,9,2,2:2,9:2,2:2:9:2
212,arc-gen,7,9,2,9,0,2,5,7,8,4,2,0,1,1,2,2,2,2,2:2,2:2,2:2:2:2
212,arc-gen,7,10,2,9,0,2,6,7,8,4,1,0,0,1,2,2,2,2,2:2,2:2,2:2:2:2
212,arc-gen,7,11,2,0,1,2,7,7,8,4,0,0,1,1,2,2,2,0,2:2,2:0,2:2:2:0
212,arc-gen,8,8,2,0,1,3,4,7,8,3,3,1,0,1,2,2,0,2,2:2,0:2,2:2:0:2
212,arc-gen,8,9,2,9,0,3,5,7,8,3,2,1,1,1,2,2,2,2,2:2,2:2,2:2:2:2
212,arc-gen,8,10,2,9,0,3,6,7,8,3,1,1,0,1,2,2,2,2,2:2,2:2,2:2:2:2
212,arc-gen,8,11,2,0,1,3,7,7,8,3,0,1,1,1,2,2,2,0,2:2,2:0,2:2:2:0
212,arc-gen,9,8,2,0,1,4,4,7,8,2,3,0,0,1,2,0,0,2,2:0,0:2,2:0:0:2
212,arc-gen,9,9,2,0,1,4,5,7,8,2,2,0,1,1,2,9,2,2,2:9,2:2,2:9:2:2
212,arc-gen,9,10,2,9,0,4,6,7,8,2,1,0,0,1,2,9,2,2,2:9,2:2,2:9:2:2
212,arc-gen,9,11,2,0,1,4,7,7,8,2,0,0,1,1,2,0,2,0,2:0,2:0,2:0:2:0
213,arc-gen,4,10,9,6,0,2,4,6,8,3,3,0,0,1,6,9,6,9,6:9,6:9,6:9:6:9
213,arc-gen,4,11,9,6,0,2,5,6,8,3,2,0,1,1,6,9,9,9,6:9,9:9,6:9:9:9
213,arc-gen,4,12,9,6,0,2,6,6,8,3,1,0,0,1,6,9,9,9,6:9,9:9,6:9:9:9
213,arc-gen,4,13,9,0,1,2,7,6,8,3,0,0,1,1,6,9,9,0,6:9,9:0,6:9:9:0
213,arc-gen,5,10,9,6,0,3,4,6,8,2,3,1,0,1,9,9,6,9,9:9,6:9,9:9:6:9
213,arc-gen,5,11,9,6,0,3,5,6,8,2,2,1,1,1,9,9,9,9,9:9,9:9,9:9:9:9
213,arc-gen,5,12,9,6,0,3,6,6,8,2,1,1,0,1,9,9,9,9,9:9,9:9,9:9:9:9
213,arc-gen,5,13,9,0,1,3,7,6,8,2,0,1,1,1,9,9,9,0,9:9,9:0,9:9:9:0
213,arc-gen,6,10,9,6,0,4,4,6,8,1,3,0,0,1,9,9,6,9,9:9,6:9,9:9:6:9
213,arc-gen,6,11,9,0,1,4,5,6,8,1,2,0,1,1,9,9,9,9,9:9,9:9,9:9:9:9
213,arc-gen,6,12,9,6,0,4,6,6,8,1,1,0,0,1,9,9,9,9,9:9,9:9,9:9:9:9
213,arc-gen,6,13,9,0,1,4,7,6,8,1,0,0,1,1,9,9,9,0,9:9,9:0,9:9:9:0
213,arc-gen,7,10,9,0,1,5,4,6,8,0,3,1,0,1,9,0,0,9,9:0,0:9,9:0:0:9
213,arc-gen,7,11,9,0,1,5,5,6,8,0,2,1,1,1,9,0,9,9,9:0,9:9,9:0:9:9
213,arc-gen,7,12,9,6,0,5,6,6,8,0,1,1,0,1,9,0,9,9,9:0,9:9,9:0:9:9
213,arc-gen,7,13,9,0,1,5,7,6,8,0,0,1,1,1,9,0,9,0,9:0,9:0,9:0:9:0
214,arc-gen,5,8,2,1,0,1,4,8,8,6,3,1,0,1,1,2,1,2,1:2,1:2,1:2:1:2
214,arc-gen,5,9,2,1,0,1,5,8,8,6,2,1,1,1,1,2,2,2,1:2,2:2,1:2:2:2
214,arc-gen,5,10,2,1,0,1,6,8,8,6,1,1,0,1,1,2,2,2,1:2,2:2,1:2:2:2
214,arc-gen,5,11,2,1,0,1,7,8,8,6,0,1,1,1,1,2,2,0,1:2,2:0,1:2:2:0
214,arc-gen,6,8,2,1,0,2,4,8,8,5,3,0,0,1,2,2,1,2,2:2,1:2,2:2:1:2
214,arc-gen,6,9,2,1,0,2,5,8,8,5,2,0,1,1,2,2,2,2,2:2,2:2,2:2:2:2
214,arc-gen,6,10,2,1,0,2,6,8,8,5,1,0,0,1,2,2,2,2,2:2,2:2,2:2:2:2
214,arc-gen,6,11,2,1,0,2,7,8,8,5,0,0,1,1,2,2,2,0,2:2,2:0,2:2:2:0
214,arc-gen,7,8,2,1,0,3,4,8,8,4,3,1,0,1,2,2,1,2,2:2,1:2,2:2:1:2
214,arc-gen,7,9,2,1,0,3,5,8,8,4,2,1,1,1,2,2,2,2,2:2,2:2,2:2:2:2
214,arc-gen,7,10,2,1,0,3,6,8,8,4,1,1,0,1,2,2,2,2,2:2,2:2,2:2:2:2
214,arc-gen,7,11,2,0,1,3,7,8,8,4,0,1,1,1,2,2,2,0,2:2,2:0,2:2:2:0
214,arc-gen,8,8,2,1,0,4,4,8,8,3,3,0,0,1,2,1,1,2,2:1,1:2,2:1:1:2
214,arc-gen,8,9,2,0,1,4,5,8,8,3,2,0,1,1,2,1,2,2,2:1,2:2,2:1:2:2
214,arc-gen,8,10,2,1,0,4,6,8,8,3,1,0,0,1,2,1,2,2,2:1,2:2,2:1:2:2
214,arc-gen,8,11,2,1,0,4,7,8,8,3,0,0,1,1,2,0,2,0,2:0,2:0,2:0:2:0
215,arc-gen,5,12,4,5,0,1,5,8,9,6,3,1,1,1,5,4,5,4,5:4,5:4,5:4:5:4
215,arc-gen,5,13,4,5,0,1,6,8,9,6,2,1,0,1,5,4,4,4,5:4,4:4,5:4:4:4
215,arc-gen,5,14,4,0,1,1,7,8,9,6,1,1,1,1,0,4,4,4,0:4,4:4,0:4:4:4
215,arc-gen,5,15,4,0,1,1,8,8,9,6,0,1,0,1,0,4,4,-1,0:4,4:-1,0:4:4:-1
215,arc-gen,6,12,4,5,0,2,5,8,9,5,3,0,1,1,4,4,5,4,4:4,5:4,4:4:5:4
215,arc-gen,6,13,4,5,0,2,6,8,9,5,2,0,0,1,4,4,4,4,4:4,4:4,4:4:4:4
215,arc-gen,6,14,4,0,1,2,7,8,9,5,1,0,1,1,4,4,4,4,4:4,4:4,4:4:4:4
215,arc-gen,6,15,4,0,1,2,8,8,9,5,0,0,0,1,4,4,4,-1,4:4,4:-1,4:4:4:-1
215,arc-gen,7,12,4,5,0,3,5,8,9,4,3,1,1,1,4,4,0,4,4:4,0:4,4:4:0:4
215,arc-gen,7,13,4,5,0,3,6,8,9,4,2,1,0,1,4,4,4,4,4:4,4:4,4:4:4:4
215,arc-gen,7,14,4,0,1,3,7,8,9,4,1,1,1,1,4,4,4,4,4:4,4:4,4:4:4:4
215,arc-gen,7,15,4,0,1,3,8,8,9,4,0,1,0,1,4,4,4,-1,4:4,4:-1,4:4:4:-1
215,arc-gen,8,12,4,0,1,4,5,8,9,3,3,0,1,1,4,0,5,4,4:0,5:4,4:0:5:4
215,arc-gen,8,13,4,5,0,4,6,8,9,3,2,0,0,1,4,0,4,4,4:0,4:4,4:0:4:4
215,arc-gen,8,14,4,0,1,4,7,8,9,3,1,0,1,1,4,0,4,4,4:0,4:4,4:0:4:4
215,arc-gen,8,15,4,0,1,4,8,8,9,3,0,0,0,1,4,0,4,-1,4:0,4:-1,4:0:4:-1
216,arc-gen,6,11,9,4,0,1,5,8,9,6,3,1,1,1,4,9,4,9,4:9,4:9,4:9:4:9
216,arc-gen,6,12,9,4,0,1,6,8,9,6,2,1,0,1,0,9,9,9,0:9,9:9,0:9:9:9
216,arc-gen,6,13,9,0,1,1,7,8,9,6,1,1,1,1,0,9,9,9,0:9,9:9,0:9:9:9
216,arc-gen,6,14,9,0,1,1,8,8,9,6,0,1,0,1,0,9,9,0,0:9,9:0,0:9:9:0
216,arc-gen,7,11,9,4,0,2,5,8,9,5,3,0,1,1,9,9,4,9,9:9,4:9,9:9:4:9
216,arc-gen,7,12,9,4,0,2,6,8,9,5,2,0,0,1,9,9,9,9,9:9,9:9,9:9:9:9
216,arc-gen,7,13,9,0,1,2,7,8,9,5,1,0,1,1,9,9,9,9,9:9,9:9,9:9:9:9
216,arc-gen,7,14,9,0,1,2,8,8,9,5,0,0,0,1,9,9,9,0,9:9,9:0,9:9:9:0
216,arc-gen,8,11,9,4,0,3,5,8,9,4,3,1,1,1,9,4,4,9,9:4,4:9,9:4:4:9
216,arc-gen,8,12,9,0,1,3,6,8,9,4,2,1,0,1,9,4,9,9,9:4,9:9,9:4:9:9
216,arc-gen,8,13,9,0,1,3,7,8,9,4,1,1,1,1,9,0,9,9,9:0,9:9,9:0:9:9
216,arc-gen,8,14,9,0,1,3,8,8,9,4,0,1,0,1,9,0,9,0,9:0,9:0,9:0:9:0
217,arc-gen,5,7,7,8,0,2,3,6,7,3,3,0,1,0,8,7,8,7,8:7,8:7,8:7:8:7
217,arc-gen,5,8,7,8,0,2,4,6,7,3,2,0,0,0,8,7,7,7,8:7,7:7,8:7:7:7
217,arc-gen,5,9,7,8,0,2,5,6,7,3,1,0,1,0,0,7,7,7,0:7,7:7,0:7:7:7
217,arc-gen,5,10,7,0,1,2,6,6,7,3,0,0,0,0,0,7,7,0,0:7,7:0,0:7:7:0
217,arc-gen,6,7,7,8,0,3,3,6,7,2,3,1,1,0,7,7,8,7,7:7,8:7,7:7:8:7
217,arc-gen,6,8,7,0,1,3,4,6,7,2,2,1,0,0,7,7,7,7,7:7,7:7,7:7:7:7
217,arc-gen,6,9,7,8,0,3,5,6,7,2,1,1,1,0,7,7,7,7,7:7,7:7,7:7:7:7
217,arc-gen,6,10,7,0,1,3,6,6,7,2,0,1,0,0,7,7,7,0,7:7,7:0,7:7:7:0
217,arc-gen,7,7,7,0,1,4,3,6,7,1,3,0,1,0,7,7,0,7,7:7,0:7,7:7:0:7
217,arc-gen,7,8,7,0,1,4,4,6,7,1,2,0,0,0,7,7,7,7,7:7,7:7,7:7:7:7
217,arc-gen,7,9,7,0,1,4,5,6,7,1,1,0,1,0,7,7,7,7,7:7,7:7,7:7:7:7
217,arc-gen,7,10,7,0,1,4,6,6,7,1,0,0,0,0,7,7,7,0,7:7,7:0,7:7:7:0
217,arc-gen,8,7,7,0,1,5,3,6,7,0,3,1,1,0,7,0,0,7,7:0,0:7,7:0:0:7
217,arc-gen,8,8,7,0,1,5,4,6,7,0,2,1,0,0,7,0,7,7,7:0,7:7,7:0:7:7
217,arc-gen,8,9,7,0,1,5,5,6,7,0,1,1,1,0,7,0,7,7,7:0,7:7,7:0:7:7
217,arc-gen,8,10,7,0,1,5,6,6,7,0,0,1,0,0,7,0,7,0,7:0,7:0,7:0:7:0
218,arc-gen,5,3,5,0,1,2,0,6,8,3,7,0,0,1,0,5,0,5,0:5,0:5,0:5:0:5
218,arc-gen,5,4,5,0,1,2,1,6,8,3,6,0,1,1,6,5,5,5,6:5,5:5,6:5:5:5
218,arc-gen,5,5,5,6,0,2,2,6,8,3,5,0,0,1,6,5,5,5,6:5,5:5,6:5:5:5
218,arc-gen,5,6,5,0,1,2,3,6,8,3,4,0,1,1,6,5,5,6,6:5,5:6,6:5:5:6
218,arc-gen,6,3,5,0,1,3,0,6,8,2,7,1,0,1,5,5,0,5,5:5,0:5,5:5:0:5
218,arc-gen,6,4,5,6,0,3,1,6,8,2,6,1,1,1,5,5,5,5,5:5,5:5,5:5:5:5
218,arc-gen,6,5,5,6,0,3,2,6,8,2,5,1,0,1,5,5,5,5,5:5,5:5,5:5:5:5
218,arc-gen,6,6,5,0,1,3,3,6,8,2,4,1,1,1,5,5,5,6,5:5,5:6,5:5:5:6
218,arc-gen,7,3,5,0,1,4,0,6,8,1,7,0,0,1,5,5,0,5,5:5,0:5,5:5:0:5
218,arc-gen,7,4,5,0,1,4,1,6,8,1,6,0,1,1,5,5,5,5,5:5,5:5,5:5:5:5
218,arc-gen,7,5,5,0,1,4,2,6,8,1,5,0,0,1,5,5,5,5,5:5,5:5,5:5:5:5
218,arc-gen,7,6,5,0,1,4,3,6,8,1,4,0,1,1,5,5,5,0,5:5,5:0,5:5:5:0
218,arc-gen,8,3,5,0,1,5,0,6,8,0,7,1,0,1,5,0,0,5,5:0,0:5,5:0:0:5
218,arc-gen,8,4,5,0,1,5,1,6,8,0,6,1,1,1,5,0,5,5,5:0,5:5,5:0:5:5
218,arc-gen,8,5,5,0,1,5,2,6,8,0,5,1,0,1,5,0,5,5,5:0,5:5,5:0:5:5
218,arc-gen,8,6,5,0,1,5,3,6,8,0,4,1,1,1,5,0,5,0,5:0,5:0,5:0:5:0
219,arc-gen,6,7,2,1,0,2,3,7,7,4,3,0,1,0,1,2,1,2,1:2,1:2,1:2:1:2
219,arc-gen,6,8,2,0,1,2,4,7,7,4,2,0,0,0,1,2,2,2,1:2,2:2,1:2:2:2
219,arc-gen,6,9,2,0,1,2,5,7,7,4,1,0,1,0,0,2,2,2,0:2,2:2,0:2:2:2
219,arc-gen,6,10,2,0,1,2,6,7,7,4,0,0,0,0,0,2,2,0,0:2,2:0,0:2:2:0
219,arc-gen,7,7,2,0,1,3,3,7,7,3,3,1,1,0,2,2,1,2,2:2,1:2,2:2:1:2
219,arc-gen,7,8,2,0,1,3,4,7,7,3,2,1,0,0,2,2,2,2,2:2,2:2,2:2:2:2
219,arc-gen,7,9,2,0,1,3,5,7,7,3,1,1,1,0,2,2,2,2,2:2,2:2,2:2:2:2
219,arc-gen,7,10,2,0,1,3,6,7,7,3,0,1,0,0,2,2,2,0,2:2,2:0,2:2:2:0
219,arc-gen,8,7,2,0,1,4,3,7,7,2,3,0,1,0,2,2,0,2,2:2,0:2,2:2:0:2
219,arc-gen,8,8,2,0,1,4,4,7,7,2,2,0,0,0,2,2,2,2,2:2,2:2,2:2:2:2
219,arc-gen,8,9,2,0,1,4,5,7,7,2,1,0,1,0,2,2,2,2,2:2,2:2,2:2:2:2
219,arc-gen,8,10,2,0,1,4,6,7,7,2,0,0,0,0,2,2,2,0,2:2,2:0,2:2:2:0
219,arc-gen,9,7,2,0,1,5,3,7,7,1,3,1,1,0,2,2,0,2,2:2,0:2,2:2:0:2
219,arc-gen,9,8,2,0,1,5,4,7,7,1,2,1,0,0,2,2,2,2,2:2,2:2,2:2:2:2
219,arc-gen,9,9,2,0,1,5,5,7,7,1,1,1,1,0,2,2,2,2,2:2,2:2,2:2:2:2
219,arc-gen,9,10,2,0,1,5,6,7,7,1,0,1,0,0,2,2,2,0,2:2,2:0,2:2:2:0
219,arc-gen,10,7,2,0,1,6,3,7,7,0,3,0,1,0,2,0,0,2,2:0,0:2,2:0:0:2
219,arc-gen,10,8,2,0,1,6,4,7,7,0,2,0,0,0,2,0,2,2,2:0,2:2,2:0:2:2
219,arc-gen,10,9,2,0,1,6,5,7,7,0,1,0,1,0,2,0,2,2,2:0,2:2,2:0:2:2
219,arc-gen,10,10,2,0,1,6,6,7,7,0,0,0,0,0,2,0,2,0,2:0,2:0,2:0:2:0
220,arc-gen,5,3,1,0,1,1,0,4,9,2,8,1,0,1,0,1,0,1,0:1,0:1,0:1:0:1
220,arc-gen,5,4,1,0,1,1,1,4,9,2,7,1,1,1,0,1,1,1,0:1,1:1,0:1:1:1
220,arc-gen,5,5,1,0,1,1,2,4,9,2,6,1,0,1,0,1,1,1,0:1,1:1,0:1:1:1
220,arc-gen,5,6,1,0,1,1,3,4,9,2,5,1,1,1,3,1,1,3,3:1,1:3,3:1:1:3
220,arc-gen,6,3,1,0,1,2,0,4,9,1,8,0,0,1,1,1,0,1,1:1,0:1,1:1:0:1
220,arc-gen,6,4,1,0,1,2,1,4,9,1,7,0,1,1,1,1,1,1,1:1,1:1,1:1:1:1
220,arc-gen,6,5,1,3,0,2,2,4,9,1,6,0,0,1,1,1,1,1,1:1,1:1,1:1:1:1
220,arc-gen,6,6,1,3,0,2,3,4,9,1,5,0,1,1,1,1,1,3,1:1,1:3,1:1:1:3
220,arc-gen,7,3,1,0,1,3,0,4,9,0,8,1,0,1,1,0,0,1,1:0,0:1,1:0:0:1
220,arc-gen,7,4,1,0,1,3,1,4,9,0,7,1,1,1,1,0,1,1,1:0,1:1,1:0:1:1
220,arc-gen,7,5,1,0,1,3,2,4,9,0,6,1,0,1,1,0,1,1,1:0,1:1,1:0:1:1
220,arc-gen,7,6,1,0,1,3,3,4,9,0,5,1,1,1,1,0,1,3,1:0,1:3,1:0:1:3
221,arc-gen,6,4,5,0,1,2,0,7,8,4,7,0,0,1,0,5,0,5,0:5,0:5,0:5:0:5
221,arc-gen,6,5,5,0,1,2,1,7,8,4,6,0,1,1,0,5,5,5,0:5,5:5,0:5:5:5
221,arc-gen,6,6,5,0,1,2,2,7,8,4,5,0,0,1,0,5,5,5,0:5,5:5,0:5:5:5
221,arc-gen,6,7,5,3,0,2,3,7,8,4,4,0,1,1,3,5,5,0,3:5,5:0,3:5:5:0
221,arc-gen,7,4,5,0,1,3,0,7,8,3,7,1,0,1,5,5,0,5,5:5,0:5,5:5:0:5
221,arc-gen,7,5,5,0,1,3,1,7,8,3,6,1,1,1,5,5,5,5,5:5,5:5,5:5:5:5
221,arc-gen,7,6,5,0,1,3,2,7,8,3,5,1,0,1,5,5,5,5,5:5,5:5,5:5:5:5
221,arc-gen,7,7,5,3,0,3,3,7,8,3,4,1,1,1,5,5,5,3,5:5,5:3,5:5:5:3
221,arc-gen,8,4,5,0,1,4,0,7,8,2,7,0,0,1,5,5,0,5,5:5,0:5,5:5:0:5
221,arc-gen,8,5,5,0,1,4,1,7,8,2,6,0,1,1,5,5,5,5,5:5,5:5,5:5:5:5
221,arc-gen,8,6,5,0,1,4,2,7,8,2,5,0,0,1,5,5,5,5,5:5,5:5,5:5:5:5
221,arc-gen,8,7,5,3,0,4,3,7,8,2,4,0,1,1,5,5,5,3,5:5,5:3,5:5:5:3
