rounded_missing_drop,candidate_subsets,shown_subset_count
155.48,192 197 324 137 335 224 213 338 131 275 138;097 192 197 324 137 335 224 213 131 138 243;097 193 197 324 137 224 213 338 131 138 243;193 192 197 324 335 224 338 131 275 138 243,4
155.49,097 193 192 197 324 137 335 224 338 131 243;097 192 197 324 137 335 213 338 131 138 243;193 192 324 335 224 213 338 131 275 138 243;097 192 197 137 335 224 213 338 131 275 359,4
155.5,097 193 192 324 137 335 224 213 338 131 243;097 193 192 197 137 335 224 338 131 138 243;193 197 324 137 335 224 213 338 275 138 359;193 192 324 137 335 213 338 131 275 138 359,4
155.51,193 192 197 324 137 335 224 213 338 138 243;097 192 197 324 137 224 213 338 131 138 243;097 193 192 137 335 224 213 338 131 138 243;193 197 324 137 335 224 213 131 275 138 359,4
155.52,097 193 197 324 137 335 224 213 338 131 243;193 192 197 324 137 335 224 213 131 138 243;193 197 324 335 224 213 338 131 275 138 243;097 192 197 324 137 335 224 338 131 275 359,4
155.53,097 193 192 324 137 335 224 338 131 138 243;193 192 197 324 137 335 213 338 131 138 243;097 193 197 137 335 224 213 338 131 138 243;193 192 197 137 335 224 213 338 131 275 359,4
155.54,192 197 324 137 335 224 213 338 275 138 359;193 197 324 137 224 213 338 131 275 138 359;097 193 192 197 324 137 335 224 338 243 359;193 192 197 324 224 213 338 131 275 243 359,4
155.55,193 192 197 324 137 224 213 338 131 138 243;192 197 324 335 224 213 338 131 275 138 243;193 192 197 324 137 335 224 338 131 275 359;097 197 324 137 335 224 213 338 131 275 359,4
155.56,097 193 192 197 324 335 224 213 338 275 138;097 192 197 324 137 335 224 213 338 131 243;097 193 197 324 137 335 224 338 131 138 243;097 192 197 137 335 224 213 338 131 138 243,4
155.57,097 193 192 197 324 335 224 213 131 275 138;097 193 324 137 335 224 213 338 131 138 243;192 197 324 137 224 213 338 131 275 138 359;193 192 137 335 224 213 338 131 275 138 359,4
155.58,097 193 192 197 324 335 213 338 131 275 138;097 197 324 137 335 224 338 131 275 138 359;097 193 192 197 324 137 224 338 131 243 359;097 192 197 324 335 224 338 131 275 243 359,4
155.59,193 192 197 324 137 335 224 213 338 131 243;097 192 197 324 137 335 224 338 131 138 243;193 197 324 137 335 224 213 338 131 275 359;097 324 137 335 224 213 338 131 275 138 359,4
155.6,097 193 192 197 324 224 213 338 131 275 138;193 192 197 137 335 224 213 338 131 138 243;097 192 324 137 335 224 213 338 131 138 243;193 192 324 137 335 224 338 131 275 138 359,4
155.61,097 192 197 324 137 335 224 213 338 243 359;097 193 197 324 137 224 213 338 131 243 359;097 197 324 335 224 213 338 131 275 243 359;097 193 197 324 137 335 224 338 138 243 359,4
155.62,192 197 324 137 335 224 213 338 131 275 359;097 193 192 197 324 335 224 213 275 138 359;193 197 324 137 335 224 338 131 275 138 359;097 192 197 324 137 335 224 213 131 243 359,4
155.63,193 192 197 324 137 335 224 338 131 138 243;097 197 324 137 335 224 213 338 131 138 243;097 193 192 197 324 335 213 338 275 138 359;192 197 137 335 224 213 338 131 275 138 359,4
155.64,097 193 192 197 324 335 224 213 338 131 275;193 192 324 137 335 224 213 338 131 138 243;097 193 192 197 324 335 213 131 275 138 359;097 192 197 324 137 224 213 338 131 243 359,4
155.65,097 193 192 197 335 224 213 338 131 275 138;097 193 192 197 324 224 213 338 275 138 359;193 192 197 324 137 335 224 213 338 243 359;193 197 324 335 224 213 338 131 275 243 359,4
155.66,193 197 324 137 335 224 213 338 131 138 243;097 193 192 197 324 224 213 131 275 138 359;192 197 324 137 335 224 338 131 275 138 359;193 192 197 324 137 335 224 213 131 243 359,4
155.67,097 193 192 197 324 213 338 131 275 138 359;192 324 137 335 224 213 338 131 275 138 359;097 193 192 324 137 335 224 338 131 243 359;193 192 197 324 137 335 213 338 131 243 359,4
155.68,097 193 192 197 324 335 224 338 131 275 138;193 192 197 324 137 224 213 338 131 243 359;193 192 197 324 137 335 224 338 138 243 359;097 197 324 137 335 224 213 338 138 243 359,4
155.69,097 193 192 324 335 224 213 338 131 275 138;197 324 137 335 224 213 338 131 275 138 359;097 193 197 324 137 335 224 338 131 243 359;192 197 324 335 224 213 338 131 275 243 359,4
155.7,192 197 324 137 335 224 213 338 131 138 243;097 193 192 197 324 335 224 213 338 275 359;097 193 192 197 335 224 213 338 275 138 359;097 192 197 137 335 224 213 338 131 243 359,4
155.71,097 193 192 197 324 137 335 224 213 338 138;097 193 197 324 335 224 213 338 131 275 138;097 193 192 197 324 335 224 213 131 275 359;097 193 192 197 335 224 213 131 275 138 359,4
155.72,097 193 192 197 324 137 335 224 213 131 138;097 193 192 197 324 335 213 338 131 275 359;097 193 192 197 335 213 338 131 275 138 359;193 197 324 137 335 224 213 338 138 243 359,4
155.73,097 193 192 197 324 137 335 213 338 131 138;097 193 192 197 324 224 213 338 131 275 359;097 193 192 197 324 335 224 338 275 138 359;097 192 197 324 137 335 224 338 131 243 359,4
155.74,097 193 192 197 324 137 224 213 338 131 138;097 193 192 324 335 224 213 338 275 138 359;097 193 192 197 324 335 224 131 275 138 359;097 193 192 197 224 213 338 131 275 138 359,4
155.75,097 192 197 324 335 224 213 338 131 275 138;097 193 192 324 335 224 213 131 275 138 359;097 193 192 197 324 335 338 131 275 138 359;192 197 324 137 335 224 213 338 138 243 359,4
155.76,097 193 192 324 335 213 338 131 275 138 359;097 197 324 137 335 224 213 338 131 243 359;192 197 324 137 335 224 213 131 138 243 359;197 324 335 224 213 338 131 275 138 243 359,4
155.77,097 193 192 197 324 335 224 213 338 138 243;097 193 192 197 324 137 335 224 213 138 359;097 193 197 324 335 224 213 338 275 138 359;097 193 192 197 324 224 338 131 275 138 359,4
155.78,097 193 192 197 324 335 224 213 131 138 243;097 193 192 197 324 137 335 213 338 138 359;097 193 197 324 335 224 213 131 275 138 359;097 193 192 324 224 213 338 131 275 138 359,4
155.79,097 193 192 197 324 137 335 224 213 338 131;193 192 197 324 335 224 213 338 131 275 138;097 193 192 197 324 335 213 338 131 138 243;097 193 192 197 335 224 213 338 131 275 359,4
155.8,097 193 192 197 137 335 224 213 338 131 138;097 193 192 197 324 137 224 213 338 138 359;097 192 197 324 335 224 213 338 275 138 359;097 193 197 324 224 213 338 131 275 138 359,4
155.81,097 193 192 197 324 224 213 338 131 138 243;097 193 192 197 324 137 224 213 131 138 359;097 192 197 324 335 224 213 131 275 138 359;193 192 324 137 335 224 338 131 138 243 359,4
155.82,097 193 192 197 324 335 224 338 131 275 359;097 193 192 324 335 224 213 338 131 275 359;097 193 192 197 324 137 213 338 131 138 359;097 193 192 197 335 224 338 131 275 138 359,4
155.83,097 193 192 197 324 137 335 224 338 131 138;097 192 197 324 224 213 338 131 275 138 359;097 193 192 335 224 213 338 131 275 138 359;192 197 324 137 335 224 213 338 131 243 359,4
155.84,097 193 192 324 137 335 224 213 338 131 138;097 193 192 197 324 137 335 224 213 338 359;193 192 197 324 335 224 213 338 275 138 359;097 193 192 197 324 335 213 338 138 243 359,4
155.85,097 193 192 197 324 137 335 224 213 131 359;097 193 197 324 335 224 213 338 131 275 359;097 193 192 197 137 335 224 213 338 138 359;193 192 197 324 335 224 213 131 275 138 359,4
155.86,097 193 197 324 137 335 224 213 338 131 138;097 193 192 197 324 335 224 213 338 131 243;097 193 192 197 335 224 213 338 131 138 243;097 193 192 197 324 137 335 213 338 131 359,4
155.87,097 193 192 197 137 335 213 338 131 138 359;193 192 197 324 224 213 338 131 275 138 359;097 193 192 197 324 224 213 131 138 243 359;192 197 324 137 335 224 338 131 138 243 359,4
155.88,097 193 192 197 324 137 224 213 338 131 359;097 192 197 324 335 224 213 338 131 275 359;097 193 192 197 324 137 335 224 338 138 359;097 193 192 197 324 213 338 131 138 243 359,4
155.89,097 192 197 324 137 335 224 213 338 131 138;097 193 192 197 324 335 224 338 131 138 243;097 193 192 324 137 335 224 213 338 138 359;097 193 192 197 324 137 335 224 131 138 359,4
155.9,097 193 192 324 335 224 213 338 131 138 243;097 193 192 324 137 335 224 213 131 138 359;097 193 192 197 324 137 335 338 131 138 359;197 324 137 335 224 213 338 131 138 243 359,4
155.91,097 193 197 324 137 335 224 213 338 138 359;097 193 192 197 324 137 224 338 131 138 359;097 193 192 324 137 335 213 338 131 138 359;097 193 192 197 324 335 224 213 338 243 359,4
155.92,193 192 197 324 335 224 213 338 131 275 359;097 193 197 324 137 335 224 213 131 138 359;097 193 192 324 137 224 213 338 131 138 359;097 192 197 324 335 224 338 131 275 138 359,4
155.93,193 192 197 324 137 335 224 213 338 131 138;097 193 197 324 335 224 213 338 131 138 243;097 193 192 197 137 335 224 213 338 131 359;097 193 197 324 137 335 213 338 131 138 359,4
155.94,097 192 197 324 137 335 224 213 338 138 359;097 193 192 197 324 224 213 338 131 243 359;097 193 192 197 324 335 224 338 138 243 359;097 193 192 197 335 213 338 131 138 243 359,4
155.95,097 192 197 324 137 335 224 213 131 138 359;097 193 197 324 137 224 213 338 131 138 359;097 197 324 335 224 213 338 131 275 138 359;097 193 192 324 335 224 213 338 138 243 359,4
155.96,097 192 197 324 335 224 213 338 131 138 243;097 193 192 197 324 137 335 224 338 131 359;097 192 197 324 137 335 213 338 131 138 359;193 192 197 324 335 224 338 131 275 138 359,4
155.97,097 193 192 324 137 335 224 213 338 131 359;097 193 192 197 137 335 224 338 131 138 359;193 192 324 335 224 213 338 131 275 138 359;097 193 192 324 335 213 338 131 138 243 359,4
155.98,193 192 197 324 137 335 224 213 338 138 359;097 192 197 324 137 224 213 338 131 138 359;097 193 192 137 335 224 213 338 131 138 359;097 193 197 324 335 224 213 338 138 243 359,4
155.99,193 192 197 324 137 335 224 213 131 138 359;193 197 324 335 224 213 338 131 275 138 359;097 193 197 324 335 224 213 131 138 243 359;097 193 192 324 224 213 338 131 138 243 359,4
156.0,193 192 197 324 335 224 213 338 131 138 243;097 193 197 324 137 335 224 213 338 131 359;193 192 197 324 137 335 213 338 131 138 359;097 193 197 137 335 224 213 338 131 138 359,4
156.01,097 193 192 324 137 335 224 338 131 138 359;097 192 197 324 335 224 213 338 138 243 359;097 193 197 324 224 213 338 131 138 243 359;097 193 197 324 335 224 213 338 138 359 101,4
156.02,193 192 197 324 137 224 213 338 131 138 359;192 197 324 335 224 213 338 131 275 138 359;097 192 197 324 335 224 213 131 138 243 359;097 193 197 324 335 224 213 131 138 359 101,4
156.03,097 192 197 324 137 335 224 213 338 131 359;097 193 197 324 137 335 224 338 131 138 359;097 193 192 197 324 335 224 338 131 243 359;097 192 197 324 335 213 338 131 138 243 359,4
156.04,097 192 197 137 335 224 213 338 131 138 359;097 193 324 137 335 224 213 338 131 138 359;097 193 192 324 335 224 213 338 131 243 359;097 193 192 197 335 224 338 131 138 243 359,4
156.05,193 192 197 324 335 224 213 338 138 243 359;097 192 197 324 224 213 338 131 138 243 359;097 192 197 324 335 224 213 131 138 359 101,3
156.06,097 192 197 324 137 335 224 338 131 138 359;097 193 197 324 335 224 213 338 131 243 359;193 192 197 324 335 224 213 131 138 243 359;097 193 192 197 324 335 224 338 131 359 101,4
156.07,193 192 197 324 137 335 224 213 338 131 359;097 192 324 137 335 224 213 338 131 138 359;097 193 192 324 335 224 338 131 138 243 359;193 192 197 324 335 213 338 131 138 243 359,4
156.08,193 192 197 137 335 224 213 338 131 138 359;193 192 197 324 335 224 213 338 138 359 101;097 192 197 324 224 213 338 131 138 359 101,3
156.09,097 192 197 324 335 224 213 338 131 243 359;193 192 197 324 224 213 338 131 138 243 359;097 193 197 324 335 224 213 338 131 359 101;193 192 197 324 335 224 213 131 138 359 101,4
156.1,193 192 197 324 137 335 224 338 131 138 359;097 197 324 137 335 224 213 338 131 138 359;097 193 197 324 335 224 338 131 138 243 359;097 192 197 335 224 213 338 131 138 243 359,4
156.11,193 192 324 137 335 224 213 338 131 138 359;097 193 324 335 224 213 338 131 138 243 359,2
156.12,097 192 197 324 335 224 213 338 131 359 101;193 192 197 324 224 213 338 131 138 359 101,2
156.13,193 192 197 324 335 224 213 338 131 243 359;097 192 197 324 335 224 338 131 138 243 359;097 193 197 324 335 224 338 131 138 359 101;097 192 197 335 224 213 338 131 138 359 101,4
156.14,193 197 324 137 335 224 213 338 131 138 359;193 192 197 335 224 213 338 131 138 243 359;097 192 324 335 224 213 338 131 138 243 359;097 193 324 335 224 213 338 131 138 359 101,4
156.16,097 197 324 335 224 213 338 131 138 243 359;193 192 197 324 335 224 213 338 131 359 101;097 192 197 324 335 224 338 131 138 359 101,3
156.17,192 197 324 137 335 224 213 338 131 138 359;193 192 197 324 335 224 338 131 138 243 359;193 192 197 335 224 213 338 131 138 359 101;097 192 324 335 224 213 338 131 138 359 101,4
156.19,097 193 192 197 324 335 224 213 338 131 138;097 197 324 335 224 213 338 131 138 359 101,2
156.2,193 197 324 335 224 213 338 131 138 243 359;193 192 197 324 335 224 338 131 138 359 101,2
156.23,192 197 324 335 224 213 338 131 138 243 359;193 197 324 335 224 213 338 131 138 359 101,2
156.26,097 193 192 197 324 335 213 338 131 138 359;192 197 324 335 224 213 338 131 138 359 101,2
168.66,097 193 192 197 324 137 335 213 338 275 243 101;097 193 192 197 137 335 224 213 275 138 243 101,2
168.67,097 193 192 197 324 137 335 213 131 275 243 101;097 193 192 197 137 335 213 338 275 138 243 101,2
168.68,097 193 192 197 324 137 224 213 338 275 243 101;097 193 192 197 137 335 213 131 275 138 243 101;097 193 192 197 324 137 213 275 138 243 359 101,3
168.69,097 193 192 197 324 137 224 213 131 275 243 101;097 193 192 197 324 137 335 224 275 138 243 101;097 193 192 197 137 224 213 338 275 138 243 101,3
168.7,097 193 192 197 324 137 213 338 131 275 243 101;097 193 192 324 137 335 224 213 275 138 243 101;097 193 192 197 324 137 335 338 275 138 243 101;097 193 192 197 137 224 213 131 275 138 243 101,4
168.71,097 193 192 197 324 137 224 338 275 138 243 101;097 193 192 324 137 335 213 338 275 138 243 101;097 193 192 197 324 137 335 131 275 138 243 101;097 193 192 197 137 213 338 131 275 138 243 101,4
168.72,097 193 197 324 137 335 224 213 275 138 243 101;097 193 192 324 137 224 213 338 275 138 243 101;097 193 192 197 324 137 224 131 275 138 243 101;097 193 192 324 137 335 213 131 275 138 243 101,4
168.73,097 193 192 197 137 335 224 213 338 275 243 101;097 193 197 324 137 335 213 338 275 138 243 101;097 193 192 324 137 224 213 131 275 138 243 101;097 193 192 197 324 137 338 131 275 138 243 101,4
168.74,097 193 192 197 137 335 224 213 131 275 243 101;097 193 197 324 137 335 213 131 275 138 243 101;097 193 192 324 137 213 338 131 275 138 243 101;097 193 192 197 324 137 224 213 275 243 359 101,4
168.75,097 193 192 197 137 335 213 338 131 275 243 101;097 192 197 324 137 335 224 213 275 138 243 101;097 193 197 324 137 224 213 338 275 138 243 101;097 193 192 197 324 137 213 338 275 243 359 101,4
168.76,097 193 192 197 324 137 335 224 338 275 243 101;097 192 197 324 137 335 213 338 275 138 243 101;097 193 197 324 137 224 213 131 275 138 243 101;097 193 192 197 324 137 213 131 275 243 359 101,4
168.77,097 193 192 324 137 335 224 213 338 275 243 101;097 193 192 197 324 137 335 224 131 275 243 101;097 193 192 197 137 224 213 338 131 275 243 101;097 193 192 197 137 335 224 338 275 138 243 101,4
168.78,097 193 192 324 137 335 224 213 131 275 243 101;097 193 192 197 324 137 335 338 131 275 243 101;097 192 197 324 137 224 213 338 275 138 243 101;097 193 192 137 335 224 213 338 275 138 243 101,4
168.79,097 193 192 324 137 335 213 338 131 275 243 101;193 192 197 324 137 335 224 213 275 138 243 101;097 192 197 324 137 224 213 131 275 138 243 101;097 193 192 137 335 224 213 131 275 138 243 101,4
168.8,097 193 197 324 137 335 224 213 338 275 243 101;097 193 192 197 324 137 224 338 131 275 243 101;193 192 197 324 137 335 213 338 275 138 243 101;097 193 197 137 335 224 213 338 275 138 243 101,4
168.81,097 193 197 324 137 335 224 213 131 275 243 101;097 193 192 324 137 224 213 338 131 275 243 101;097 193 192 324 137 335 224 338 275 138 243 101;193 192 197 324 137 335 213 131 275 138 243 101,4
168.82,097 193 197 324 137 335 213 338 131 275 243 101;193 192 197 324 137 224 213 338 275 138 243 101;097 193 192 324 137 335 224 131 275 138 243 101;097 193 197 137 335 213 338 131 275 138 243 101,4
168.83,097 192 197 324 137 335 224 213 338 275 243 101;097 193 197 324 137 224 213 338 131 275 243 101;097 193 197 324 137 335 224 338 275 138 243 101;193 192 197 324 137 224 213 131 275 138 243 101,4
168.84,097 192 197 324 137 335 224 213 131 275 243 101;097 192 197 137 335 224 213 338 275 138 243 101;097 193 324 137 335 224 213 338 275 138 243 101;097 193 197 324 137 335 224 131 275 138 243 101,4
168.85,097 193 192 197 137 335 224 338 131 275 243 101;097 192 197 324 137 335 213 338 131 275 243 101;097 192 197 137 335 224 213 131 275 138 243 101;097 193 324 137 335 224 213 131 275 138 243 101,4
168.86,097 192 197 324 137 224 213 338 131 275 243 101;097 193 192 137 335 224 213 338 131 275 243 101;097 192 197 324 137 335 224 338 275 138 243 101;097 192 197 137 335 213 338 131 275 138 243 101,4
168.87,193 192 197 324 137 335 224 213 338 275 243 101;193 192 197 137 335 224 213 338 275 138 243 101;097 192 324 137 335 224 213 338 275 138 243 101;097 192 197 324 137 335 224 131 275 138 243 101,4
168.88,193 192 197 324 137 335 224 213 131 275 243 101;097 192 324 137 335 224 213 131 275 138 243 101;097 192 197 324 137 335 338 131 275 138 243 101;097 193 324 137 224 213 338 131 275 138 243 101,4
168.89,097 193 192 324 137 335 224 338 131 275 243 101;193 192 197 324 137 335 213 338 131 275 243 101;097 193 197 137 335 224 213 338 131 275 243 101;193 192 197 137 335 224 213 131 275 138 243 101,4
168.9,193 192 197 324 137 224 213 338 131 275 243 101;193 192 197 324 137 335 224 338 275 138 243 101;097 197 324 137 335 224 213 338 275 138 243 101;097 192 197 324 137 224 338 131 275 138 243 101,4
168.91,097 193 197 324 137 335 224 338 131 275 243 101;193 192 324 137 335 224 213 338 275 138 243 101;193 192 197 324 137 335 224 131 275 138 243 101;097 197 324 137 335 224 213 131 275 138 243 101,4
168.92,097 192 197 137 335 224 213 338 131 275 243 101;097 193 324 137 335 224 213 338 131 275 243 101;193 192 324 137 335 224 213 131 275 138 243 101;193 192 197 324 137 335 338 131 275 138 243 101,4
168.93,193 192 324 137 335 213 338 131 275 138 243 101;097 197 324 137 224 213 338 131 275 138 243 101;097 193 137 335 224 213 338 131 275 138 243 101;193 192 197 324 137 335 224 213 275 243 359 101,4
168.94,193 197 324 137 335 224 213 338 275 138 243 101;193 192 197 324 137 224 338 131 275 138 243 101;097 193 192 324 137 335 224 338 275 243 359 101;193 192 197 324 137 335 213 338 275 243 359 101,4
168.95,097 192 197 324 137 335 224 338 131 275 243 101;193 197 324 137 335 224 213 131 275 138 243 101;193 192 324 137 224 213 338 131 275 138 243 101;097 193 192 324 137 335 224 131 275 243 359 101,4
168.96,097 193 192 197 324 137 335 224 213 275 138 243;193 192 197 137 335 224 213 338 131 275 243 101;097 192 324 137 335 224 213 338 131 275 243 101;097 192 197 137 335 224 338 131 275 138 243 101,4
168.97,097 193 192 197 324 137 335 213 338 275 138 243;192 197 324 137 335 224 213 338 275 138 243 101;193 197 324 137 224 213 338 131 275 138 243 101;097 193 197 324 137 335 224 338 275 243 359 101,4
168.98,097 193 192 197 324 137 335 213 131 275 138 243;097 197 324 137 335 224 213 338 131 275 243 101;192 197 324 137 335 224 213 131 275 138 243 101;097 193 324 137 335 224 213 338 275 243 359 101,4
168.99,097 193 192 197 324 137 224 213 338 275 138 243;097 193 192 197 324 137 335 224 213 275 138 101;193 192 197 324 137 335 224 338 131 275 243 101;193 192 197 137 335 224 338 131 275 138 243 101,4
169.0,097 193 192 197 324 137 224 213 131 275 138 243;097 193 192 197 324 137 335 213 338 275 138 101;193 192 324 137 335 224 213 338 131 275 243 101;193 192 137 335 224 213 338 131 275 138 243 101,4
169.01,097 193 192 197 324 137 213 338 131 275 138 243;097 193 192 197 324 137 335 213 131 275 138 101;192 197 324 137 224 213 338 131 275 138 243 101;193 192 197 137 335 224 213 338 275 243 359 101,4
169.02,097 193 192 197 324 137 224 213 338 275 138 101;193 197 324 137 335 224 213 338 131 275 243 101;097 197 324 137 335 224 338 131 275 138 243 101;193 192 197 137 335 224 213 131 275 243 359 101,4
169.03,097 193 192 197 324 137 335 224 213 338 275 243;097 193 192 197 324 137 335 213 275 138 243 359;097 193 192 197 324 137 224 213 131 275 138 101;193 192 324 137 335 224 338 131 275 138 243 101,4
169.04,097 193 192 197 324 137 335 224 213 131 275 243;097 193 192 197 137 335 224 213 338 275 138 243;097 193 192 197 324 137 213 338 131 275 138 101;193 192 197 324 137 335 224 338 275 243 359 101,4
169.05,097 193 192 197 324 137 335 213 338 131 275 243;097 193 192 197 137 335 224 213 131 275 138 243;097 193 192 197 324 137 224 213 275 138 243 359;192 197 324 137 335 224 213 338 131 275 243 101,4
169.06,097 193 192 197 137 335 213 338 131 275 138 243;097 193 192 197 324 137 213 338 275 138 243 359;097 193 192 197 324 137 335 224 213 338 275 101;097 193 192 197 324 335 213 338 275 138 243 101,4
169.07,097 193 192 197 324 137 224 213 338 131 275 243;097 193 192 197 324 137 335 224 338 275 138 243;097 193 192 197 324 137 213 131 275 138 243 359;097 193 192 197 324 137 335 224 213 131 275 101,4
169.08,097 193 192 324 137 335 224 213 338 275 138 243;097 193 192 197 324 137 335 224 131 275 138 243;097 193 192 197 137 224 213 338 131 275 138 243;097 193 192 197 324 137 335 213 338 131 275 101,4
169.09,097 193 192 324 137 335 224 213 131 275 138 243;097 193 192 197 324 137 335 338 131 275 138 243;097 193 192 197 324 137 335 224 213 275 243 359;097 193 192 197 137 335 213 338 131 275 138 101,4
169.1,097 193 197 324 137 335 224 213 338 275 138 243;097 193 192 324 137 335 213 338 131 275 138 243;097 193 192 197 324 137 335 213 338 275 243 359;097 193 192 197 137 335 224 213 275 138 243 359,4
169.11,097 193 197 324 137 335 224 213 131 275 138 243;097 193 192 197 324 137 224 338 131 275 138 243;097 193 192 324 137 224 213 338 131 275 138 243;097 193 192 197 324 137 335 213 131 275 243 359,4
169.12,097 193 192 197 137 335 224 213 338 131 275 243;097 193 197 324 137 335 213 338 131 275 138 243;097 193 192 197 324 137 224 213 338 275 243 359;097 193 192 197 137 335 213 131 275 138 243 359,4
169.13,097 192 197 324 137 335 224 213 338 275 138 243;097 193 192 197 324 137 224 213 131 275 243 359;097 193 192 197 324 137 335 224 275 138 243 359;097 193 192 197 137 224 213 338 275 138 243 359,4
169.14,097 192 197 324 137 335 224 213 131 275 138 243;097 193 197 324 137 224 213 338 131 275 138 243;097 193 192 197 324 137 213 338 131 275 243 359;097 193 192 324 137 335 224 213 275 138 243 359,4
169.15,097 193 192 197 324 137 335 224 338 131 275 243;097 192 197 324 137 335 213 338 131 275 138 243;097 193 192 324 137 335 213 338 275 138 243 359;097 193 192 197 324 137 335 131 275 138 243 359,4
169.16,097 193 192 324 137 335 224 213 338 131 275 243;097 193 192 197 137 335 224 338 131 275 138 243;097 193 197 324 137 335 224 213 275 138 243 359;097 193 192 197 324 137 224 338 275 138 243 359,4
169.17,193 192 197 324 137 335 224 213 338 275 138 243;097 192 197 324 137 224 213 338 131 275 138 243;097 193 192 137 335 224 213 338 131 275 138 243;097 193 197 324 137 335 213 338 275 138 243 359,4
169.18,193 192 197 324 137 335 224 213 131 275 138 243;097 193 192 197 137 335 224 213 338 275 243 359;097 193 197 324 137 335 213 131 275 138 243 359;097 193 192 324 137 224 213 131 275 138 243 359,4
169.19,097 193 197 324 137 335 224 213 338 131 275 243;193 192 197 324 137 335 213 338 131 275 138 243;097 193 197 137 335 224 213 338 131 275 138 243;097 193 192 197 137 335 224 213 131 275 243 359,4
169.2,097 193 192 324 137 335 224 338 131 275 138 243;097 193 192 197 324 137 335 224 338 275 243 359;097 193 192 197 137 335 213 338 131 275 243 359;097 192 197 324 137 335 224 213 275 138 243 359,4
169.21,193 192 197 324 137 224 213 338 131 275 138 243;097 193 192 324 137 335 224 213 338 275 243 359;097 193 192 197 324 137 335 224 131 275 243 359;097 193 192 197 137 224 213 338 131 275 243 359,4
169.22,097 192 197 324 137 335 224 213 338 131 275 243;097 193 197 324 137 335 224 338 131 275 138 243;097 193 192 324 137 335 224 213 131 275 243 359;097 193 192 197 324 137 335 338 131 275 243 359,4
169.23,097 192 197 137 335 224 213 338 131 275 138 243;097 193 324 137 335 224 213 338 131 275 138 243;097 193 192 324 137 335 213 338 131 275 243 359;097 192 197 324 137 224 213 131 275 138 243 359,4
169.24,097 193 197 324 137 335 224 213 338 275 243 359;097 193 192 197 324 137 224 338 131 275 243 359;193 192 197 324 137 335 224 213 275 138 243 359;193 192 197 324 137 335 213 338 275 138 243 359,4
169.25,097 192 197 324 137 335 224 338 131 275 138 243;097 193 197 324 137 335 224 213 131 275 243 359;097 193 192 324 137 224 213 338 131 275 243 359;097 193 192 324 137 335 224 338 275 138 243 359,4
169.26,193 192 197 324 137 335 224 213 338 131 275 243;097 192 324 137 335 224 213 338 131 275 138 243;097 193 197 324 137 335 213 338 131 275 243 359;193 192 197 324 137 224 213 338 275 138 243 359,4
169.27,193 192 197 137 335 224 213 338 131 275 138 243;097 192 197 324 137 335 224 213 338 275 243 359;097 193 197 324 137 335 224 338 275 138 243 359;193 192 197 324 137 224 213 131 275 138 243 359,4
169.28,097 192 197 324 137 335 224 213 131 275 243 359;097 193 197 324 137 224 213 338 131 275 243 359;097 192 197 137 335 224 213 338 275 138 243 359;097 193 324 137 335 224 213 338 275 138 243 359,4
169.29,193 192 197 324 137 335 224 338 131 275 138 243;097 197 324 137 335 224 213 338 131 275 138 243;097 192 197 324 137 335 213 338 131 275 243 359;097 192 197 137 335 224 213 131 275 138 243 359,4
169.3,193 192 324 137 335 224 213 338 131 275 138 243;097 193 192 197 137 335 224 338 131 275 243 359;097 192 197 137 335 213 338 131 275 138 243 359;097 193 324 137 335 213 338 131 275 138 243 359,4
169.31,193 192 197 324 137 335 224 213 338 275 243 359;097 192 197 324 137 224 213 338 131 275 243 359;097 193 192 137 335 224 213 338 131 275 243 359;097 192 197 324 137 335 224 338 275 138 243 359,4
169.32,193 192 197 324 137 335 224 213 131 275 243 359;193 192 197 137 335 224 213 338 275 138 243 359;097 192 197 324 137 335 224 131 275 138 243 359;097 192 324 137 335 224 213 131 275 138 243 359,4
169.33,193 197 324 137 335 224 213 338 131 275 138 243;097 193 192 324 137 335 224 338 131 275 243 359;193 192 197 324 137 335 213 338 131 275 243 359;097 193 197 137 335 224 213 338 131 275 243 359,4
169.34,193 192 197 324 137 335 224 338 275 138 243 359;097 197 324 137 335 224 213 338 275 138 243 359;097 192 197 324 137 224 338 131 275 138 243 359;097 193 192 137 335 224 338 131 275 138 243 359,4
169.35,193 192 197 324 137 224 213 338 131 275 243 359;193 192 324 137 335 224 213 338 275 138 243 359;097 197 324 137 335 224 213 131 275 138 243 359;193 192 197 137 224 213 338 131 275 138 243 359,4
169.36,192 197 324 137 335 224 213 338 131 275 138 243;097 193 197 324 137 335 224 338 131 275 243 359;097 192 197 137 335 224 213 338 131 275 243 359;193 192 197 324 137 335 224 131 275 138 243 359,4
169.37,097 193 192 197 324 137 335 224 213 338 275 138;097 193 324 137 335 224 213 338 131 275 243 359;097 193 197 137 335 224 338 131 275 138 243 359;193 192 324 137 335 213 338 131 275 138 243 359,4
169.38,097 193 192 197 324 137 335 224 213 131 275 138;193 197 324 137 335 224 213 338 275 138 243 359;193 192 197 324 137 224 338 131 275 138 243 359;097 197 324 137 224 213 338 131 275 138 243 359,4
169.39,097 193 192 197 324 137 335 213 338 131 275 138;097 192 197 324 137 335 224 338 131 275 243 359;193 197 324 137 335 224 213 131 275 138 243 359;193 192 324 137 224 213 338 131 275 138 243 359,4
