audit_status,boolish_full_grid,cast_from_boolish_to_float_full_grid,cast_to_float_full_grid,float_full_grid_from_boolish,full_grid_bool,full_grid_float,full_grid_int32,full_grid_uint8,heuristic_saving,node_count,op_counts,reason,task_id,top_full_grid_producers,where_full_grid
ok,0,0,0,0,0,1,0,1,0,8,Slice:3 Cast:3 Where:1 Pad:1,ok,312,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,282,Mul:76 Slice:64 Cast:64 ReduceSum:24 Sub:24 Sum:20 Concat:9 Pad:1,ok,314,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,14,Sub:5 Slice:2 Cast:2 Constant:1 Mul:1 Sum:1 Concat:1 Pad:1,ok,318,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,22,Conv:6 Mul:5 Slice:3 Cast:3 Sub:3 Sum:1 Pad:1,ok,321,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,8,Slice:1 Cast:1 MaxPool:1 ReduceMax:1 Constant:1 Sub:1 Concat:1 Pad:1,ok,322,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,52,Cast:7 Reshape:7 Greater:6 And:4 ReduceMax:4 Mul:4 ReduceSum:3 Add:3 Einsum:3 Slice:1 LessOrEqual:1 ArgMax:1,ok,324,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,18,Pad:7 Slice:3 Mul:3 Sum:3 Cast:1 ReduceMax:1,ok,327,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,21,Sub:4 Mul:3 ReduceSum:2 Relu:2 Sum:2 Slice:1 Cast:1 ReduceMax:1 Div:1 Floor:1 Neg:1 Min:1,ok,329,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,29,Cast:5 ReduceSum:3 Greater:3 Where:3 ReduceMax:2 Sub:2 And:2 Less:2 Slice:1 Conv:1 Mod:1 Equal:1,ok,332,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,9,Sub:2 Slice:1 ReduceSum:1 ArgMax:1 Gather:1 Unsqueeze:1 Concat:1 Pad:1,ok,334,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,13,Cast:2 ReduceSum:2 Slice:1 Sub:1 ArgMax:1 Add:1 OneHot:1 Unsqueeze:1 Gather:1 Mul:1 Pad:1,ok,339,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,72,Where:11 Cast:10 ReduceSum:8 Equal:8 Sub:7 Greater:6 Mul:6 Slice:4 And:3 Sum:3 ReduceMax:2 ArgMax:1,ok,340,Cast:2 input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,101,Slice:26 Pad:25 Max:24 Mul:9 Sub:5 ReduceMax:4 ReduceSum:3 Cast:2 Min:2 Sum:1,ok,341,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,89,Slice:22 Add:19 Cast:12 Sub:12 Pad:12 Mul:10 Concat:2,ok,345,input_or_initializer:3 Pad:2 Sub:2 Concat:1,0
ok,0,0,0,0,0,1,0,0,0,13,Slice:2 Cast:2 ReduceMax:2 Mul:2 Constant:1 Max:1 Sub:1 Sum:1 Pad:1,ok,347,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,4,0,25,Gather:6 Cast:5 Slice:2 ReduceMax:2 Reshape:2 ArgMax:2 Add:2 ReduceSum:1 Greater:1 Where:1 Pad:1,ok,351,Cast:2 Gather:2 input_or_initializer:1 Pad:1 Slice:1,0
ok,0,0,0,0,0,1,0,0,0,132,Mul:60 ReduceSum:17 Cast:14 Where:14 Equal:9 Sub:5 Less:4 Greater:2 Slice:1 Conv:1 Or:1 Not:1,ok,358,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,13,Slice:4 Cast:3 Mul:2 ReduceMax:1 Sub:1 Add:1 Pad:1,ok,360,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,28,Cast:6 ReduceSum:3 ReduceMax:3 Greater:2 ArgMax:2 Sum:2 Equal:2 Where:2 Sub:2 Slice:1 Gather:1 Concat:1,ok,362,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,6,0,234,Cast:51 Less:30 Gather:25 Add:16 Unsqueeze:14 ReduceMax:12 Squeeze:11 ReduceSum:11 Mul:11 Greater:8 ArgMax:8 Pad:8,ok,365,Gather:5 Mul:2 Cast:2 input_or_initializer:1,0
ok,0,0,0,0,0,1,0,0,0,186,Mul:36 Sub:28 ReduceSum:21 Where:20 Abs:18 Less:18 Cast:15 Slice:11 Sum:11 Pad:3 ReduceMax:2 ArgMax:2,ok,368,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,26,Mul:6 Sub:6 Relu:3 Slice:2 Cast:2 Conv:2 Min:2 Sum:1 Concat:1 Pad:1,ok,369,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,155,Mul:23 Cast:22 Add:19 Sub:15 Clip:12 Reshape:12 Gather:12 Where:10 ReduceSum:5 ReduceMax:5 Max:5 Greater:4,ok,370,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,23,ReduceSum:3 Mul:3 Sub:3 Slice:2 Cast:2 Div:2 Abs:2 Sum:1 Less:1 Where:1 Concat:1 Conv:1,ok,371,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,9,Slice:3 Cast:2 Constant:1 Greater:1 Where:1 Pad:1,ok,372,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,9,Concat:3 Slice:2 Cast:2 Tile:1 Pad:1,ok,373,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,96,And:22 Where:14 ReduceMax:9 Greater:7 Sub:7 Sum:7 ReduceMin:6 Mul:5 Equal:5 Cast:3 Or:3 LessOrEqual:2,ok,378,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,107,Greater:16 Where:16 Sub:13 Mul:11 ReduceSum:9 Cast:7 MaxPool:6 Sum:6 And:6 Less:4 Slice:3 Add:3,ok,379,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,3,0,39,Cast:5 Reshape:4 ArgMax:4 Gather:4 Sub:4 Add:4 Less:4 Mul:4 ReduceMax:3 Where:2 Slice:1,ok,384,Mul:2 Cast:2 Gather:2 input_or_initializer:1 ReduceMax:1,0
ok,0,0,0,0,0,1,0,0,0,15,Sub:3 Mul:3 Slice:2 Cast:2 ReduceMax:2 Constant:1 Sum:1 Pad:1,ok,386,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,125,Where:34 Equal:28 Add:13 Sub:9 Greater:5 Cast:4 ReduceMax:4 Tile:4 Or:4 ReduceSum:3 And:3 Slice:2,ok,387,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,51,Slice:11 Mul:10 Concat:5 Cast:4 Sub:4 Div:3 Unsqueeze:2 Reshape:2 Floor:2 Flatten:1 MatMul:1 ReduceSum:1,ok,392,Mul:8 Concat:3 input_or_initializer:2,0
ok,0,0,0,0,0,1,0,0,0,25,OneHot:5 ArgMax:3 Add:3 Unsqueeze:3 Mul:2 Squeeze:2 Sub:2 ReduceSum:1 Cast:1 Slice:1 Concat:1 Pad:1,ok,393,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,75,Cast:15 Unsqueeze:8 Mod:7 Add:7 Reshape:4 Mul:4 Sub:4 ReduceSum:3 Greater:3 Less:3 Clip:3 Concat:3,ok,394,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,14,Sub:3 Mul:3 Slice:2 Cast:2 ReduceMax:2 Sum:1 Pad:1,ok,395,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,86,Cast:25 Conv:18 Greater:16 Gather:9 Pad:5 Sum:4 And:4 Slice:1 Equal:1 Add:1 Not:1 Concat:1,ok,397,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,2,0,44,And:7 Slice:6 Where:6 Equal:5 Add:4 Or:4 Cast:3 Less:2 Conv:1 ReduceSum:1 Mul:1 Sub:1,ok,398,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,1,0,8,ReduceSum:2 Sub:1 Abs:1 Neg:1 ArgMax:1 Gather:1 Pad:1,ok,399,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,4,0,25,Gather:6 Cast:5 Slice:2 ReduceMax:2 Reshape:2 ArgMax:2 Add:2 ReduceSum:1 Greater:1 Where:1 Pad:1,ok,400,Cast:2 Gather:2 input_or_initializer:1 Pad:1 Slice:1,0
