rank,task_id,family,priority,current_cost,current_points,target_cost,gain_to_target,rule_target,lowering_target,reject_lowering,first_action,acceptance,submission_policy
315,146,crop_resize,P1,2256,17.27865138738205,1000,0.8135933336358114,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
316,38,crop_resize,P1,2193,17.306974251582112,1000,0.7852704694357513,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
317,386,crop_resize,P1,2183,17.311544643450056,1000,0.7807000775678077,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
318,389,line_grid_fill,P1,1898,17.451444020830127,1000,0.6408007001877358,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
319,207,crop_resize,P1,1875,17.463636061595487,1000,0.6286086594223761,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
320,399,crop_resize,P1,1839,17.48302277539568,1000,0.6092219456221848,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
321,83,crop_resize,P1,1800,17.504458056115745,250,1.9740810260220094,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
322,108,crop_resize,P1,1800,17.504458056115745,250,1.9740810260220094,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
323,142,crop_resize,P1,1800,17.504458056115745,250,1.9740810260220094,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
324,152,crop_resize,P1,1800,17.504458056115745,250,1.9740810260220094,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
325,194,crop_resize,P1,1800,17.504458056115745,250,1.9740810260220094,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
326,211,crop_resize,P1,1800,17.504458056115745,250,1.9740810260220094,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
327,214,region_partition_fill,P1,1800,17.504458056115745,250,1.9740810260220094,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
328,223,crop_resize,P1,1800,17.504458056115745,250,1.9740810260220094,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
329,307,crop_resize,P1,1800,17.504458056115745,250,1.9740810260220094,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
330,299,sparse_edit_or_object_completion,P1,1790,17.5100291011652,250,1.9685099809725557,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
331,395,crop_resize,P1,1667,17.581219117249205,250,1.897319964888549,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
332,6,crop_resize,P1,1631,17.603051397378987,250,1.8754876847587667,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
333,347,crop_resize,P1,1607,17.61787563426249,250,1.8606634478752646,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
334,229,line_grid_fill,P1,1409,17.74936448810132,250,1.729174594036433,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
335,235,crop_resize,P1,1338,17.801068759311825,250,1.6774703228259291,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
336,72,crop_resize,P1,1309,17.8229812340901,250,1.6555578480476534,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
338,114,crop_resize,P1,1254,17.865906278807135,250,1.6126328033306194,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
339,52,line_grid_fill,P1,1228,17.886857891292912,250,1.5916811908448416,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
340,181,sparse_edit_or_object_completion,P1,1194,17.91493570604745,250,1.5636033760903025,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
341,106,crop_resize,P1,1164,17.940382371708615,250,1.5381567104291385,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
342,257,crop_resize,P1,1077,18.01806532284361,250,1.4604737592941426,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
343,150,sparse_edit_or_object_completion,P1,1014,18.078341815848873,250,1.400197266288881,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
344,155,sparse_edit_or_object_completion,P1,1014,18.078341815848873,250,1.400197266288881,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
345,73,line_grid_fill,P1,910,18.186555400489105,250,1.2919836816486487,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
346,95,point_to_line_pattern,P1,910,18.186555400489105,250,1.2919836816486487,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
347,98,sparse_edit_or_object_completion,P1,910,18.186555400489105,250,1.2919836816486487,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
348,120,sparse_edit_or_object_completion,P1,910,18.186555400489105,250,1.2919836816486487,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
349,147,sparse_edit_or_object_completion,P1,910,18.186555400489105,250,1.2919836816486487,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
350,151,line_grid_fill,P1,910,18.186555400489105,250,1.2919836816486487,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
351,171,point_to_line_pattern,P1,910,18.186555400489105,250,1.2919836816486487,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
352,266,point_to_line_pattern,P1,910,18.186555400489105,250,1.2919836816486487,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
353,272,sparse_edit_or_object_completion,P1,910,18.186555400489105,250,1.2919836816486487,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
354,283,sparse_edit_or_object_completion,P1,910,18.186555400489105,250,1.2919836816486487,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
355,294,sparse_edit_or_object_completion,P1,910,18.186555400489105,250,1.2919836816486487,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
356,331,sparse_edit_or_object_completion,P1,910,18.186555400489105,250,1.2919836816486487,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
357,15,sparse_edit_or_object_completion,P1,900,18.197605236675688,250,1.2809338454620658,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
358,127,region_partition_fill,P1,900,18.197605236675688,250,1.2809338454620658,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
359,220,sparse_edit_or_object_completion,P1,900,18.197605236675688,250,1.2809338454620658,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
360,230,sparse_edit_or_object_completion,P1,900,18.197605236675688,250,1.2809338454620658,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
361,282,point_to_line_pattern,P1,900,18.197605236675688,250,1.2809338454620658,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
362,317,point_to_line_pattern,P1,900,18.197605236675688,250,1.2809338454620658,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
363,339,crop_resize,P1,884,18.215542937362358,250,1.2629961447753963,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
364,322,point_to_line_pattern,P1,867,18.23496102321946,250,1.2435780589182954,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
365,129,point_to_line_pattern,P1,807,18.306676331730053,250,1.1718627504077013,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
366,111,crop_resize,P1,797,18.319145321209785,250,1.1593937609279692,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
367,144,crop_resize,P1,786,18.333043207570793,250,1.1454958745669614,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
368,318,crop_resize,P1,739,18.394702079051797,250,1.0838370030859572,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
369,26,crop_resize,P1,738,18.39605617539953,250,1.0824829067382247,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
370,380,line_grid_fill,P1,728,18.409698951803314,250,1.06884013033444,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
371,167,region_partition_fill,P1,685,18.470581161737776,250,1.0079579203999778,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
372,236,crop_resize,P1,643,18.53385527576238,250,0.9446838063753731,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
373,334,crop_resize,P1,609,18.588181732290103,250,0.8903573498476511,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
374,373,region_partition_fill,P1,524,18.738508315678956,250,0.7400307664587977,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
375,393,crop_resize,P1,459,18.870949789939456,250,0.6075892921982984,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
376,149,crop_resize,P1,437,18.92006680490441,250,0.5584722772333457,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
377,87,sparse_edit_or_object_completion,P1,368,19.09191706183107,250,0.38662202030668524,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
