added_total,all_top_deltas,all_top_line_types,balanced_removed_added_colors,color_count_preserved_nonzero_colors,color_counts_preserved,color_motion,dominant_delta,dominant_line_type,idx,input_nonzero_bbox,nonzero_count_preserved,output_nonzero_bbox,recolor_total,removed_total,shape,split
0,,,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(1, 1, 10, 12)""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 22, ""output_count"": 22, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 22, ""output_count"": 22, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]",,,10,"(1, 0, 13, 21)",False,"(5, 0, 13, 21)",0,2,"(17, 22)",arc-gen
4,"1,0:2 11,0:1 -1,0:1",vertical:4,2,2,True,"[{""added"": 3, ""added_bbox"": ""(11, 12, 11, 28)"", ""color"": 3, ""delta_counts"": {""1,0"": 2, ""11,0"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 33, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 4.3333, ""output_count"": 33, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(0, 12, 10, 28)"", ""top_delta"": ""(1, 0):2 (11, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 1, ""added_bbox"": ""(7, 13, 7, 13)"", ""color"": 4, ""delta_counts"": {""-1,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 13, 8, 13)"", ""top_delta"": ""(-1, 0):1"", ""top_line_type"": ""vertical:1""}]","1,0",vertical,11,"(0, 0, 12, 29)",True,"(6, 0, 12, 29)",0,4,"(13, 30)",arc-gen
4,"2,0:1 -1,0:1 -3,0:1 -10,0:1",vertical:4,3,3,False,"[{""added"": 1, ""added_bbox"": ""(18, 4, 18, 4)"", ""color"": 2, ""delta_counts"": {""2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 17, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(16, 4, 16, 4)"", ""top_delta"": ""(2, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(0, 3, 9, 6)""}, {""added"": 1, ""added_bbox"": ""(4, 10, 4, 10)"", ""color"": 6, ""delta_counts"": {""-1,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 17, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(5, 10, 5, 10)"", ""top_delta"": ""(-1, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 2, ""added_bbox"": ""(13, 11, 13, 13)"", ""color"": 7, ""delta_counts"": {""-10,0"": 1, ""-3,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 18, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 6.5, ""output_count"": 18, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(16, 11, 23, 13)"", ""top_delta"": ""(-3, 0):1 (-10, 0):1"", ""top_line_type"": ""vertical:2""}]","2,0",vertical,12,"(0, 0, 23, 15)",False,"(3, 0, 19, 15)",0,6,"(25, 16)",arc-gen
3,"9,0:1 7,0:1 3,0:1",vertical:3,2,2,False,"[{""added"": 3, ""added_bbox"": ""(10, 11, 10, 20)"", ""color"": 1, ""delta_counts"": {""3,0"": 1, ""7,0"": 1, ""9,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 6.3333, ""output_count"": 26, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(1, 11, 7, 20)"", ""top_delta"": ""(9, 0):1 (7, 0):1 (3, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(3, 7, 9, 8)""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 23, ""output_count"": 23, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","9,0",vertical,13,"(1, 0, 11, 22)",False,"(5, 0, 11, 22)",0,5,"(14, 23)",arc-gen
0,,,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 17, ""output_count"": 17, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 6, ""input_count"": 17, ""output_count"": 17, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 17, ""output_count"": 17, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(10, 16, 10, 16)""}]",,,14,"(0, 3, 16, 18)",False,"(0, 3, 16, 18)",0,1,"(17, 21)",arc-gen
2,"0,10:1 0,4:1",horizontal:2,2,2,False,"[{""added"": 1, ""added_bbox"": ""(11, 11, 11, 11)"", ""color"": 1, ""delta_counts"": {""0,10"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 10.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(11, 1, 11, 1)"", ""top_delta"": ""(0, 10):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(4, 0, 16, 4)""}, {""added"": 1, ""added_bbox"": ""(27, 5, 27, 5)"", ""color"": 9, ""delta_counts"": {""0,4"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(27, 1, 27, 1)"", ""top_delta"": ""(0, 4):1"", ""top_line_type"": ""horizontal:1""}]","0,10",horizontal,15,"(0, 0, 29, 12)",False,"(0, 5, 29, 12)",0,5,"(30, 13)",arc-gen
9,"-9,0:4 3,0:1 -2,0:1 -5,0:1 -1,0:1 -11,0:1",vertical:9,2,2,False,"[{""added"": 3, ""added_bbox"": ""(10, 12, 12, 22)"", ""color"": 1, ""delta_counts"": {""-2,0"": 1, ""-5,0"": 1, ""3,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 3.3333, ""output_count"": 32, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(7, 12, 17, 22)"", ""top_delta"": ""(3, 0):1 (-2, 0):1 (-5, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 6, ""added_bbox"": ""(4, 7, 4, 25)"", ""color"": 3, ""delta_counts"": {""-1,0"": 1, ""-11,0"": 1, ""-9,0"": 4}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 35, ""line_counts"": {""vertical"": 6}, ""mean_manhattan"": 8.0, ""output_count"": 35, ""pair_count"": 6, ""perfect_size_match"": true, ""removed"": 6, ""removed_bbox"": ""(5, 7, 15, 25)"", ""top_delta"": ""(-9, 0):4 (-1, 0):1 (-11, 0):1"", ""top_line_type"": ""vertical:6""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 4, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 4, ""removed_bbox"": ""(5, 2, 16, 21)""}]","-9,0",vertical,16,"(3, 0, 17, 28)",False,"(3, 0, 12, 28)",0,13,"(20, 29)",arc-gen
2,"-1,0:1 -2,0:1",vertical:2,2,2,False,"[{""added"": 1, ""added_bbox"": ""(10, 9, 10, 9)"", ""color"": 3, ""delta_counts"": {""-1,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 28, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(11, 9, 11, 9)"", ""top_delta"": ""(-1, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(4, 25, 4, 25)"", ""color"": 4, ""delta_counts"": {""-2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 28, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(6, 25, 6, 25)"", ""top_delta"": ""(-2, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(0, 4, 13, 26)""}]","-1,0",vertical,17,"(0, 0, 13, 26)",False,"(3, 0, 10, 26)",0,5,"(14, 27)",arc-gen
8,"4,0:1 26,0:1 17,0:1 12,0:1 18,0:1 1,0:1 9,0:1 -1,0:1",vertical:8,4,4,False,"[{""added"": 1, ""added_bbox"": ""(5, 6, 5, 6)"", ""color"": 1, ""delta_counts"": {""4,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 30, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 6, 1, 6)"", ""top_delta"": ""(4, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 3, ""added_bbox"": ""(27, 8, 27, 22)"", ""color"": 2, ""delta_counts"": {""12,0"": 1, ""17,0"": 1, ""26,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 18.3333, ""output_count"": 32, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(1, 8, 15, 22)"", ""top_delta"": ""(26, 0):1 (17, 0):1 (12, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(24, 11, 24, 28)""}, {""added"": 2, ""added_bbox"": ""(19, 8, 19, 20)"", ""color"": 6, ""delta_counts"": {""1,0"": 1, ""18,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 9.5, ""output_count"": 31, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 8, 18, 20)"", ""top_delta"": ""(18, 0):1 (1, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 2, ""added_bbox"": ""(11, 6, 13, 7)"", ""color"": 8, ""delta_counts"": {""-1,0"": 1, ""9,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 5.0, ""output_count"": 31, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(2, 6, 14, 7)"", ""top_delta"": ""(9, 0):1 (-1, 0):1"", ""top_line_type"": ""vertical:2""}]","4,0",vertical,18,"(1, 0, 28, 28)",False,"(5, 0, 28, 28)",0,10,"(29, 29)",arc-gen
9,"10,0:2 1,0:2 21,0:1 14,0:1 2,0:1 12,0:1 6,0:1",vertical:9,3,3,True,"[{""added"": 6, ""added_bbox"": ""(22, 5, 22, 25)"", ""color"": 2, ""delta_counts"": {""1,0"": 1, ""10,0"": 2, ""14,0"": 1, ""2,0"": 1, ""21,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 35, ""line_counts"": {""vertical"": 6}, ""mean_manhattan"": 9.6667, ""output_count"": 35, ""pair_count"": 6, ""perfect_size_match"": true, ""removed"": 6, ""removed_bbox"": ""(1, 5, 21, 25)"", ""top_delta"": ""(10, 0):2 (21, 0):1 (14, 0):1 (2, 0):1 (1, 0):1"", ""top_line_type"": ""vertical:6""}, {""added"": 3, ""added_bbox"": ""(13, 0, 13, 8)"", ""color"": 6, ""delta_counts"": {""1,0"": 1, ""12,0"": 1, ""6,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 6.3333, ""output_count"": 32, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(1, 0, 12, 8)"", ""top_delta"": ""(12, 0):1 (6, 0):1 (1, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 29, ""output_count"": 29, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","10,0",vertical,19,"(1, 0, 23, 28)",True,"(5, 0, 23, 28)",0,9,"(24, 29)",arc-gen
0,,,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 26, ""output_count"": 26, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 26, ""output_count"": 26, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(2, 1, 19, 8)""}]",,,20,"(0, 1, 25, 12)",False,"(0, 5, 25, 12)",0,2,"(26, 13)",arc-gen
3,"0,-3:1 0,-5:1 0,2:1",horizontal:3,3,3,True,"[{""added"": 2, ""added_bbox"": ""(2, 5, 11, 5)"", ""color"": 1, ""delta_counts"": {""0,-3"": 1, ""0,-5"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 4.0, ""output_count"": 21, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(2, 8, 11, 10)"", ""top_delta"": ""(0, -3):1 (0, -5):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 19, ""output_count"": 19, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 1, ""added_bbox"": ""(9, 17, 9, 17)"", ""color"": 8, ""delta_counts"": {""0,2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 20, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 15, 9, 15)"", ""top_delta"": ""(0, 2):1"", ""top_line_type"": ""horizontal:1""}]","0,-3",horizontal,21,"(0, 4, 18, 18)",True,"(0, 4, 18, 18)",0,3,"(19, 22)",arc-gen
4,"0,-12:2 0,4:1 0,-3:1",horizontal:4,3,3,False,"[{""added"": 1, ""added_bbox"": ""(5, 12, 5, 12)"", ""color"": 3, ""delta_counts"": {""0,4"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 20, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(5, 8, 5, 8)"", ""top_delta"": ""(0, 4):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(6, 25, 6, 25)""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 6, ""input_count"": 19, ""output_count"": 19, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 3, ""added_bbox"": ""(6, 7, 14, 7)"", ""color"": 9, ""delta_counts"": {""0,-12"": 2, ""0,-3"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 22, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 9.0, ""output_count"": 22, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(6, 10, 14, 19)"", ""top_delta"": ""(0, -12):2 (0, -3):1"", ""top_line_type"": ""horizontal:3""}]","0,-12",horizontal,22,"(0, 6, 18, 25)",False,"(0, 6, 18, 22)",0,5,"(19, 27)",arc-gen
5,"0,4:1 0,10:1 0,1:1 0,-4:1 0,-5:1",horizontal:5,2,2,False,"[{""added"": 3, ""added_bbox"": ""(3, 10, 10, 10)"", ""color"": 1, ""delta_counts"": {""0,1"": 1, ""0,10"": 1, ""0,4"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 25, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 5.0, ""output_count"": 25, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(3, 0, 10, 9)"", ""top_delta"": ""(0, 4):1 (0, 10):1 (0, 1):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(1, 9, 15, 14)""}, {""added"": 2, ""added_bbox"": ""(5, 4, 17, 4)"", ""color"": 9, ""delta_counts"": {""0,-4"": 1, ""0,-5"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 4.5, ""output_count"": 24, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(5, 8, 17, 9)"", ""top_delta"": ""(0, -4):1 (0, -5):1"", ""top_line_type"": ""horizontal:2""}]","0,4",horizontal,23,"(0, 0, 21, 14)",False,"(0, 3, 21, 11)",0,7,"(22, 15)",arc-gen
2,"0,-4:1 0,4:1",horizontal:2,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(17, 5, 22, 5)""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 25, ""output_count"": 25, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 2, ""added_bbox"": ""(4, 9, 16, 11)"", ""color"": 7, ""delta_counts"": {""0,-4"": 1, ""0,4"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 4.0, ""output_count"": 27, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(4, 5, 16, 15)"", ""top_delta"": ""(0, -4):1 (0, 4):1"", ""top_line_type"": ""horizontal:2""}]","0,-4",horizontal,24,"(0, 3, 24, 15)",False,"(0, 3, 24, 11)",0,4,"(25, 16)",arc-gen
12,"0,-18:1 0,-22:1 0,2:1 0,13:1 0,6:1 0,-10:1 0,1:1 0,14:1",horizontal:12,3,3,False,"[{""added"": 3, ""added_bbox"": ""(3, 4, 19, 6)"", ""color"": 2, ""delta_counts"": {""0,-18"": 1, ""0,-22"": 1, ""0,2"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 14.0, ""output_count"": 27, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(3, 2, 19, 28)"", ""top_delta"": ""(0, -18):1 (0, -22):1 (0, 2):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 4, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 4, ""removed_bbox"": ""(3, 0, 23, 25)""}, {""added"": 3, ""added_bbox"": ""(3, 13, 22, 15)"", ""color"": 8, ""delta_counts"": {""0,-10"": 1, ""0,13"": 1, ""0,6"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 9.6667, ""output_count"": 27, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(3, 0, 22, 25)"", ""top_delta"": ""(0, 13):1 (0, 6):1 (0, -10):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 6, ""added_bbox"": ""(1, 21, 14, 21)"", ""color"": 9, ""delta_counts"": {""0,1"": 1, ""0,14"": 1, ""0,18"": 1, ""0,19"": 1, ""0,4"": 1, ""0,9"": 1}, ""dominant_delta_share"": 0.1667, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 6}, ""mean_manhattan"": 10.8333, ""output_count"": 30, ""pair_count"": 6, ""perfect_size_match"": true, ""removed"": 6, ""removed_bbox"": ""(1, 2, 14, 20)"", ""top_delta"": ""(0, 1):1 (0, 14):1 (0, 4):1 (0, 9):1 (0, 19):1"", ""top_line_type"": ""horizontal:6""}]","0,-18",horizontal,25,"(0, 0, 23, 28)",False,"(0, 4, 23, 22)",0,16,"(24, 29)",arc-gen
6,"0,-5:2 0,-2:1 0,-1:1 0,-3:1 0,4:1",horizontal:6,2,2,False,"[{""added"": 4, ""added_bbox"": ""(3, 5, 24, 5)"", ""color"": 7, ""delta_counts"": {""0,-1"": 1, ""0,-2"": 1, ""0,-5"": 2}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 4}, ""mean_manhattan"": 3.25, ""output_count"": 31, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(3, 6, 24, 10)"", ""top_delta"": ""(0, -5):2 (0, -2):1 (0, -1):1"", ""top_line_type"": ""horizontal:4""}, {""added"": 2, ""added_bbox"": ""(4, 12, 8, 14)"", ""color"": 8, ""delta_counts"": {""0,-3"": 1, ""0,4"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 3.5, ""output_count"": 29, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(4, 8, 8, 17)"", ""top_delta"": ""(0, -3):1 (0, 4):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(1, 11, 19, 17)""}]","0,-5",horizontal,26,"(0, 4, 26, 17)",False,"(0, 4, 26, 14)",0,8,"(27, 19)",arc-gen
5,"-2,0:2 4,0:1 3,0:1 -9,0:1",vertical:5,2,2,False,"[{""added"": 3, ""added_bbox"": ""(13, 1, 15, 4)"", ""color"": 1, ""delta_counts"": {""-2,0"": 1, ""3,0"": 1, ""4,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 3.0, ""output_count"": 30, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(9, 1, 17, 4)"", ""top_delta"": ""(4, 0):1 (3, 0):1 (-2, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 2, ""added_bbox"": ""(7, 16, 7, 21)"", ""color"": 6, ""delta_counts"": {""-2,0"": 1, ""-9,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 5.5, ""output_count"": 29, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(9, 16, 16, 21)"", ""top_delta"": ""(-2, 0):1 (-9, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(10, 21, 10, 21)""}]","-2,0",vertical,27,"(6, 0, 17, 26)",False,"(6, 0, 15, 26)",0,6,"(21, 27)",arc-gen
