task_id,synthesis_family,route_prediction,current_source,current_template,current_cost,current_points,train_count,test_count,arc_gen_count,shape_pairs,input_colors,output_colors,avg_changed_ratio,avg_input_nonzero_ratio,avg_output_nonzero_ratio,avg_line_score,avg_component_count,needs_program_synthesis,cost_rank,priority_band
356,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5002,16.482407,3,1,262,"(10, 10)->(10, 10):3",0 8,0 8,0.096667,0.050000,0.146667,0.000,5.000,1,284,tail
371,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,4924,16.498124,2,2,262,"(10, 10)->(10, 10):2",0 1,0 1 3,0.050000,0.020000,0.070000,0.000,2.000,0,285,tail
99,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,4910,16.500971,3,1,261,"(10, 10)->(10, 10):3",0 1 2 3 6 8,0 1 2 3 6 8,0.173333,0.226667,0.400000,0.000,2.667,1,286,tail
136,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,4837,16.515950,3,1,262,"(10, 10)->(10, 10):3",0 1 2,0 1 2,0.073333,0.080000,0.153333,0.000,2.000,1,287,tail
206,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,4796,16.524462,3,1,262,"(10, 8)->(10, 8):1;(8, 7)->(8, 7):1;(9, 9)->(9, 9):1",0 1 2 3 5 6,0 1 2 3 6,0.089572,0.103807,0.179145,0.000,2.000,0,288,tail
394,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,4753,16.533469,3,1,262,"(4, 4)->(1, 1):1;(5, 5)->(2, 2):1;(7, 7)->(2, 2):1",0 1 2 5 6 8,1 2 5 8,0.000000,0.898622,1.000000,1.333,1.000,1,289,tail
160,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,4586,16.569237,2,1,262,"(10, 10)->(10, 10):2",0 1,0 1 2,0.180000,0.285000,0.225000,0.000,5.000,1,290,tail
378,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,4557,16.575580,4,1,262,"(12, 12)->(12, 12):1;(6, 6)->(6, 6):1;(8, 8)->(8, 8):1;(9, 9)->(9, 9):1",0 2 3 4 5 6 8 9,0 2 3 4 5 6 8 9,0.043547,0.220390,0.263937,0.000,2.000,0,291,tail
323,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,4533,16.580861,2,1,169,"(13, 13)->(13, 13):2",0 8,0 5 8,0.109467,0.005917,0.115385,0.000,1.000,1,292,tail
291,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,4327,16.627370,3,1,261,"(15, 13)->(1, 1):1;(15, 17)->(1, 1):1;(16, 17)->(1, 1):1",0 1 2 3 4 5 6 7 8,2 5 6,0.000000,0.376716,1.000000,0.000,5.333,1,293,tail
293,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,4324,16.628064,4,1,262,"(13, 13)->(13, 13):1;(7, 9)->(7, 9):1;(8, 6)->(8, 6):1;(8, 7)->(8, 7):1",0 1 2 3 6 7 8,0 1 2 3 6 7 8,0.026485,0.300820,0.300820,1.250,1.000,0,294,tail
115,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,4122,16.675906,3,1,262,"(11, 9)->(4, 1):1;(14, 16)->(1, 3):1;(9, 7)->(3, 1):1",2 3 4 5 6 8,2 3 4 5 6 8,0.000000,1.000000,1.000000,7.667,1.000,1,295,tail
296,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,4115,16.677606,5,1,262,"(5, 7)->(3, 3):5",0 2 3 4 8,0 2 3 4 8,0.000000,0.217143,0.600000,0.000,4.600,1,296,tail
123,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,4104,16.680283,3,1,261,"(5, 5)->(10, 10):3",0 1 2 3 4 6,1 2 3 4 6,0.000000,0.760000,1.000000,0.667,1.000,1,297,tail
126,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,4028,16.698975,3,1,262,"(5, 5)->(5, 5):1;(5, 7)->(5, 7):1;(8, 8)->(8, 8):1",0 3 6 8,0 3 4 6 8,0.042798,0.213988,0.256786,0.000,1.333,0,298,tail
305,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,3952,16.718023,3,1,262,"(16, 16)->(16, 16):3",0 1 2 3 4 5 6 7,1 2 3 4 5 6 7,0.158854,0.841146,1.000000,0.000,1.000,1,299,tail
20,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,3932,16.723097,3,1,262,"(10, 10)->(10, 10):3",0 1 2 3 4 8,0 1 2 3 4 8,0.030000,0.100000,0.130000,0.000,10.000,0,300,tail
316,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,3903,16.730499,3,1,262,"(10, 10)->(3, 3):3",0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8 9,0.000000,0.073333,0.814815,0.000,7.333,1,301,tail
143,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,3804,16.756192,3,1,262,"(10, 10)->(10, 10):3",0 1 3 4 5 6 7 8 9,0 1 3 4 5 6 7 8,0.040000,0.256667,0.256667,0.000,5.000,0,302,tail
104,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,3682,16.788789,2,1,4,"(3, 3)->(9, 9):2",0 2 3,0 3,0.000000,0.444444,0.395062,0.000,1.000,1,303,tail
381,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,3681,16.789060,3,1,261,"(10, 10)->(10, 10):3",0 2,0 2 9,0.110000,0.390000,0.500000,0.000,4.000,1,304,tail
139,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,3630,16.803012,2,1,262,"(9, 9)->(9, 9):2",0 4,0 4 7,0.067901,0.154321,0.222222,0.000,2.500,1,305,tail
32,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,3405,16.867000,3,1,262,"(4, 4)->(4, 4):1;(5, 5)->(5, 5):1;(6, 6)->(6, 6):1",0 1 2 3 4 6 7 8 9,0 1 2 3 4 6 7 8 9,0.295370,0.271574,0.271574,0.000,4.333,1,306,tail
47,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,3024,16.985664,2,1,262,"(9, 9)->(9, 9):2",0 7 8,0 2 7 8,0.370370,0.024691,0.395062,0.000,2.000,1,307,tail
248,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,2939,17.014175,3,1,9,"(10, 2)->(10, 2):1;(10, 3)->(10, 3):1;(10, 4)->(10, 4):1",0 1,0 1,0.325000,0.036111,0.361111,0.000,1.000,0,308,tail
227,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,2927,17.018267,4,1,262,"(8, 4)->(4, 4):4",0 1 3,0 2,0.000000,0.546875,0.171875,1.250,3.750,1,309,tail
1,crop_resize,crop_or_resize,vyanktesh_multi_source_output,baseline,2843,17.047385,5,1,262,"(3, 3)->(9, 9):5",0 2 4 6 7,0 2 4 6 7,0.000000,0.511111,0.288889,0.800,2.000,1,310,tail
262,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,2583,17.143293,4,1,6,"(3, 3)->(3, 3):4",0 5,2 3 4,1.000000,0.333333,1.000000,0.250,2.500,0,311,tail
122,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,2510,17.171962,3,1,262,"(13, 7)->(13, 7):1;(7, 13)->(7, 13):1;(7, 7)->(7, 7):1",0 2 3,0 2 3,0.141287,0.187860,0.187860,0.000,4.000,1,312,tail
344,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,2510,17.171962,3,1,262,"(3, 3)->(3, 3):1;(7, 6)->(7, 6):1;(7, 7)->(7, 7):1",0 2 3 5,0 2 3 5 8,0.146636,0.249433,0.176115,0.000,5.000,1,313,tail
81,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,2307,17.256297,2,1,261,"(7, 7)->(7, 7):2",0 8,0 1 8,0.051020,0.153061,0.204082,0.000,2.500,1,314,tail
146,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,2256,17.278651,4,1,262,"(9, 3)->(3, 3):4",1 2 3 4 5 6 7 8 9,1 3 4 6 8,0.000000,1.000000,1.000000,2.000,1.000,1,315,tail
38,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,2193,17.306974,3,1,262,"(9, 9)->(1, 5):3",0 1 2,0 1,0.000000,0.353909,0.666667,0.000,10.000,1,316,tail
386,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,2183,17.311545,5,1,262,"(4, 7)->(4, 3):5",0 1 5 7,0 3,0.000000,0.528571,0.316667,1.200,2.600,1,317,tail
389,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1898,17.451444,3,1,262,"(3, 3)->(3, 3):1;(5, 5)->(5, 5):2",4 5 6 9,0 4 6 9,1.000000,1.000000,0.411852,1.000,1.000,1,318,tail
207,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1875,17.463636,3,1,261,"(5, 5)->(2, 2):3",0 1 2 8,0 1 2 8,0.000000,0.426667,0.666667,0.000,5.333,1,319,tail
399,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1839,17.483023,8,3,262,"(3, 3)->(3, 3):1;(5, 5)->(3, 3):2;(6, 6)->(3, 3):1;(7, 7)->(3, 3):4",0 2,0 1,0.555556,0.306599,0.305556,0.000,2.750,1,320,tail
83,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458,3,1,262,"(3, 4)->(6, 8):3",0 3 8,0 3 8,0.000000,0.472222,0.472222,0.667,2.333,1,321,tail
108,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458,3,1,262,"(10, 10)->(20, 20):3",0 1 2 3 4 8,0 1 2 3 4 8,0.000000,0.056667,0.226667,0.000,5.667,1,322,tail
142,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458,3,1,262,"(3, 3)->(6, 6):3",0 1 2 3,0 1 2 3,0.000000,0.703704,0.703704,0.333,1.000,1,323,tail
152,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458,4,1,262,"(3, 3)->(6, 6):4",1 2 3 4 5 6 7 8,1 2 3 4 5 6 7 8,0.000000,1.000000,1.000000,0.500,1.000,1,324,tail
194,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458,3,1,262,"(3, 3)->(6, 6):3",0 2 3 5 6 8,0 2 3 5 6 8,0.000000,0.777778,0.777778,0.667,1.000,1,325,tail
211,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458,3,1,262,"(3, 2)->(9, 4):3",0 2 5 8,0 2 5 8,0.000000,0.444444,0.444444,0.667,1.667,1,326,tail
214,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1800,17.504458,3,1,262,"(3, 11)->(3, 11):3",0 1 2 3 4 5 6 7 8,1 2 3 4 5 6 7 8,0.545455,0.454545,1.000000,3.000,2.000,1,327,tail
223,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458,2,1,262,"(3, 3)->(9, 9):2",0 2 3 4 7,0 2 3 4 7,0.000000,0.555556,0.555556,0.000,2.000,1,328,tail
307,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458,3,1,262,"(2, 2)->(4, 4):1;(3, 3)->(6, 6):1;(4, 4)->(8, 8):1",0 1 2 3 5,0 1 2 3 5,0.000000,0.780093,0.780093,1.333,1.000,1,329,tail
299,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1790,17.510029,2,1,18,"(6, 6)->(6, 6):2",0 2 8,0 2 4 8,0.194444,0.111111,0.305556,0.000,2.000,1,330,tail
395,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,1667,17.581219,5,1,262,"(6, 3)->(3, 3):5",0 1 9,0 2,0.000000,0.511111,0.288889,0.800,3.000,1,331,tail
6,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,1631,17.603051,3,1,262,"(3, 7)->(3, 3):3",0 1 5,0 2,0.000000,0.555556,0.222222,1.333,3.000,1,332,tail
347,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1607,17.617876,5,2,262,"(3, 6)->(3, 3):5",0 3 4,0 6,0.000000,0.377778,0.600000,0.200,3.000,1,333,tail
229,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1409,17.749364,4,1,262,"(3, 3)->(3, 3):4",1 2 3 4 8,1 2 4 5,0.472222,1.000000,1.000000,1.750,1.000,1,334,tail
235,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1338,17.801069,4,1,64,"(4, 14)->(3, 3):4",0 5,2 3 4 8,0.000000,0.732143,1.000000,8.500,3.000,1,335,tail
72,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1309,17.822981,4,2,262,"(13, 5)->(6, 5):4",0 2 4,0 3,0.000000,0.523077,0.566667,1.000,6.750,1,336,tail
267,color_map,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,1255,17.865109,2,1,261,"(7, 7)->(7, 7):2",0 2 3 4 6,0 4 6,0.265306,0.265306,0.244898,0.000,2.000,0,337,tail
114,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1254,17.865906,3,1,262,"(2, 2)->(4, 4):1;(2, 3)->(4, 5):1;(3, 3)->(5, 5):1",0 1 2 3 4 8,0 1 2 3 4 8,0.000000,0.962963,0.783333,0.000,1.000,1,338,tail
52,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1228,17.886858,4,1,262,"(3, 3)->(3, 3):4",1 2 3 4 6 7 9,0 5,1.000000,1.000000,0.416667,1.250,1.000,1,339,tail
181,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1194,17.914936,3,1,262,"(6, 9)->(6, 9):3",0 4 8,0 4 8,0.098765,0.191358,0.290123,0.000,2.667,1,340,tail
106,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1164,17.940382,3,1,262,"(2, 2)->(4, 4):1;(3, 3)->(6, 6):2",4 6 7 8 9,4 6 7 8 9,0.000000,1.000000,1.000000,1.000,1.000,1,341,tail
257,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1077,18.018065,6,1,262,"(9, 9)->(4, 4):6",0 1 4 6 7 8,0 4 6 7 8,0.000000,0.578189,0.906250,2.000,4.667,1,342,tail
150,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1014,18.078342,3,1,262,"(4, 4)->(4, 4):1;(6, 6)->(6, 6):1;(7, 7)->(7, 7):1",1 2 6 7,1 2 6 7,0.759921,1.000000,1.000000,0.333,1.000,1,343,tail
155,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1014,18.078342,3,1,262,"(5, 5)->(5, 5):2;(7, 7)->(7, 7):1",1 2 3 4 7 8,1 2 3 4 7 8,0.778776,1.000000,1.000000,0.000,1.000,1,344,tail
73,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,3,1,11,"(5, 5)->(5, 5):3",0 1 5,0 1 5,0.133333,0.333333,0.266667,1.000,1.000,1,345,tail
95,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,2,1,262,"(9, 9)->(9, 9):2",0 5,0 1 5,0.345679,0.043210,0.388889,0.000,3.500,1,346,tail
98,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,3,1,262,"(11, 12)->(11, 12):1;(18, 16)->(18, 16):1;(8, 7)->(8, 7):1",0 2 3 4 5 6 7 8,0 2 3 4 5 6 7 8,0.120942,0.364628,0.243687,0.000,2.333,1,347,tail
120,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,3,1,262,"(12, 11)->(12, 11):1;(12, 13)->(12, 13):1;(13, 15)->(13, 15):1",0 1 2 3,0 1 2 3 8,0.119347,0.366200,0.366200,0.000,2.667,1,348,tail
147,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,4,1,262,"(3, 3)->(3, 3):1;(4, 4)->(4, 4):1;(4, 6)->(4, 6):1;(5, 6)->(5, 6):1",0 3,0 3 8,0.308333,0.435764,0.435764,0.000,3.750,1,349,tail
151,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,3,1,262,"(4, 4)->(4, 4):1;(6, 6)->(6, 6):1;(8, 8)->(8, 8):1",0 1 2 3 6 8 9,0 1 2 3 4 6 8 9,0.282407,0.325810,0.467014,1.000,1.000,1,350,tail
171,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,4,1,49,"(3, 3)->(3, 3):1;(4, 3)->(4, 3):1;(5, 4)->(5, 4):1;(5, 6)->(5, 6):1",0,0 8,0.755556,0.000000,0.755556,0.000,0.000,1,351,tail
266,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,4,1,15,"(3, 5)->(3, 5):4",0 2,0 3 6 7 8,0.250000,0.066667,0.183333,0.000,1.000,1,352,tail
272,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,4,1,262,"(3, 3)->(3, 3):2;(4, 4)->(4, 4):1;(5, 4)->(5, 4):1",0 2,0 1 2,0.127083,0.484028,0.484028,0.000,2.750,1,353,tail
283,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,2,1,262,"(10, 10)->(10, 10):2",0 5,0 1 2 4,0.450000,0.450000,0.450000,0.000,2.000,1,354,tail
294,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,2,1,262,"(10, 10)->(10, 10):2",0 5,0 2 5,0.130000,0.410000,0.410000,0.000,2.000,1,355,tail
331,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555,2,1,262,"(10, 10)->(10, 10):2",0 1,0 1 2 6 7 8,0.185000,0.055000,0.240000,0.000,5.500,1,356,tail
15,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605,3,1,261,"(9, 9)->(9, 9):3",0 1 2 6 8,0 1 2 4 6 7 8,0.131687,0.041152,0.172840,0.000,3.333,1,357,tail
127,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605,4,1,262,"(3, 11)->(3, 11):3;(7, 11)->(7, 11):1",0 1 2 3 4 5,5 6 7 8 9,0.788961,0.298701,1.000000,2.250,5.500,1,358,tail
220,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605,4,1,262,"(12, 12)->(12, 12):1;(16, 16)->(16, 16):1;(6, 6)->(6, 6):2",0 2 3 8,0 1 2 3 4 6 8,0.168403,0.021050,0.189453,0.000,1.750,1,359,tail
230,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605,3,1,262,"(10, 10)->(10, 10):2;(15, 15)->(15, 15):1",0 5,0 1 2 3 4 5,0.063704,0.063704,0.127407,0.000,2.333,1,360,tail
282,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605,2,1,262,"(9, 9)->(9, 9):2",0 5,0 1 5,0.388889,0.043210,0.345679,0.000,3.500,1,361,tail
317,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605,2,1,262,"(9, 9)->(9, 9):2",0 5,0 1,0.388889,0.043210,0.388889,0.000,3.500,1,362,tail
339,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,884,18.215543,4,1,261,"(3, 3)->(1, 1):1;(3, 3)->(1, 2):1;(3, 3)->(1, 3):1;(3, 3)->(1, 4):1",0 1 2 7 8,1 2 7 8,0.000000,0.277778,1.000000,0.000,1.750,1,363,tail
322,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,867,18.234961,3,1,262,"(3, 3)->(3, 3):3",0 2 3 4 6 7 8,0 2 3 4 6 7 8,0.370370,0.296296,0.666667,0.000,2.667,1,364,tail
129,point_to_line_pattern,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,807,18.306676,3,1,261,"(3, 3)->(3, 3):3",0 1 3 4 6 8 9,4 6 9,0.666667,0.962963,1.000000,0.000,1.000,1,365,tail
111,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,797,18.319145,3,1,261,"(10, 10)->(3, 3):3",0 1 2 4 5,0 1 2 4,0.000000,0.133333,0.555556,0.000,4.333,1,366,tail
144,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,786,18.333043,4,1,262,"(9, 4)->(4, 4):4",0 2 4 7,0 3,0.000000,0.548611,0.281250,1.000,4.000,1,367,tail
318,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,739,18.394702,4,1,262,"(9, 4)->(4, 4):4",0 1 2 4,0 3,0.000000,0.597222,0.796875,1.750,4.750,1,368,tail
26,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,738,18.396056,5,1,262,"(5, 7)->(5, 3):5",0 1 9,0 8,0.000000,0.622857,0.240000,1.400,2.800,1,369,tail
380,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,728,18.409699,4,1,262,"(3, 3)->(3, 3):4",0 2 6 9,0 2 6 9,0.500000,0.611111,0.611111,1.750,1.500,1,370,tail
167,region_partition_fill,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,685,18.470581,5,1,262,"(3, 3)->(3, 3):5",2 3 4,0 5,1.000000,1.000000,0.333333,3.600,1.000,1,371,tail
236,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,643,18.533855,4,1,262,"(9, 4)->(4, 4):4",0 1 2 4,0 3,0.000000,0.618056,0.453125,1.750,4.250,1,372,tail
334,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,609,18.588182,7,2,262,"(5, 5)->(3, 3):7",0 1 2 3,0 5,0.000000,0.434286,0.555556,0.143,4.000,1,373,tail
373,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,524,18.738508,2,1,72,"(2, 6)->(2, 6):2",3 4 8 9,3 4 8 9,0.500000,1.000000,1.000000,2.000,1.000,1,374,tail
393,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,459,18.870950,3,1,261,"(12, 12)->(3, 1):3",0 1 2 3 4 7 8,1 2 3 4 7 8,0.000000,0.148148,1.000000,0.000,4.333,1,375,tail
149,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,437,18.920067,4,1,262,"(11, 11)->(3, 3):4",0 6 8,0 1,0.000000,0.425620,0.277778,4.000,6.000,1,376,tail
87,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,368,19.091917,4,1,261,"(3, 3)->(3, 3):4",1 2 3 4 5 8 9,1 2 3 4 5 8 9,0.666667,1.000000,1.000000,0.750,1.000,1,377,tail
140,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,368,19.091917,2,1,262,"(3, 3)->(3, 3):2",0 1 2 3 5 7 8,0 1 2 3 5 7 8,0.888889,0.555556,0.555556,0.000,1.000,1,378,tail
186,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,364,19.102846,10,2,255,"(3, 3)->(3, 3):10",0 1,0 2,0.466667,0.288889,0.288889,0.000,1.700,1,379,tail
135,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,360,19.113896,4,1,261,"(9, 9)->(3, 3):4",0 1 2 3 4 5 6 7 8 9,0 1 3 4 5 6 7 8 9,0.000000,0.348765,0.527778,0.000,10.250,1,380,tail
67,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,315,19.247427,3,1,262,"(2, 6)->(2, 2):1;(3, 9)->(3, 3):1;(4, 12)->(4, 4):1",0 1 2 3 4 5,0 1 2 3 4 5,0.000000,0.916667,0.916667,2.333,1.000,1,381,tail
56,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,213,19.638708,7,3,36,"(3, 3)->(1, 1):7",0 1 4 5 8,1 2 3 6,0.000000,0.555556,1.000000,0.286,3.000,1,382,tail
261,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,200,19.701683,3,1,261,"(3, 3)->(3, 3):1;(5, 5)->(5, 5):2",0 8,0 2,0.234074,0.130370,0.130370,0.000,1.000,1,383,tail
103,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,193,19.737310,6,2,215,"(3, 3)->(1, 1):6",0 2,1 7,0.000000,0.425926,1.000000,0.333,2.167,1,384,tail
258,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,160,19.924826,3,1,262,"(10, 10)->(10, 10):2;(5, 5)->(5, 5):1",0 1,0 1 2,0.066667,0.123333,0.190000,0.000,8.333,1,385,tail
326,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,160,19.924826,3,1,262,"(12, 6)->(2, 2):1;(6, 6)->(2, 2):1;(8, 8)->(2, 2):1",0 1 2 3 4 5 6,0 1 2 3 4 5 6,0.000000,0.916667,0.916667,0.000,1.000,1,386,tail
53,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,30,21.598803,4,2,54,"(3, 3)->(3, 3):4",0 1 2,0 1 2,0.555556,0.333333,0.333333,0.500,1.000,1,387,tail
113,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,30,21.598803,2,1,262,"(10, 3)->(10, 3):1;(10, 5)->(10, 5):1",0 2 3 8,0 2 3 8,0.250000,0.250000,0.500000,2.500,1.000,1,388,tail
116,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,30,21.598803,4,1,262,"(3, 4)->(6, 4):4",1 3 4 5 9,1 3 4 5 9,0.000000,1.000000,1.000000,1.000,1.000,1,389,tail
164,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,30,21.598803,4,1,262,"(3, 3)->(3, 6):4",1 6 8,1 6 8,0.000000,1.000000,1.000000,1.000,1.000,1,390,tail
172,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,30,21.598803,4,1,262,"(3, 3)->(6, 3):4",1 2 4 5 6 7 8 9,1 2 4 5 6 7 8 9,0.000000,1.000000,1.000000,0.750,1.000,1,391,tail
210,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,30,21.598803,3,1,262,"(3, 3)->(6, 3):3",0 1,0 1,0.000000,0.407407,0.407407,0.333,1.333,1,392,tail
311,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,30,21.598803,3,1,262,"(3, 3)->(3, 6):3",0 7,0 7,0.000000,0.259259,0.259259,0.000,1.333,1,393,tail
